"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantFirstName1","c_ParticipantFirstName2","c_ParticipantLastName1","c_ParticipantLastName2","c_Bib1","c_Bib2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","c_ODF_QualificationMark1","c_ODF_QualificationMark2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","c_ODF_IRM1","c_ODF_IRM2"
"1","1","922194","1488269","MASTNAK Tim","ANGENEND Yannik","MASTNAK T","ANGENEND Y","Tim","Yannik","Mastnak","Angenend","4","13","1","2","30","2","2783","2206","Slovenia","Germany","SLO","GER","1","2","1","2","1","2","40.70","+0.27","40.70","40.98","40700","40980","0","270","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","1234622","922196","KWIATKOWSKI Oskar","FELICETTI Mirko","KWIATKOWSKI O","FELICETTI M","Oskar","Mirko","Kwiatkowski","Felicetti","5","12","1","2","150","6","2214","2210","Poland","Italy","POL","ITA","1","2","1","2","1","2","41.46","DNF","41.46","DNF","41460",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DNF"
"1","1","549918","1488234","WILD Vic","LOGINOV Dmitry","WILD V","LOGINOV D","Vic","Dmitriy","Wild","Loginov","9","8","2","1","23062","23062","73035","73035","ROC","ROC","ROC","ROC","1","2","1","2","1","2","41.38","DNF","41.38","DNF","41380",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DNF"
"1","1","1027578","1339750","LEE Sang-Ho","BAGOZZA Daniele","LEE SH","BAGOZZA D","Sang-Ho","Daniele","Lee","Bagozza","1","16","1","2","106","6","4391","2210","South Korea","Italy","KOR","ITA","1","2","1","2","1","2","40.42","+0.92","40.42","41.34","40420","41340","0","920","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","571851","655293","KARL Benjamin","YANKOV Radoslav","KARL B","YANKOV R","Benjamin","Radoslav","Karl","Yankov","2","15","1","2","151","148","2219","2211","Austria","Bulgaria","AUT","BUL","1","2","1","2","1","2","40.75","+0.36","40.75","41.12","40750","41120","0","360","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","723850","1252372","PAYER Alexander","NOWACZYK Michal","PAYER A","NOWACZYK M","Alexander","Michal","Payer","Nowaczyk","10","7","2","1","151","150","2219","2214","Austria","Poland","AUT","POL","1","2","1","2","1","2","41.10","+0.09","41.10","41.19","41100","41190","0","90","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","333880","455729","FISCHNALLER Roland","KOSIR Zan","FISCHNALLER R","KOSIR Z","Roland","Žan","Fischnaller","Košir","6","11","1","2","6","30","2210","2783","Italy","Slovenia","ITA","SLO","1","2","1","2","1","2","40.19","DNF","40.19","DNF","40190",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DNF"
"1","1","334016","1027605","PROMMEGGER Andreas","CAVIEZEL Dario","PROMMEGGER A","CAVIEZEL D","Andreas","Dario","Prommegger","Caviezel","3","14","1","2","151","149","2219","2213","Austria","Switzerland","AUT","SUI","1","2","1","2","1","2","40.80","+0.16","40.80","40.96","40800","40960","0","160","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
