"sport_id","phase_id","event_name"
221,1961078,"Men's Aerials"
221,1961079,"Men's Moguls"
221,1961080,"Men's Ski Cross"
221,1961081,"Men's Halfpipe"
221,1961082,"Men's Slopestyle"
221,1961083,"Men's Big Air"
221,1961084,"Women's Aerials"
221,1961085,"Women's Moguls"
221,1961086,"Women's Ski Cross"
221,1961087,"Women's Halfpipe"
221,1961088,"Women's Slopestyle"
221,1961089,"Women's Big Air"
221,1961090,"Mixed Team Aerials"
