"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2, 823159,"FRIEDRICH F/MARGIS T","Friedrich/Margis","Friedrich/Margis","4",20,    2, 2206,Germany,GER, 1, 1,"1","59.52","59.52",59520,   0,"134.9",TRUE,FALSE,1518048020,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","823159","1012833","FRIEDRICH Francesco","MARGIS Thorsten","Francesco","Thorsten","Friedrich","Margis","FRIEDRICH F","MARGIS T","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1239754,"LOCHNER J/BAUER F","Lochner/Bauer","Lochner/Bauer","6",19,    2, 2206,Germany,GER, 2, 2,"2","+0.01","59.53",59530,  10,"135.1",TRUE,FALSE,1518048019,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1239754","1720339","LOCHNER Johannes","BAUER Florian","Johannes","Florian","Lochner","Bauer","LOCHNER J","BAUER F","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1337470,"HAFER C/SOMMER M","Hafer/Sommer","Hafer/Sommer","9",18,    2, 2206,Germany,GER, 3, 3,"3","+0.18","59.70",59700, 180,"134.9",TRUE,FALSE,1518048018,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1337470","1458194","HAFER Christoph","SOMMER Matthias","Christoph","Matthias","Hafer","Sommer","HAFER C","SOMMER M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1729454,"VOGT M/MICHEL S","Vogt/Michel","Vogt/Michel","11",17,  149, 2213,Switzerland,SUI, 4, 4,"4","+0.25","59.77",59770, 250,"134.3",TRUE,FALSE,1518048017,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1729454","1748758","VOGT Michael","MICHEL Sandro","Michael","Sandro","Vogt","Michel","VOGT M","MICHEL S","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 764863,"SPRING C/EVELYN M","Spring/Evelyn","Spring/Evelyn","15",13,  159, 2231,Canada,CAN, 5, 5,"5","+0.41","59.93",59930, 410,"133.4",TRUE,FALSE,1518048013,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","764863","2167049","SPRING Chris","EVELYN Mike","Chris","Mike","Spring","Evelyn","SPRING C","EVELYN M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1023339,"KIBERMANIS O/MIKNIS M","Kibermanis/Miknis","Kibermanis/Miknis","12",11,    9, 2218,Latvia,LAT, 5, 6,"5","+0.41","59.93",59930, 410,"133.2",TRUE,FALSE,1518048011,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1023339","1337495","KIBERMANIS Oskars","MIKNIS Matiss","Oskars","Matiss","Kibermanis","Miknis","KIBERMANIS O","MIKNIS M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1124999,"HALL B/GLEESON N","Hall/Gleeson","Hall/Gleeson","8", 8,  211, 4058,Great Britain,GBR, 7, 7,"7","+0.44","59.96",59960, 440,"134.6",TRUE,FALSE,1518048008,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1124999","1563812","HALL Bradley","GLEESON Nicholas","Bradley","Nicholas","Hall","Gleeson","HALL B","GLEESON N","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 654193,"KRIPPS J/STONES C","Kripps/Stones","Kripps/Stones","5",12,  159, 2231,Canada,CAN, 8, 8,"8","+0.48","1:00.00",60000, 480,"133.3",TRUE,FALSE,1518048012,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","654193","1467428","KRIPPS Justin","STONES Cameron","Justin","Cameron","Kripps","Stones","KRIPPS J","STONES C","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1014145,"MAIER B/SAMMER M","Maier/Sammer","Maier/Sammer","14",15,  151, 2219,Austria,AUT, 9, 9,"9","+0.49","1:00.01",60010, 490,"133.5",TRUE,FALSE,1518048015,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014145","1012853","MAIER Benjamin","SAMMER Markus","Benjamin","Markus","Maier","Sammer","MAIER B","SAMMER M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 995128,"HEINRICH R/HAUTERVILLE D","Heinrich/Hauterville","Heinrich/Hauterville","13",10,  144, 2202,France,FRA,10,10,"10","+0.53","1:00.05",60050, 530,"133.1",TRUE,FALSE,1518048010,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","995128","1563682","HEINRICH Romain","HAUTERVILLE Dorian","Romain","Dorian","Heinrich","Hauterville","HEINRICH R","HAUTERVILLE D","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
