"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2,1014143,"RINALDI R/VAIN B","Rinaldi/Vain","Rinaldi/Vain","1",16,   22, 2249,Monaco,MON,10,11,"10","+0.53","1:00.05",60050, 530,"134.8",TRUE,FALSE,1518048016,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014143","1139113","RINALDI Rudy","VAIN Boris","Rudy","Boris","Rinaldi","Vain","RINALDI R","VAIN B","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1457403,"DEL DUCA F/ABDUL-SABOOR H","Del Duca/Abdul-Saboor","Del Duca/Abdul-Saboor","17", 9,    5, 2209,United States,USA,12,12,"12","+0.63","1:00.15",60150, 630,"133.1",TRUE,FALSE,1518048009,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1457403","1467425","DEL DUCA Frank","ABDUL-SABOOR Hakeem","Frank","Hakeem","Del Duca","Abdul-Saboor","DEL DUCA F","ABDUL-SABOOR H","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1123833,"DVORAK D/NOSEK J","Dvorak/Nosek","Dvorak/Nosek","24", 6,   17, 2240,Czech Republic,CZE,13,13,"13","+0.64","1:00.16",60160, 640,"133.5",TRUE,FALSE,1518048006,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1123833","1337484","DVORAK Dominik","NOSEK Jakub","Dominik","Jakub","Dvorak","Nosek","DVORAK D","NOSEK J","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1592029,"GAITIUKEVICH R/LAPTEV A","Gaitiukevich/Laptev","Gaitiukevich/Laptev","7",14,23062,73035,ROC,ROC,14,14,"14","+0.67","1:00.19",60190, 670,"132.6",TRUE,FALSE,1518048014,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1592029","2160926","GAITIUKEVICH Rostislav","LAPTEV Aleksey","Rostislav","Aleksey","Gaitiukevich","Laptev","GAITIUKEVICH R","LAPTEV A","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1720351,"SUN K/WU Q","Sun/Wu","Sun/Wu","22", 7,   26, 2770,China,CHN,15,15,"15","+0.73","1:00.25",60250, 730,"133.0",TRUE,FALSE,1518048007,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1720351","1940417","SUN Kaizhi","WU Qingze","Kaizhi","Qingze","Sun","Wu","SUN K","WU Q","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1469894,"TENTEA M/DAROCZI NC","Tentea/Daroczi","Tentea/Daroczi","19", 3,  164, 2244,Romania,ROU,16,16,"16","+0.76","1:00.28",60280, 760,"134.0",TRUE,FALSE,1518048003,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1469894","1408208","TENTEA Mihai","DAROCZI Nicolae Ciprian","Mihai","Nicolae Ciprian","Tentea","Daroczi","TENTEA M","DAROCZI NC","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 994209,"FRIEDLI S/HAAS A","Friedli/Haas","Friedli/Haas","10", 2,  149, 2213,Switzerland,SUI,17,17,"17","+0.82","1:00.34",60340, 820,"132.4",TRUE,FALSE,1518048002,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","994209","2157768","FRIEDLI Simon","HAAS Andreas","Simon","Andreas","Friedli","Haas","FRIEDLI S","HAAS A","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,2058224,"CIPULIS E/NEMME E","Cipulis/Nemme","Cipulis/Nemme","20", 4,    9, 2218,Latvia,LAT,18,18,"18","+0.94","1:00.46",60460, 940,"132.4",TRUE,FALSE,1518048004,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","2058224","1938994","CIPULIS Emils","NEMME Edgars","Emils","Edgars","Cipulis","Nemme","CIPULIS E","NEMME E","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1139559,"AUSTIN T/SUNDERLAND D","Austin/Sunderland","Austin/Sunderland","18", 1,  159, 2231,Canada,CAN,19,19,"19","+1.03","1:00.55",60550,1030,"133.3",TRUE,FALSE,1518048001,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1139559","1468088","AUSTIN Taylor","SUNDERLAND Daniel","Taylor","Daniel","Austin","Sunderland","AUSTIN T","SUNDERLAND D","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 911732,"South Korea","Won/Kim","Won/Kim","16", 5,  106, 4391,South Korea,KOR,20,20,"20","+1.45","1:00.97",60970,1450,"132.5",TRUE,FALSE,1518048005,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","911732","1221460","YUN-JONG Won","KIM Jinsu","Yunjong","Jinsu","Won","Kim","YUN-JONG W","KIM J","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
