"sport_id","phase_id","event_name"
222,1939301,"Men's Parallel Giant Slalom"
222,1939305,"Men's Snowboard Cross"
222,1939303,"Men's Halfpipe"
222,1939309,"Men's Big Air"
222,1939307,"Men's Slopestyle"
222,1939302,"Women's Parallel Giant Slalom"
222,1939306,"Women's Snowboard Cross"
222,1939304,"Women's Halfpipe"
222,1939310,"Women's Big Air"
222,1939308,"Women's Slopestyle"
222,1939311,"Mixed Team Snowboard Cross"
