"sport_id","phase_id","event_name"
115,1969862,"Men's Downhill"
115,1969863,"Men's Slalom"
115,1969864,"Men's Giant Slalom"
115,1969865,"Men's Super-G"
115,1969861,"Men's Combined"
115,1969867,"Women's Downhill"
115,1969868,"Women's Slalom"
115,1969869,"Women's Giant Slalom"
115,1969870,"Women's Super-G"
115,1969866,"Women's Combined"
115,1969871,"Team Event"
