"sport_id","match_id","event_name"
220,1937864,"Men's Individual Sprint"
220,1937870,"Men's 15km Individual"
220,1937872,"Men's 50km Mass Start"
220,1937862,"Men's 30km Skiathlon"
220,1937868,"Men's 4x10km Relay"
220,1937866,"Men's Team Sprint"
220,1937865,"Women's Individual Sprint"
220,1937871,"Women's 10km Individual"
220,1937873,"Women's 30km Mass Start"
220,1937863,"Women's 15km Skiathlon"
220,1937869,"Women's 4x5km Relay"
220,1937867,"Women's Team Sprint"
