"sport_id","match_id","event_name"
302,1939944,"Men's 500m"
302,1939945,"Men's 1000m"
302,1939946,"Men's 1500m"
302,1939947,"Men's 5000m Relay"
302,1939948,"Women's 500m"
302,1939949,"Women's 1000m"
302,1939950,"Women's 1500m"
302,1939951,"Women's 3000m Relay"
302,1939952,"Mixed Team Relay"
