"ParticipantType","ParticipantID","Participant","ParticipantShort","ParticipantLastName","c_Bib","StartOrder","NOCID","NOCGeoID","NOCName","NOCShort","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ODF_QualificationMark","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","c_ResultInfo_5","b_Completed","b_Upcoming","TeamMemberList.n_Position1","TeamMemberList.n_Position2","TeamMemberList.n_Position3","TeamMemberList.n_Position4","TeamMemberList.n_PersonID1","TeamMemberList.n_PersonID2","TeamMemberList.n_PersonID3","TeamMemberList.n_PersonID4","TeamMemberList.c_Person1","TeamMemberList.c_Person2","TeamMemberList.c_Person3","TeamMemberList.c_Person4","TeamMemberList.c_PersonFirstName1","TeamMemberList.c_PersonFirstName2","TeamMemberList.c_PersonFirstName3","TeamMemberList.c_PersonFirstName4","TeamMemberList.c_PersonLastName1","TeamMemberList.c_PersonLastName2","TeamMemberList.c_PersonLastName3","TeamMemberList.c_PersonLastName4","TeamMemberList.c_PersonShort1","TeamMemberList.c_PersonShort2","TeamMemberList.c_PersonShort3","TeamMemberList.c_PersonShort4","TeamMemberList.c_Bib1","TeamMemberList.c_Bib2","TeamMemberList.c_Bib3","TeamMemberList.c_Bib4"
"4","2181","Austria","AUT","Austria","1","1","151","2219","Austria","AUT","1","1","1","2","2","2000","QBFT","25.05","23.84","24.44","24.69","48.28","TRUE","FALSE","1","1","1","1","1342989","1108741","1351921","1020876","TRUPPE Katharina","BRENNSTEINER Stefan","LIENSBERGER Katharina","STROLZ Johannes","Katharina","Stefan","Katharina","Johannes","Truppe","Brennsteiner","Liensberger","Strolz","TRUPPE K","BRENNSTEINER S","LIENSBERGER K","STROLZ J","13 - Run 1","15 - Run 2","12 - Run 3","17 - Run 4"
"4","358","Germany","GER","Germany","7","2","2","2206","Germany","GER","1","1","1","3","3","3000","QBF","24.93","24.69","DNF","24.00",NA,"TRUE","FALSE","1","2","3","4","718808","1087690","2177175","1020826","DUERR Lena","STRASSER Linus","AICHER Emma","SCHMID Alexander","Lena","Linus","Emma","Alexander","Dürr","Straßer","Aicher","Schmid","DUERR L","STRASSER L","AICHER E","SCHMID A","72 - Run 1","77 - Run 2","71 - Run 3","76 - Run 4"
"4","383","Norway","NOR","Norway","4","2","153","2221","Norway","NOR","2","2","2","2","2","2000","QSF","24.62","24.46","25.30","24.27","48.89","TRUE","FALSE","1","1","1","1","1479807","1479794","1087660","1342956","STJERNESUND Thea Louise","HAUGAN Timon","TVIBERG Maria Therese","SOLHEIM Fabian Wilkens","Thea Louise","Timon","Maria Therese","Fabian Wilkens","Stjernesund","Haugan","Tviberg","Solheim","STJERNESUND TL","HAUGAN T","TVIBERG MT","SOLHEIM FW","42 - Run 1","45 - Run 2","43 - Run 3","46 - Run 4"
"4","939","United States","USA","United States","6","1","5","2209","United States","USA","2","2","2","1","1","1000","QSF","25.03","23.96","DNF","24.84",NA,"TRUE","FALSE","1","2","3","4","920906","1475275","1119649","720759","SHIFFRIN Mikaela","RADAMUS River","MOLTZAN Paula","FORD Tommy","Mikaela","River","Paula","Tommy","Shiffrin","Radamus","Moltzan","Ford","SHIFFRIN M","RADAMUS R","MOLTZAN P","FORD T","63 - Run 1","66 - Run 2","62 - Run 3","65 - Run 4"
