"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 720723,"MAYER Matthias","MAYER M","Matthias","Mayer","13",13,151,2219,Austria,AUT, 1, 1,"1","1:19.94","1:19.94",79940,   0,TRUE,FALSE,1518048013,"456748:56:46",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1, 991637,"COCHRAN-SIEGLE Ryan","COCHRAN-SIEGLE R","Ryan","Cochran-Siegle","14",14,  5,2209,United States,USA, 2, 2,"2","+0.04","1:19.98",79980,  40,TRUE,FALSE,1518048014,"456748:56:13",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1,1020824,"KILDE Aleksander Aamodt","KILDE AA","Aleksander Aamodt","Kilde","7", 7,153,2221,Norway,NOR, 3, 3,"3","+0.42","1:20.36",80360, 420,TRUE,FALSE,1518048007,"456748:55:48",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1,1020822,"SEJERSTED Adrian Smiseth","SEJERSTED AS","Adrian Smiseth","Sejersted","10",10,153,2221,Norway,NOR, 4, 4,"4","+0.74","1:20.68",80680, 740,TRUE,FALSE,1518048010,"456747:20:14",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1, 836079,"KRIECHMAYR Vincent","KRIECHMAYR V","Vincent","Kriechmayr","11",11,151,2219,Austria,AUT, 5, 5,"5","+0.76","1:20.70",80700, 760,TRUE,FALSE,1518048011,"456747:24:16",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1,1367386,"CRAWFORD James","CRAWFORD J","James","Crawford","16",16,159,2231,Canada,CAN, 6, 6,"6","+0.85","1:20.79",80790, 850,TRUE,FALSE,1518048016,"456747:37:01",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1, 550143,"BAUMANN Romed","BAUMANN R","Romed","Baumann","8", 8,  2,2206,Germany,GER, 7, 7,"7","+1.16","1:21.10",81100,1160,TRUE,FALSE,1518048008,"456747:15:44",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1, 720710,"SANDER Andreas","SANDER A","Andreas","Sander","17",17,  2,2206,Germany,GER, 8, 8,"8","+1.27","1:21.21",81210,1270,TRUE,FALSE,1518048017,"456747:39:15",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1,1146807,"GIEZENDANNER Blaise","GIEZENDANNER B","Blaise","Giezendanner","28",28,144,2202,France,FRA, 9, 9,"9","+1.32","1:21.26",81260,1320,TRUE,FALSE,1518048028,"456748:08:44",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
1,1005586,"PHILP Trevor","PHILP T","Trevor","Philp","25",25,159,2231,Canada,CAN,10,10,"10","+1.40","1:21.34",81340,1400,TRUE,FALSE,1518048025,"456748:02:45",12,"https://stream.nbcolympics.com/alpine-skiing-super-g-mens",NA
