"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 917144,"FERSTL Josef","FERSTL J","Josef","Ferstl","26",26,   2, 2206,Germany,GER,23,23,"23","+2.00","1:44.69",104690, 2000,TRUE,FALSE,1518048026,"456725:18:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1022826,"HROBAT Miha","HROBAT M","Miha","Hrobat","28",28,  30, 2783,Slovenia,SLO,24,24,"24","+2.02","1:44.71",104710, 2020,TRUE,FALSE,1518048028,"456725:22:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1563708,"ROGENTIN Stefan","ROGENTIN S","Stefan","Rogentin","24",24, 149, 2213,Switzerland,SUI,25,25,"25","+2.26","1:44.95",104950, 2260,TRUE,FALSE,1518048024,"456725:14:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1146807,"GIEZENDANNER Blaise","GIEZENDANNER B","Blaise","Giezendanner","27",27, 144, 2202,France,FRA,26,26,"26","+2.31","1:45.00",105000, 2310,TRUE,FALSE,1518048027,"456725:20:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1367406,"BAILET Matthieu","BAILET M","Matthieu","Bailet","10",10, 144, 2202,France,FRA,27,27,"27","+2.54","1:45.23",105230, 2540,TRUE,FALSE,1518048010,"456724:34:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1, 419766,"PFIFFNER Marco","PFIFFNER M","Marco","Pfiffner","31",31, 167, 2247,Liechtenstein,LIE,28,28,"28","+3.10","1:45.79",105790, 3100,TRUE,FALSE,1518048031,"456725:28:13",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1088115,"ALESSANDRIA Arnaud","ALESSANDRIA A","Arnaud","Alessandria","36",36,  22, 2249,Monaco,MON,29,29,"29","+3.56","1:46.25",106250, 3560,TRUE,FALSE,1518048036,"456725:35:31",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1351730,"SZOLLOS Barnabas","SZOLLOS B","Barnabas","Szollos","41",41,  29, 2777,Israel,ISR,30,30,"30","+4.19","1:46.88",106880, 4190,TRUE,FALSE,1518048041,"456725:41:44",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1087696,"GOWER Jack","GOWER J","Jack","Gower","37",37,  19, 2242,Ireland,IRL,31,31,"31","+4.92","1:47.61",107610, 4920,TRUE,FALSE,1518048037,"456725:36:44",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1020850,"VON APPEN Henrik","VON APPEN H","Henrik","Von Appen","35",35, 219, 4328,Chile,CHI,32,32,"32","+5.00","1:47.69",107690, 5000,TRUE,FALSE,1518048035,"456725:33:13",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1020844,"KOVBASNYUK Ivan","KOVBASNYUK I","Ivan","Kovbasnyuk","39",39,  13, 2232,Ukraine,UKR,33,33,"33","+5.40","1:48.09",108090, 5400,TRUE,FALSE,1518048039,NA,11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1547871,"BREITFUSS Simon","BREITFUSS S","Simon","Breitfuss","40",40,  25, 2769,Bolivia,BOL,34,34,"34","+5.57","1:48.26",108260, 5570,TRUE,FALSE,1518048040,"456725:40:30",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1628726,"TAHIRI Albin","TAHIRI A","Albin","Tahiri","43",43,6913,40992,Kosovo,KOS,35,35,"35","+9.75","1:52.44",112440, 9750,TRUE,FALSE,1518048043,"456725:44:15",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1,1632412,"XU Mingfu","XU M","Mingfu","Xu","42",42,  26, 2770,China,CHN,36,36,"36","+14.24","1:56.93",116930,14240,TRUE,FALSE,1518048042,"456725:42:59",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens",NA
1, 978768,"SCHWAIGER Dominik","SCHWAIGER D","Dominik","Schwaiger","2", 2,   2, 2206,Germany,GER,NA,37,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048002,"456724:04:12",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1, 649224,"INNERHOFER Christof","INNERHOFER C","Christof","Innerhofer","4", 4,   6, 2210,Italy,ITA,NA,38,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048004,"456724:20:56",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1,1147279,"THOMPSON Broderick","THOMPSON B","Broderick","Thompson","21",21, 159, 2231,Canada,CAN,NA,39,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048021,"456725:03:29",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1,1020880,"VUKICEVIC Marko","VUKICEVIC M","Marko","Vukicevic","33",33, 107, 6944,Serbia,SRB,NA,40,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048033,NA,11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1,1475273,"NARALOCNIK Nejc","NARALOCNIK N","Nejc","Naralocnik","34",34,  30, 2783,Slovenia,SLO,NA,41,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048034,NA,11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1,1631141,"ZHANG Yangming","ZHANG Y","Yangming","Zhang","38",38,  26, 2770,China,CHN,NA,42,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048038,"456725:38:00",11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNF"
1, 455097,"JANSRUD Kjetil","JANSRUD K","Kjetil","Jansrud","30",30, 153, 2221,Norway,NOR,NA,43,NA,"DNS","DNS",NA,NA,TRUE,FALSE,1518048030,NA,11,"https://stream.nbcolympics.com/alpine-skiing-downhill-mens","DNS"
