"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 705102,"GUT-BEHRAMI Lara","GUT-BEHRAMI L","Lara","Gut-Behrami","14",23,  149, 2213,Switzerland,SUI, 1, 1,"1","57.34","57.34",57340,    0,TRUE,FALSE,1518048023,"456728:25:03",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1,1479807,"STJERNESUND Thea Louise","STJERNESUND TL","Thea Louise","Stjernesund","28",16,  153, 2221,Norway,NOR, 2, 2,"2","+0.16","57.50",57500,  160,TRUE,FALSE,1518048016,"456727:13:28",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1, 833099,"FRASSE SOMBET Coralie","FRASSE SOMBET C","Coralie","Frasse Sombet","23", 5,  144, 2202,France,FRA, 3, 3,"3","+0.35","57.69",57690,  350,TRUE,FALSE,1518048005,"456726:51:58",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1,1001923,"GASIENICA DANIEL Maryna","GASIENICA DANIEL M","Maryna","Gasienica Daniel","12",20,  150, 2214,Poland,POL, 4, 4,"4","+0.53","57.87",57870,  530,TRUE,FALSE,1518048020,"456727:20:29",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1, 711462,"BRIGNONE Federica","BRIGNONE F","Federica","Brignone","3",28,    6, 2210,Italy,ITA, 5, 5,"5","+0.65","57.99",57990,  650,TRUE,FALSE,1518048028,"456728:25:31",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1, 836165,"MOWINCKEL Ragnhild","MOWINCKEL R","Ragnhild","Mowinckel","11",26,  153, 2221,Norway,NOR, 6, 6,"6","+0.73","58.07",58070,  730,TRUE,FALSE,1518048026,"456727:47:58",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1, 836102,"HOLDENER Wendy","HOLDENER W","Wendy","Holdener","16",21,  149, 2213,Switzerland,SUI, 7, 7,"7","+0.77","58.11",58110,  770,TRUE,FALSE,1518048021,"456727:22:14",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1, 827252,"HECTOR Sara","HECTOR S","Sara","Hector","6",30,  154, 2222,Sweden,SWE, 8, 8,"8","+0.79","58.13",58130,  790,TRUE,FALSE,1518048030,"456727:56:00",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1,1128102,"GISIN Michelle","GISIN M","Michelle","Gisin","2",22,  149, 2213,Switzerland,SUI, 9, 9,"9","+1.02","58.36",58360, 1020,TRUE,FALSE,1518048022,"456727:23:58",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
1,1087660,"TVIBERG Maria Therese","TVIBERG MT","Maria Therese","Tviberg","25",13,  153, 2221,Norway,NOR,10,10,"10","+1.06","58.40",58400, 1060,TRUE,FALSE,1518048013,"456727:05:57",7,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-womens-run-2",NA
