"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 705102,"GUT-BEHRAMI Lara","GUT-BEHRAMI L","Lara","Gut-Behrami","7", 7,  149, 2213,Switzerland,SUI, 1, 1,"1","1:13.51","1:13.51",73510,    0,TRUE,FALSE,1518048007,"456819:20:09",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1020945,"PUCHNER Mirjam","PUCHNER M","Mirjam","Puchner","3", 3,  151, 2219,Austria,AUT, 2, 2,"2","+0.22","1:13.73",73730,  220,TRUE,FALSE,1518048003,"456819:09:05",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1128102,"GISIN Michelle","GISIN M","Michelle","Gisin","4", 4,  149, 2213,Switzerland,SUI, 3, 3,"3","+0.30","1:13.81",73810,  300,TRUE,FALSE,1518048004,"456819:11:48",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 836082,"TIPPLER Tamara","TIPPLER T","Tamara","Tippler","5", 5,  151, 2219,Austria,AUT, 4, 4,"4","+0.33","1:13.84",73840,  330,TRUE,FALSE,1518048005,"456819:14:43",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 915831,"LEDECKA Ester","LEDECKA E","Ester","Ledecká","2", 2,   17, 2240,Czech Republic,CZE, 5, 5,"5","+0.43","1:13.94",73940,  430,TRUE,FALSE,1518048002,"456819:06:11",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 836165,"MOWINCKEL Ragnhild","MOWINCKEL R","Ragnhild","Mowinckel","17",17,  153, 2221,Norway,NOR, 6, 6,"6","+0.58","1:14.09",74090,  580,TRUE,FALSE,1518048017,"456819:47:07",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 711462,"BRIGNONE Federica","BRIGNONE F","Federica","Brignone","9", 9,    6, 2210,Italy,ITA, 7, 7,"7","+0.66","1:14.17",74170,  660,TRUE,FALSE,1518048009,"456819:26:47",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 994170,"HUTTER Cornelia","HUTTER C","Cornelia","Hütter","8", 8,  151, 2219,Austria,AUT, 8, 8,"8","+0.68","1:14.19",74190,  680,TRUE,FALSE,1518048008,"456819:23:05",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 920906,"SHIFFRIN Mikaela","SHIFFRIN M","Mikaela","Shiffrin","11",11,    5, 2209,United States,USA, 9, 9,"9","+0.79","1:14.30",74300,  790,TRUE,FALSE,1518048011,"456819:32:03",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 769656,"CURTONI Elena","CURTONI E","Elena","Curtoni","13",13,    6, 2210,Italy,ITA,10,10,"10","+0.83","1:14.34",74340,  830,TRUE,FALSE,1518048013,"456819:36:59",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1021111,"MIRADOLI Romane","MIRADOLI R","Romane","Miradoli","12",12,  144, 2202,France,FRA,11,11,"11","+0.90","1:14.41",74410,  900,TRUE,FALSE,1518048012,"456819:34:47",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1001298,"FLURY Jasmine","FLURY J","Jasmine","Flury","20",20,  149, 2213,Switzerland,SUI,12,12,"12","+0.92","1:14.43",74430,  920,TRUE,FALSE,1518048020,"456819:49:14",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 991635,"SUTER Corinne","SUTER C","Corinne","Suter","15",15,  149, 2213,Switzerland,SUI,13,13,"13","+0.98","1:14.49",74490,  980,TRUE,FALSE,1518048015,"456819:41:18",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1, 760867,"GAGNON Marie-Michele","GAGNON MM","Marie-Michèle","Gagnon","14",14,  159, 2231,Canada,CAN,14,14,"14","+1.14","1:14.65",74650, 1140,TRUE,FALSE,1518048014,"456819:39:30",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1342990,"WEIDLE Kira","WEIDLE K","Kira","Weidle","26",26,    2, 2206,Germany,GER,15,15,"15","+1.15","1:14.66",74660, 1150,TRUE,FALSE,1518048026,"456820:07:52",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
1,1147288,"GAUCHE Laura","GAUCHE L","Laura","Gauché","10",10,  144, 2202,France,FRA,16,16,"16","+1.36","1:14.87",74870, 1360,TRUE,FALSE,1518048010,"456819:28:43",13,"https://stream.nbcolympics.com/alpine-skiing-super-g-womens",NA
