"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1,1020876,"STROLZ Johannes","STROLZ J","Johannes","Strolz","6", 4, 151, 2219,Austria,AUT, 1, 1,"1","47.56","47.56",47560,    0,TRUE,FALSE,1518048004,"456798:19:52",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1351730,"SZOLLOS Barnabas","SZOLLOS B","Barnabas","Szollos","1",12,  29, 2777,Israel,ISR, 2, 2,"2","+0.58","48.14",48140,  580,TRUE,FALSE,1518048012,"456798:34:29",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1, 832201,"MURISIER Justin","MURISIER J","Justin","Murisier","9", 6, 149, 2213,Switzerland,SUI, 3, 3,"3","+0.59","48.15",48150,  590,TRUE,FALSE,1518048006,"456798:23:25",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1352175,"HAASER Raphael","HAASER R","Raphael","Haaser","18",10, 151, 2219,Austria,AUT, 4, 4,"4","+1.08","48.64",48640, 1080,TRUE,FALSE,1518048010,"456798:28:50",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1023183,"SCHWARZ Marco","SCHWARZ M","Marco","Schwarz","5", 5, 151, 2219,Austria,AUT, 4, 5,"4","+1.08","48.64",48640, 1080,TRUE,FALSE,1518048005,"456798:21:40",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1020824,"KILDE Aleksander Aamodt","KILDE AA","Aleksander Aamodt","Kilde","10", 1, 153, 2221,Norway,NOR, 6, 6,"6","+1.34","48.90",48900, 1340,TRUE,FALSE,1518048001,"456798:15:02",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1367386,"CRAWFORD James","CRAWFORD J","James","Crawford","11", 2, 159, 2231,Canada,CAN, 7, 7,"7","+1.41","48.97",48970, 1410,TRUE,FALSE,1518048002,"456798:16:36",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1147279,"THOMPSON Broderick","THOMPSON B","Broderick","Thompson","7", 8, 159, 2231,Canada,CAN, 8, 8,"8","+2.25","49.81",49810, 2250,TRUE,FALSE,1518048008,"456798:26:24",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1, 419766,"PFIFFNER Marco","PFIFFNER M","Marco","Pfiffner","14",13, 167, 2247,Liechtenstein,LIE, 9, 9,"9","+3.73","51.29",51290, 3730,TRUE,FALSE,1518048013,"456798:35:54",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1367372,"SEGER Brodie","SEGER B","Brodie","Seger","21", 3, 159, 2231,Canada,CAN,10,10,"10","+3.93","51.49",51490, 3930,TRUE,FALSE,1518048003,"456798:22:56",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1, 649224,"INNERHOFER Christof","INNERHOFER C","Christof","Innerhofer","12", 7,   6, 2210,Italy,ITA,11,11,"11","+4.05","51.61",51610, 4050,TRUE,FALSE,1518048007,"456798:30:37",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1087696,"GOWER Jack","GOWER J","Jack","Gower","4",14,  19, 2242,Ireland,IRL,12,12,"12","+5.02","52.58",52580, 5020,TRUE,FALSE,1518048014,"456798:37:05",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1631141,"ZHANG Yangming","ZHANG Y","Yangming","Zhang","23",23,  26, 2770,China,CHN,13,13,"13","+6.91","54.47",54470, 6910,TRUE,FALSE,1518048023,"456798:50:45",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1020844,"KOVBASNYUK Ivan","KOVBASNYUK I","Ivan","Kovbasnyuk","22",21,  13, 2232,Ukraine,UKR,14,14,"14","+7.74","55.30",55300, 7740,TRUE,FALSE,1518048021,"456798:48:38",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1628726,"TAHIRI Albin","TAHIRI A","Albin","Tahiri","25",22,6913,40992,Kosovo,KOS,15,15,"15","+8.29","55.85",55850, 8290,TRUE,FALSE,1518048022,NA,10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1088115,"ALESSANDRIA Arnaud","ALESSANDRIA A","Arnaud","Alessandria","27",15,  22, 2249,Monaco,MON,16,16,"16","+10.85","58.41",58410,10850,TRUE,FALSE,1518048015,"456798:38:27",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1632412,"XU Mingfu","XU M","Mingfu","Xu","26",24,  26, 2770,China,CHN,17,17,"17","+17.52","1:05.08",65080,17520,TRUE,FALSE,1518048024,"456798:51:53",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom",NA
1,1351928,"ZABYSTRAN Jan","ZABYSTRAN J","Jan","Zabystran","3", 9,  17, 2240,Czech Republic,CZE,NA,18,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048009,"456798:27:50",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1, 764388,"PINTURAULT Alexis","PINTURAULT A","Alexis","Pinturault","13",11, 144, 2202,France,FRA,NA,19,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048011,"456798:32:51",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1,1245489,"MEILLARD Loic","MEILLARD L","Loïc","Meillard","15",17, 149, 2213,Switzerland,SUI,NA,20,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048017,"456798:40:54",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1,1020851,"AERNI Luca","AERNI L","Luca","Aerni","16",20, 149, 2213,Switzerland,SUI,NA,21,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048020,"456798:43:38",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1,1635871,"JOCHER Simon","JOCHER S","Simon","Jocher","17",16,   2, 2206,Germany,GER,NA,22,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048016,"456798:39:47",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1,1005586,"PHILP Trevor","PHILP T","Trevor","Philp","19",19, 159, 2231,Canada,CAN,NA,23,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048019,"456798:42:44",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
1,1020850,"VON APPEN Henrik","VON APPEN H","Henrik","Von Appen","24",18, 219, 4328,Chile,CHI,NA,24,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048018,"456798:41:55",10,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-slalom","DNF"
