"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1,1954968,"NOVA Tereza","NOVA T","Tereza","Nová","26",23,   17, 2240,Czech Republic,CZE,12,12,"12","+6.14","58.39",58390, 6140,TRUE,FALSE,1518048023,"456966:41:10",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom",NA
1,1020928,"SMALL Greta","SMALL G","Greta","Small","2",18,  157, 2229,Australia,AUS,13,13,"13","+7.92","1:00.17",60170, 7920,TRUE,FALSE,1518048018,"456966:30:43",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom",NA
1,1637479,"MORENO BECERRA Cande","MORENO BECERRA C","Cande","Moreno Becerra","23",16,  155, 2227,Andorra,AND,14,14,"14","+8.04","1:00.29",60290, 8040,TRUE,FALSE,1518048016,"456966:27:46",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom",NA
1,1632389,"KONG Fanying","KONG F","Fanying","Kong","24",24,   26, 2770,China,CHN,15,15,"15","+13.48","1:05.73",65730,13480,TRUE,FALSE,1518048024,"456966:42:30",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom",NA
1,1637265,"WRIGHT Isabella","WRIGHT I","Isabella","Wright","1",15,    5, 2209,United States,USA,NA,16,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048015,"456966:26:19",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1,1245596,"DELAGO Nicol","DELAGO N","Nicol","Delago","6", 9,    6, 2210,Italy,ITA,NA,17,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048009,"456966:13:23",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1,1475282,"CASHMAN Keely","CASHMAN K","Keely","Cashman","8", 7,    5, 2209,United States,USA,NA,18,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048007,"456966:09:54",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1, 920906,"SHIFFRIN Mikaela","SHIFFRIN M","Mikaela","Shiffrin","9", 5,    5, 2209,United States,USA,NA,19,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048005,"456966:06:17",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1,1021111,"MIRADOLI Romane","MIRADOLI R","Romane","Miradoli","12", 4,  144, 2202,France,FRA,NA,20,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048004,"456966:04:50",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1,1147303,"BASSINO Marta","BASSINO M","Marta","Bassino","15",13,    6, 2210,Italy,ITA,NA,21,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048013,"456966:23:35",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1, 836674,"NUFER Priska","NUFER P","Priska","Nufer","18",10,  149, 2213,Switzerland,SUI,NA,22,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048010,"456966:14:53",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1,1475256,"MUZAFERIJA Elvedina","MUZAFERIJA E","Elvedina","Muzaferija","21",21,   78, 4324,Bosnia and Herzegovina,BIH,NA,23,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048021,"456966:38:48",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DNF"
1, 832877,"IGNJATOVIC Nevena","IGNJATOVIC N","Nevena","Ignjatovic","4",22,  107, 6944,Serbia,SRB,NA,24,NA,"DSQ","DSQ",NA,NA,TRUE,FALSE,1518048022,"456966:39:49",18,"https://stream.nbcolympics.com/alpine-skiing-combined-womens-slalom","DSQ"
