"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1,1351962,"ODERMATT Marco","ODERMATT M","Marco","Odermatt","4", 4,  149, 2213,Switzerland,SUI, 1, 1,"1","1:02.93","1:02.93",62930,    0,TRUE,FALSE,1518048004,"456866:20:13",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1108741,"BRENNSTEINER Stefan","BRENNSTEINER S","Stefan","Brennsteiner","12",12,  151, 2219,Austria,AUT, 2, 2,"2","+0.04","1:02.97",62970,   40,TRUE,FALSE,1518048012,"456866:41:58",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 833104,"FAIVRE Mathieu","FAIVRE M","Mathieu","Faivre","5", 5,  144, 2202,France,FRA, 3, 3,"3","+0.08","1:03.01",63010,   80,TRUE,FALSE,1518048005,"456866:21:57",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1020845,"KRISTOFFERSEN Henrik","KRISTOFFERSEN H","Henrik","Kristoffersen","1", 1,  153, 2221,Norway,NOR, 4, 4,"4","+0.12","1:03.05",63050,  120,TRUE,FALSE,1518048001,"456866:14:58",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1147293,"FAVROT Thibaut","FAVROT T","Thibaut","Favrot","17",17,  144, 2202,France,FRA, 5, 5,"5","+0.19","1:03.12",63120,  190,TRUE,FALSE,1518048017,"456866:46:22",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 769615,"DE ALIPRANDINI Luca","DE ALIPRANDINI L","Luca","De Aliprandini","2", 2,    6, 2210,Italy,ITA, 6, 6,"6","+0.49","1:03.42",63420,  490,TRUE,FALSE,1518048002,"456866:16:44",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1020861,"FELLER Manuel","FELLER M","Manuel","Feller","7", 7,  151, 2219,Austria,AUT, 7, 7,"7","+0.74","1:03.67",63670,  740,TRUE,FALSE,1518048007,"456866:25:29",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 920385,"KRANJEC Zan","KRANJEC Z","Žan","Kranjec","13",13,   30, 2783,Slovenia,SLO, 8, 8,"8","+0.78","1:03.71",63710,  780,TRUE,FALSE,1518048013,"456866:37:14",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1475275,"RADAMUS River","RADAMUS R","River","Radamus","16",16,    5, 2209,United States,USA, 9, 9,"9","+0.86","1:03.79",63790,  860,TRUE,FALSE,1518048016,"456866:44:44",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 997065,"CAVIEZEL Gino","CAVIEZEL G","Gino","Caviezel","8", 8,  149, 2213,Switzerland,SUI,10,10,"10","+0.97","1:03.90",63900,  970,TRUE,FALSE,1518048008,"456866:34:15",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 764388,"PINTURAULT Alexis","PINTURAULT A","Alexis","Pinturault","6", 6,  144, 2202,France,FRA,11,11,"11","+1.06","1:03.99",63990, 1060,TRUE,FALSE,1518048006,"456866:30:08",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1769150,"BRAATHEN Lucas","BRAATHEN L","Lucas","Braathen","14",14,  153, 2221,Norway,NOR,12,12,"12","+1.27","1:04.20",64200, 1270,TRUE,FALSE,1518048014,"456866:38:58",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1023184,"VERDU Joan","VERDU J","Joan","Verdú","32",32,  155, 2227,Andorra,AND,13,13,"13","+1.55","1:04.48",64480, 1550,TRUE,FALSE,1518048032,NA,5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1,1020873,"ROENNGREN Mattias","ROENNGREN M","Mattias","Rönngren","26",26,  154, 2222,Sweden,SWE,13,14,"13","+1.55","1:04.48",64480, 1550,TRUE,FALSE,1518048026,"456867:00:17",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
1, 918601,"ZUBCIC Filip","ZUBCIC F","Filip","Zubcic","3", 3,   89, 4354,Croatia,CRO,15,15,"15","+1.76","1:04.69",64690, 1760,TRUE,FALSE,1518048003,"456866:22:03",5,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-1",NA
