"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 419766,"PFIFFNER Marco","PFIFFNER M","Marco","Pfiffner","14",14, 167, 2247,Liechtenstein,LIE,13,13,"13","+1.99","1:45.11",105110, 1990,TRUE,FALSE,1518048014,"456795:03:11",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1087696,"GOWER Jack","GOWER J","Jack","Gower","4", 4,  19, 2242,Ireland,IRL,14,14,"14","+2.04","1:45.16",105160, 2040,TRUE,FALSE,1518048004,"456794:36:44",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1088115,"ALESSANDRIA Arnaud","ALESSANDRIA A","Arnaud","Alessandria","27",27,  22, 2249,Monaco,MON,15,15,"15","+2.67","1:45.79",105790, 2670,TRUE,FALSE,1518048027,"456795:48:29",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1635871,"JOCHER Simon","JOCHER S","Simon","Jocher","17",17,   2, 2206,Germany,GER,16,16,"16","+2.68","1:45.80",105800, 2680,TRUE,FALSE,1518048017,"456795:12:13",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1245489,"MEILLARD Loic","MEILLARD L","Loïc","Meillard","15",15, 149, 2213,Switzerland,SUI,17,17,"17","+2.79","1:45.91",105910, 2790,TRUE,FALSE,1518048015,"456795:05:27",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1020850,"VON APPEN Henrik","VON APPEN H","Henrik","Von Appen","24",24, 219, 4328,Chile,CHI,18,18,"18","+3.39","1:46.51",106510, 3390,TRUE,FALSE,1518048024,"456795:42:31",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1005586,"PHILP Trevor","PHILP T","Trevor","Philp","19",19, 159, 2231,Canada,CAN,19,19,"19","+3.72","1:46.84",106840, 3720,TRUE,FALSE,1518048019,"456795:16:41",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1020851,"AERNI Luca","AERNI L","Luca","Aerni","16",16, 149, 2213,Switzerland,SUI,20,20,"20","+3.91","1:47.03",107030, 3910,TRUE,FALSE,1518048016,"456795:09:57",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1020844,"KOVBASNYUK Ivan","KOVBASNYUK I","Ivan","Kovbasnyuk","22",22,  13, 2232,Ukraine,UKR,21,21,"21","+6.01","1:49.13",109130, 6010,TRUE,FALSE,1518048022,"456795:38:31",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1628726,"TAHIRI Albin","TAHIRI A","Albin","Tahiri","25",25,6913,40992,Kosovo,KOS,22,22,"22","+9.32","1:52.44",112440, 9320,TRUE,FALSE,1518048025,"456795:50:15",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1631141,"ZHANG Yangming","ZHANG Y","Yangming","Zhang","23",23,  26, 2770,China,CHN,23,23,"23","+12.13","1:55.25",115250,12130,TRUE,FALSE,1518048023,"456795:40:31",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1632412,"XU Mingfu","XU M","Mingfu","Xu","26",26,  26, 2770,China,CHN,24,24,"24","+12.20","1:55.32",115320,12200,TRUE,FALSE,1518048026,"456795:46:30",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill",NA
1,1022826,"HROBAT Miha","HROBAT M","Miha","Hrobat","2", 2,  30, 2783,Slovenia,SLO,NA,25,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048002,"456794:32:10",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill","DNF"
1,1475273,"NARALOCNIK Nejc","NARALOCNIK N","Nejc","Naralocnik","8", 8,  30, 2783,Slovenia,SLO,NA,26,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048008,"456794:47:57",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill","DNF"
1,2081095,"CHABLOZ Yannick","CHABLOZ Y","Yannick","Chabloz","20",20, 149, 2213,Switzerland,SUI,NA,27,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048020,"456795:18:58",9,"https://stream.nbcolympics.com/alpine-skiing-combined-mens-downhill","DNF"
