"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ODF_QualificationMark","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1240224,"KOBAYASHI Ryoyu","KOBAYASHI R","Ryoyu","Kobayashi","49",49,   18, 2241,Japan,JPN, 1, 1,"1","147.0","147.0",147000,"Q","142.0",TRUE,FALSE,1518048049,"456851:49:37",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1352160,"LINDVIK Marius","LINDVIK M","Marius","Lindvik","47",47,  153, 2221,Norway,NOR, 2, 2,"2","144.8","144.8",144800,"Q","140.5",TRUE,FALSE,1518048047,"456851:45:58",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1555823,"ZAJC Timi","ZAJC T","Timi","Zajc","39",39,   30, 2783,Slovenia,SLO, 3, 3,"3","140.7","140.7",140700,"Q","138.5",TRUE,FALSE,1518048039,"456851:37:31",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 486641,"STOCH Kamil","STOCH K","Kamil","Stoch","33",33,  150, 2214,Poland,POL, 4, 4,"4","140.3","140.3",140300,"Q","137.5",TRUE,FALSE,1518048033,"456851:31:23",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 335566,"FETTNER Manuel","FETTNER M","Manuel","Fettner","35",35,  151, 2219,Austria,AUT, 5, 5,"5","138.0","138.0",138000,"Q","138.5",TRUE,FALSE,1518048035,"456851:33:31",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1119517,"GEIGER Karl","GEIGER K","Karl","Geiger","50",50,    2, 2206,Germany,GER, 6, 6,"6","136.7","136.7",136700,"Q","138.0",TRUE,FALSE,1518048050,"456851:51:15",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1555396,"HOERL Jan","HOERL J","Jan","Hörl","45",45,  151, 2219,Austria,AUT, 7, 7,"7","135.6","135.6",135600,"Q","136.0",TRUE,FALSE,1518048045,"456851:43:12",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1002160,"EISENBICHLER Markus","EISENBICHLER M","Markus","Eisenbichler","46",46,    2, 2206,Germany,GER, 8, 8,"8","135.2","135.2",135200,"Q","137.5",TRUE,FALSE,1518048046,"456851:44:38",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1357034,"GRANERUD Halvor Egner","GRANERUD HE","Halvor Egner","Granerud","48",48,  153, 2221,Norway,NOR, 9, 9,"9","132.4","132.4",132400,"Q","135.0",TRUE,FALSE,1518048048,"456851:44:38",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1128732,"PREVC Cene","PREVC C","Cene","Prevc","42",42,   30, 2783,Slovenia,SLO,10,10,"10","131.6","131.6",131600,"Q","135.0",TRUE,FALSE,1518048042,"456851:40:08",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1351783,"SCHMID Constantin","SCHMID C","Constantin","Schmid","36",36,    2, 2206,Germany,GER,11,11,"11","131.4","131.4",131400,"Q","134.0",TRUE,FALSE,1518048036,"456851:32:30",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 765887,"PREVC Peter","PREVC P","Peter","Prevc","34",34,   30, 2783,Slovenia,SLO,12,12,"12","131.3","131.3",131300,"Q","137.0",TRUE,FALSE,1518048034,"456851:30:31",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1555503,"KOS Lovro","KOS L","Lovro","Kos","37",37,   30, 2783,Slovenia,SLO,13,13,"13","130.7","130.7",130700,"Q","135.0",TRUE,FALSE,1518048037,"456851:33:29",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1948109,"SADREEV Danil","SADREEV D","Danil","Sadreev","25",25,23062,73035,ROC,ROC,14,14,"14","130.2","130.2",130200,"Q","134.0",TRUE,FALSE,1518048025,"456851:22:49",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 603430,"ZYLA Piotr","ZYLA P","Piotr","Zyla","32",32,  150, 2214,Poland,POL,15,15,"15","129.7","129.7",129700,"Q","134.0",TRUE,FALSE,1518048032,"456851:28:33",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 832858,"TROFIMOV Roman","TROFIMOV R","Roman","Trofimov","21",21,23062,73035,ROC,ROC,16,16,"16","128.8","128.8",128800,"Q","133.0",TRUE,FALSE,1518048021,"456851:18:39",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1357036,"NAKAMURA Naoki","NAKAMURA N","Naoki","Nakamura","31",31,   18, 2241,Japan,JPN,17,17,"17","128.6","128.6",128600,"Q","134.0",TRUE,FALSE,1518048031,"456851:30:06",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1020435,"SATO Yukiya","SATO Y","Yukiya","Sato","38",38,   18, 2241,Japan,JPN,18,18,"18","128.4","128.4",128400,"Q","133.0",TRUE,FALSE,1518048038,"456851:34:30",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1004005,"KRAFT Stefan","KRAFT S","Stefan","Kraft","44",44,  151, 2219,Austria,AUT,19,19,"19","127.9","127.9",127900,"Q","131.5",TRUE,FALSE,1518048044,"456851:40:32",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 721201,"DESCHWANDEN Gregor","DESCHWANDEN G","Gregor","Deschwanden","30",30,  149, 2213,Switzerland,SUI,20,20,"20","127.8","127.8",127800,"Q","132.0",TRUE,FALSE,1518048030,"456851:27:19",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1205271,"HUBER Daniel","HUBER D","Daniel","Huber","43",43,  151, 2219,Austria,AUT,21,21,"21","127.4","127.4",127400,"Q","133.0",TRUE,FALSE,1518048043,"456851:39:31",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1018160,"KLIMOV Evgeniy","KLIMOV E","Evgeniy","Klimov","26",26,23062,73035,ROC,ROC,22,22,"22","126.8","126.8",126800,"Q","133.0",TRUE,FALSE,1518048026,"456851:22:03",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1,1205331,"PASCHKE Pius","PASCHKE P","Pius","Paschke","29",29,    2, 2206,Germany,GER,23,23,"23","126.7","126.7",126700,"Q","131.0",TRUE,FALSE,1518048029,"456851:26:14",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
1, 409229,"AALTO Antti","AALTO A","Antti","Aalto","16",16,  161, 2237,Finland,FIN,24,24,"24","124.3","124.3",124300,"Q","131.0",TRUE,FALSE,1518048016,"456851:14:53",213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final"
