"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1203661,"CHEN Nathan","CHEN N","Nathan","Chen",8,    5, 2209,United States,USA,1,1,"1","111.71","111.71",111710,"63.85","47.86","0.00","10",TRUE,FALSE,1518048008,"456650:55:55",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1020612,"UNO Shoma","UNO S","Shoma","Uno",6,   18, 2241,Japan,JPN,2,2,"2","105.46","105.46",105460,"58.89","46.57","0.00","9",TRUE,FALSE,1518048006,"456650:42:57",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,2060463,"KONDRATIUK Mark","KONDRATIUK M","Mark","Kondratiuk",5,23062,73035,ROC,ROC,3,3,"3","95.81","95.81", 95810,"52.81","43.00","0.00","8",TRUE,FALSE,1518048005,"456650:36:31",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1212863,"KVITELASHVILI Moris","KVITELASHVILI M","Moris","Kvitelashvili",7,  163, 2239,Georgia,GEO,4,4,"4","92.37","92.37", 92370,"50.63","41.74","0.00","7",TRUE,FALSE,1518048007,"456650:49:21",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1483232,"GRASSL Daniel","GRASSL D","Daniel","Grassl",9,    6, 2210,Italy,ITA,5,5,"5","88.10","88.10", 88100,"47.18","40.92","0.00","6",TRUE,FALSE,1518048009,"456651:02:28",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1137841,"BOYANG Jin","BOYANG J","Boyang","Jin",4,   26, 2770,China,CHN,6,6,"6","82.87","82.87", 82870,"43.91","39.96","-1.00","5",TRUE,FALSE,1518048004,"456650:22:29",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1, 715025,"BREZINA Michal","BREZINA M","Michal","Brezina",3,   17, 2240,Czech Republic,CZE,7,7,"7","76.77","76.77", 76770,"36.63","40.14","0.00","4",TRUE,FALSE,1518048003,"456650:15:53",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1148692,"SADOVSKY Roman","SADOVSKY R","Roman","Sadovsky",2,  159, 2231,Canada,CAN,8,8,"8","71.06","71.06", 71060,"32.27","38.79","0.00","3",TRUE,FALSE,1518048002,"456650:09:33",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
1,1010050,"FENTZ Paul","FENTZ P","Paul","Fentz",1,    2, 2206,Germany,GER,9,9,"9","68.64","68.64", 68640,"33.43","35.21","0.00","2",TRUE,FALSE,1518048001,"456650:02:55",172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1"
