"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","key","n_Position.1","n_Position.2","n_PersonID.1","n_PersonID.2","c_Person.1","c_Person.2","c_PersonFirstName.1","c_PersonFirstName.2","c_PersonLastName.1","c_PersonLastName.2","c_PersonShort.1","c_PersonShort.2","n_BDF_VideoSessionID.1","n_BDF_VideoSessionID.2","c_ClientStreamURL.1","c_ClientStreamURL.2"
2, 59871,"SUI W/HAN C","Sui/Han","Sui/Han",8,   26, 2770,China,CHN,1,1,"1","82.83","82.83",82830,"44.97","37.86","0.00","10",TRUE,FALSE,1518048008,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",1,1,2, 822756, 822757,"SUI Wenjing","HAN Cong","Wenjing","Cong","Sui","Han","SUI W","HAN C",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,443457,"MISHINA A/GALIAMOV A","Mishina/Galiamov","Mishina/Galiamov",9,23062,73035,ROC,ROC,2,2,"2","82.64","82.64",82640,"45.22","37.42","0.00","9",TRUE,FALSE,1518048009,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",2,1,2,1426960,1778023,"MISHINA Anastasia","GALIAMOV Aleksandr","Anastasia","Aleksandr","Mishina","Galiamov","MISHINA A","GALIAMOV A",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,467060,"KNIERIM A/FRAZIER B","Knierim/Frazier","Knierim/Frazier",4,    5, 2209,United States,USA,3,3,"3","75.00","75.00",75000,"41.02","33.98","0.00","8",TRUE,FALSE,1518048004,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",3,1,2,1115709,1020524,"KNIERIM Alexa","FRAZIER Brandon","Alexa","Brandon","Knierim","Frazier","KNIERIM A","FRAZIER B",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,456934,"MIURA R/KIHARA R","Miura/Kihara","Miura/Kihara",5,   18, 2241,Japan,JPN,4,4,"4","74.45","74.45",74450,"39.83","34.62","0.00","7",TRUE,FALSE,1518048005,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",4,1,2,1641473, 836501,"MIURA Riku","KIHARA Ryuichi","Riku","Ryuichi","Miura","Kihara","MIURA R","KIHARA R",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2, 67649,"MOORE-TOWERS K/MARINARO M","Moore-Towers/Marinaro","Moore-Towers/Marinaro",7,  159, 2231,Canada,CAN,5,5,"5","67.34","67.34",67340,"34.06","33.28","0.00","6",TRUE,FALSE,1518048007,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",5,1,2, 816367, 836466,"MOORE-TOWERS Kirsten","MARINARO Michael","Kirsten","Michael","Moore-Towers","Marinaro","MOORE-TOWERS K","MARINARO M",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,474826,"SAFINA K/BERULAVA L","Safina/Berulava","Safina/Berulava",3,  163, 2239,Georgia,GEO,6,6,"6","64.79","64.79",64790,"35.59","29.20","0.00","5",TRUE,FALSE,1518048003,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",6,1,2,2234995,2020155,"SAFINA Karina","BERULAVA Luka","Karina","Luka","Safina","Berulava","SAFINA K","BERULAVA L",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2, 61870,"DELLA MONICA N/GUARISE M","Della Monica/Guarise","Della Monica/Guarise",6,    6, 2210,Italy,ITA,7,7,"7","60.30","60.30",60300,"30.75","30.55","-1.00","4",TRUE,FALSE,1518048006,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",7,1,2, 762813,1027798,"DELLA MONICA Nicole","GUARISE Matteo","Nicole","Matteo","Della Monica","Guarise","DELLA MONICA N","GUARISE M",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,477130,"ZUKOVA E/BIDAR M","Zukova/Bidar","Zukova/Bidar",2,   17, 2240,Czech Republic,CZE,8,8,"8","56.70","56.70",56700,"30.01","27.69","-1.00","3",TRUE,FALSE,1518048002,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",8,1,2,2271994,1212858,"ZUKOVA Elizaveta","BIDAR Martin","Elizaveta","Martin","Zukova","Bidar","ZUKOVA E","BIDAR M",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
2,475288,"HOLICHENKO S/DARENSKYI A","Holichenko/Darenskyi","Holichenko/Darenskyi",1,   13, 2232,Ukraine,UKR,9,9,"9","53.65","53.65",53650,"28.23","25.42","0.00","2",TRUE,FALSE,1518048001,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1",9,1,2,2242255,1705495,"HOLICHENKO Sofiia","DARENSKYI Artem","Sofiia","Artem","Holichenko","Darenskyi","HOLICHENKO S","DARENSKYI A",172,172,"https://stream.nbcolympics.com/figure-skating-team-event-day-1","https://stream.nbcolympics.com/figure-skating-team-event-day-1"
