"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","key","n_Position.1","n_Position.2","n_PersonID.1","n_PersonID.2","c_Person.1","c_Person.2","c_PersonFirstName.1","c_PersonFirstName.2","c_PersonLastName.1","c_PersonLastName.2","c_PersonShort.1","c_PersonShort.2","n_BDF_VideoSessionID.1","n_BDF_VideoSessionID.2","c_ClientStreamURL.1","c_ClientStreamURL.2"
2, 61531,"CHOCK M/BATES E","Chock/Bates","Chock/Bates",5,    5, 2209,United States,USA,1,1,"1","129.07","129.07",129070,"71.81","57.26","0.00","10",TRUE,FALSE,1518048005,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3",1,1,2, 764825, 720887,"CHOCK Madison","BATES Evan","Madison","Evan","Chock","Bates","CHOCK M","BATES E",174,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3","https://stream.nbcolympics.com/figure-skating-team-event-day-3"
2, 67659,"SINITSINA V/KATSALAPOV N","Sinitsina/Katsalapov","Sinitsina/Katsalapov",4,23062,73035,ROC,ROC,2,2,"2","128.17","128.17",128170,"71.42","57.75","-1.00","9",TRUE,FALSE,1518048004,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3",2,1,2, 836542, 834312,"SINITSINA Viktoria","KATSALAPOV Nikita","Viktoria","Nikita","Sinitsina","Katsalapov","SINITSINA V","KATSALAPOV N",174,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3","https://stream.nbcolympics.com/figure-skating-team-event-day-3"
2, 63242,"GILLES P/POIRIER P","Gilles/Poirier","Gilles/Poirier",3,  159, 2231,Canada,CAN,3,3,"3","124.39","124.39",124390,"68.73","55.66","0.00","8",TRUE,FALSE,1518048003,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3",3,1,2, 809676, 720888,"GILLES Piper","POIRIER Paul","Piper","Paul","Gilles","Poirier","GILLES P","POIRIER P",174,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3","https://stream.nbcolympics.com/figure-skating-team-event-day-3"
2, 67663,"WANG S/LIU X","Wang/Liu","Wang/Liu",2,   26, 2770,China,CHN,4,4,"4","107.18","107.18",107180,"57.41","49.77","0.00","7",TRUE,FALSE,1518048002,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3",4,1,2,1239210,1239211,"WANG Shiyue","LIU Xinyu","Shiyue","Xinyu","Wang","Liu","WANG S","LIU X",174,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3","https://stream.nbcolympics.com/figure-skating-team-event-day-3"
2,440306,"KOMATSUBARA M/KOLETO T","Komatsubara/Koleto","Komatsubara/Koleto",1,   18, 2241,Japan,JPN,5,5,"5","98.66","98.66", 98660,"54.29","44.37","0.00","6",TRUE,FALSE,1518048001,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3",5,1,2, 914613,1239214,"KOMATSUBARA Misato","KOLETO Tim","Misato","Tim","Komatsubara","Koleto","KOMATSUBARA M","KOLETO T",174,174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3","https://stream.nbcolympics.com/figure-skating-team-event-day-3"
