"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,2015766,"VALIEVA Kamila","VALIEVA K","Kamila","Valieva",5,23062,73035,ROC,ROC,1,1,"1","178.92","178.92",178920,"105.25","74.67","-1.00","10",TRUE,FALSE,1518048005,"456724:14:22",174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3"
1,1208583,"SAKAMOTO Kaori","SAKAMOTO K","Kaori","Sakamoto",4,   18, 2241,Japan,JPN,2,2,"2","148.66","148.66",148660,"76.93","71.73","0.00","9",TRUE,FALSE,1518048004,"456724:06:24",174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3"
1,2080022,"SCHIZAS Madeline","SCHIZAS M","Madeline","Schizas",3,  159, 2231,Canada,CAN,3,3,"3","132.04","132.04",132040,"67.53","64.51","0.00","8",TRUE,FALSE,1518048003,"456723:58:39",174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3"
1,1208584,"CHEN Karen","CHEN K","Karen","Chen",2,    5, 2209,United States,USA,4,4,"4","131.52","131.52",131520,"65.68","65.84","0.00","7",TRUE,FALSE,1518048002,"456725:05:10",174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3"
1,2049705,"ZHU Yi","ZHU Y","Yi","Zhu",1,   26, 2770,China,CHN,5,5,"5","91.41","91.41", 91410,"42.79","50.62","-2.00","6",TRUE,FALSE,1518048001,"456723:42:59",174,"https://stream.nbcolympics.com/figure-skating-team-event-day-3"
