"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_PointsAbs","c_ResultInfo_1","c_ResultInfo_2","c_ResultInfo_3","c_ResultInfo_4","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1879961,"KAGIYAMA Yuma","KAGIYAMA Y","Yuma","Kagiyama",4,   18, 2241,Japan,JPN,1,1,"1","208.94","208.94",208940,"116.50","92.44","0.00","10",TRUE,FALSE,1518048004,"456700:21:52",173,"https://stream.nbcolympics.com/figure-skating-team-event-day-2"
1,2060463,"KONDRATIUK Mark","KONDRATIUK M","Mark","Kondratiuk",3,23062,73035,ROC,ROC,2,2,"2","181.65","181.65",181650,"95.09","86.56","0.00","9",TRUE,FALSE,1518048003,"456700:13:56",173,"https://stream.nbcolympics.com/figure-skating-team-event-day-2"
1,1421783,"ZHOU Vincent","ZHOU V","Vincent","Zhou",5,    5, 2209,United States,USA,3,3,"3","171.44","171.44",171440,"85.24","86.20","0.00","8",TRUE,FALSE,1518048005,"456700:29:33",173,"https://stream.nbcolympics.com/figure-skating-team-event-day-2"
1,1137841,"BOYANG Jin","BOYANG J","Boyang","Jin",2,   26, 2770,China,CHN,4,4,"4","155.04","155.04",155040,"78.26","76.78","0.00","7",TRUE,FALSE,1518048002,"456700:05:49",173,"https://stream.nbcolympics.com/figure-skating-team-event-day-2"
1,1148692,"SADOVSKY Roman","SADOVSKY R","Roman","Sadovsky",1,  159, 2231,Canada,CAN,5,5,"5","122.60","122.60",122600,"50.10","74.50","-2.00","6",TRUE,FALSE,1518048001,"456699:57:57",173,"https://stream.nbcolympics.com/figure-skating-team-event-day-2"
