"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
842291,"SUI","DE CRUZ Peter","DE CRUZ P","Peter","De Cruz","2-S",5,"20","12","8","7","13","81","77","88","82","81"
842302,"SUI","SCHWARZ Benoit","SCHWARZ B","Benoît","Schwarz","4-V",5,"17","3","14","6","11","72","75","71","92","61"
842309,"SUI","TANNER Valentin","TANNER V","Valentin","Tanner","1",5,"20","11","9","17","3","96","100","92","99","83"
931633,"SUI","MICHEL Sven","MICHEL S","Sven","Michel","3",5,"20","5","15","7","13","73","70","73","64","77"
2189727,"SUI","LACHAT Pablo","LACHAT P","Pablo","Lachat","A",5,"0","0","0","0","0","-","-","-","-","-"
428699,"ITA","RETORNAZ Joel","RETORNAZ J","Joel","Retornaz","4-S",5,"19","6","13","8","11","86","79","88","94","80"
1022627,"ITA","MOSANER Amos","MOSANER A","Amos","Mosaner","3",5,"20","6","14","10","10","90","75","96","95","85"
1022667,"ITA","ARMAN Sebastiano","ARMAN S","Sebastiano","Arman","2",5,"19","6","13","8","11","87","100","81","88","86"
1158337,"ITA","GONIN Simone","GONIN S","Simone","Gonin","A",5,"0","0","0","0","0","-","-","-","-","-"
1954347,"ITA","GIOVANELLA Mattia","GIOVANELLA M","Mattia","Giovanella","1-V",5,"19","2","17","18","1","92","100","91","94","50"
