"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantLastName1","c_ParticipantLastName2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","TeamMemberList.n_Position1","TeamMemberList.n_Position2","TeamMemberList.n_Position3","TeamMemberList.n_PersonID1","TeamMemberList.n_PersonID2","TeamMemberList.n_PersonID3","TeamMemberList.c_Person1","TeamMemberList.c_Person2","TeamMemberList.c_Person3","TeamMemberList.c_PersonFirstName1","TeamMemberList.c_PersonFirstName2","TeamMemberList.c_PersonFirstName3","TeamMemberList.c_PersonLastName1","TeamMemberList.c_PersonLastName2","TeamMemberList.c_PersonLastName3","TeamMemberList.c_PersonShort1","TeamMemberList.c_PersonShort2","TeamMemberList.c_PersonShort3","TeamMemberList.c_Bib1","TeamMemberList.c_Bib2","TeamMemberList.c_Bib3","TeamMemberList.n_Position1.1","TeamMemberList.n_Position2.1","TeamMemberList.n_Position3.1","TeamMemberList.n_PersonID1.1","TeamMemberList.n_PersonID2.1","TeamMemberList.n_PersonID3.1","TeamMemberList.c_Person1.1","TeamMemberList.c_Person2.1","TeamMemberList.c_Person3.1","TeamMemberList.c_PersonFirstName1.1","TeamMemberList.c_PersonFirstName2.1","TeamMemberList.c_PersonFirstName3.1","TeamMemberList.c_PersonLastName1.1","TeamMemberList.c_PersonLastName2.1","TeamMemberList.c_PersonLastName3.1","TeamMemberList.c_PersonShort1.1","TeamMemberList.c_PersonShort2.1","TeamMemberList.c_PersonShort3.1","TeamMemberList.c_Bib1.1","TeamMemberList.c_Bib2.1","TeamMemberList.c_Bib3.1"
"4","4","33746","33738","Italy","China","ITA","CHN","Italy","China","2","1","6","26","2210","2770","Italy","China","ITA","CHN","1","2","1","2","1","2","3:44.20","3:53.58","3:44.20","3:53.58","224200","233580","0","9380","TRUE","TRUE","FALSE","FALSE","1","2","3","1275708","919827","1053179","GHIOTTO Davide","GIOVANNINI Andrea","MALFATTI Michele","Davide","Andrea","Michele","Ghiotto","Giovannini","Malfatti","GHIOTTO D","GIOVANNINI A","MALFATTI M","1","2","3","1","2","3","2052118","1624896","1020364","LIAN Ziwen","WANG Haotian","XU Fu","Ziwen","Haotian","Fu","Lian","Wang","Xu","LIAN Z","WANG H","XU F","1","3","4"
"4","4","33731","33714","Canada","South Korea","CAN","KOR","Canada","Korea","2","1","159","106","2231","4391","Canada","South Korea","CAN","KOR","1","2","1","2","1","2","3:40.39","3:53.77","3:40.39","3:53.77","220390","233770","0","13380","TRUE","TRUE","FALSE","FALSE","1","2","3","659883","188853","1482140","BELCHOS Jordan","BLOEMEN Ted-Jan","LANGELAAR Tyson","Jordan","Ted-Jan","Tyson","Belchos","Bloemen","Langelaar","BELCHOS J","BLOEMEN TJ","LANGELAAR T","1","2","4","1","2","3","1720535","1246985","1552487","JAE-WON Chung","KIM Min-Seok","PARK Seong-Hyeon","Jae-Won","Min-Seok","Seong-Hyeon","Chung","Kim","Park","JAE-WON C","KIM MS","PARK SH","1","2","4"
"4","4","33735","33712","United States","Netherlands","USA","NED","United States","Netherlands","2","1","5","1","2209","2201","United States","Netherlands","USA","NED","1","2","1","2","1","2","3:38.81","3:41.62","3:38.81","3:41.62","218810","221620","0","2810","TRUE","TRUE","FALSE","FALSE","1","2","3","1736972","919825","580696","DAWSON Casey","LEHMAN Emery","MANTIA Joey","Casey","Emery","Joey","Dawson","Lehman","Mantia","DAWSON C","LEHMAN E","MANTIA J","2","3","4","1","2","3","761305","170973","1184564","BOSKER Marcel","KRAMER Sven","ROEST Patrick","Marcel","Sven","Patrick","Bosker","Kramer","Roest","BOSKER M","KRAMER S","ROEST P","2","3","4"
"4","4","33743","475665","Norway","ROC","NOR","ROC","Norway","ROC","2","1","153","23062","2221","73035","Norway","ROC","NOR","ROC","1","2","1","2","1","2","3:38.08","3:40.46","3:38.08","3:40.46","218080","220460","0","2380","TRUE","TRUE","FALSE","FALSE","1","2","3","1716678","1936561","701784","ENGEBRAATEN Hallgeir","KONGSHAUG Peder","PEDERSEN Sverre Lunde","Hallgeir","Peder","Sverre Lunde","Engebråten","Kongshaug","Pedersen","ENGEBRAATEN H","KONGSHAUG P","PEDERSEN SL","1","3","4","1","2","3","1778799","1223486","582171","ALDOSHKIN Daniil","TROFIMOV Sergey","ZAKHAROV Ruslan","Daniil","Sergey","Ruslan","Aldoshkin","Trofimov","Zakharov","ALDOSHKIN D","TROFIMOV S","ZAKHAROV R","1","3","4"
