"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantLastName1","c_ParticipantLastName2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","TeamMemberList.n_Position1","TeamMemberList.n_Position2","TeamMemberList.n_Position3","TeamMemberList.n_PersonID1","TeamMemberList.n_PersonID2","TeamMemberList.n_PersonID3","TeamMemberList.c_Person1","TeamMemberList.c_Person2","TeamMemberList.c_Person3","TeamMemberList.c_PersonFirstName1","TeamMemberList.c_PersonFirstName2","TeamMemberList.c_PersonFirstName3","TeamMemberList.c_PersonLastName1","TeamMemberList.c_PersonLastName2","TeamMemberList.c_PersonLastName3","TeamMemberList.c_PersonShort1","TeamMemberList.c_PersonShort2","TeamMemberList.c_PersonShort3","TeamMemberList.c_Bib1","TeamMemberList.c_Bib2","TeamMemberList.c_Bib3","TeamMemberList.n_Position1.1","TeamMemberList.n_Position2.1","TeamMemberList.n_Position3.1","TeamMemberList.n_PersonID1.1","TeamMemberList.n_PersonID2.1","TeamMemberList.n_PersonID3.1","TeamMemberList.c_Person1.1","TeamMemberList.c_Person2.1","TeamMemberList.c_Person3.1","TeamMemberList.c_PersonFirstName1.1","TeamMemberList.c_PersonFirstName2.1","TeamMemberList.c_PersonFirstName3.1","TeamMemberList.c_PersonLastName1.1","TeamMemberList.c_PersonLastName2.1","TeamMemberList.c_PersonLastName3.1","TeamMemberList.c_PersonShort1.1","TeamMemberList.c_PersonShort2.1","TeamMemberList.c_PersonShort3.1","TeamMemberList.c_Bib1.1","TeamMemberList.c_Bib2.1","TeamMemberList.c_Bib3.1"
"4","4","33734","33750","Belarus","Poland","BLR","POL","Belarus","Poland","1","2","103","150","4387","2214","Belarus","Poland","BLR","POL","1","2","1","2","1","2","3:01.19","3:03.19","3:01.19","3:03.19","181190","183190","0","2000","TRUE","TRUE","FALSE","FALSE","1","2","3","2167718","1246980","985487","SLOEVA Ekaterina","VOROBYOVA Yevgeniya","ZUEVA Marina","Ekaterina","Yevgeniya","Marina","Sloeva","Vorobyova","Zueva","SLOEVA E","VOROBYOVA Y","ZUEVA M","2","3","4","1","2","3","1362332","335047","1146782","BOSIEK Karolina","CZERWONKA Natalia","CZYSZCZON Magdalena","Karolina","Natalia","Magdalena","Bosiek","Czerwonka","Czyszczon","BOSIEK K","CZERWONKA N","CZYSZCZON M","1","2","3"
"4","4","33738","33743","China","Norway","CHN","NOR","China","Norway","2","1","26","153","2770","2221","China","Norway","CHN","NOR","1","2","1","2","1","2","2:58.34","3:02.15","2:58.34","3:02.15","178340","182150","0","3810","TRUE","TRUE","FALSE","FALSE","1","2","3","1937824","1146730","1221511","AHENAR Adake","HAN Mei","LI Qishi","Adake","Mei","Qishi","Ahenar","Han","Li","AHENAR A","HAN M","LI Q","1","2","3","1","2","3","431334","813179","1559989","BOHM Marit Fjellanger","HAUGEN Sofie Karoline","WIKLUND Ragne","Marit Fjellanger","Sofie Karoline","Ragne","Bøhm","Haugen","Wiklund","BOHM MF","HAUGEN SK","WIKLUND R","1","2","4"
"4","4","33712","475665","Netherlands","ROC","NED","ROC","Netherlands","ROC","2","1","1","23062","2201","73035","Netherlands","ROC","NED","ROC","1","2","1","2","1","2","2:56.86","2:58.66","2:56.86","2:58.66","176860","178660","0","1800","TRUE","TRUE","FALSE","FALSE","1","2","3","1384759","642928","222453","GROENEWOUD Marijke","SCHOUTEN Irene","WUST Ireen","Marijke","Irene","Ireen","Groenewoud","Schouten","Wüst","GROENEWOUD M","SCHOUTEN I","WUST I","2","3","4","1","2","3","1023486","699664","1246989","GOLUBEVA Elizaveta","LALENKOVA Evgenia","VORONINA Natalya","Elizaveta","Evgenia","Natalya","Golubeva","Lalenkova","Voronina","GOLUBEVA E","LALENKOVA E","VORONINA N","1","3","4"
"4","4","33731","33728","Canada","Japan","CAN","JPN","Canada","Japan","1","2","159","18","2231","2241","Canada","Japan","CAN","JPN","1","2","1","2","1","2","2:53.44","3:04.47","2:53.44","3:04.47","173440","184470","0","11030","TRUE","TRUE","FALSE","FALSE","1","2","3","652005","751659","1228816","BLONDIN Ivanie","MALTAIS Valerie","WEIDEMANN Isabelle","Ivanie","Valérie","Isabelle","Blondin","Maltais","Weidemann","BLONDIN I","MALTAIS V","WEIDEMANN I","1","2","4","1","2","3","1146729","723414","818501","SATO Ayano","TAKAGI Miho","TAKAGI Nana","Ayano","Miho","Nana","Sato","Takagi","Takagi","SATO A","TAKAGI M","TAKAGI N","2","3","4"
