"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantLastName1","c_ParticipantLastName2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","c_ODF_QualificationMark1","c_ODF_QualificationMark2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","TeamMemberList.n_Position1","TeamMemberList.n_Position2","TeamMemberList.n_Position3","TeamMemberList.n_PersonID1","TeamMemberList.n_PersonID2","TeamMemberList.n_PersonID3","TeamMemberList.c_Person1","TeamMemberList.c_Person2","TeamMemberList.c_Person3","TeamMemberList.c_PersonFirstName1","TeamMemberList.c_PersonFirstName2","TeamMemberList.c_PersonFirstName3","TeamMemberList.c_PersonLastName1","TeamMemberList.c_PersonLastName2","TeamMemberList.c_PersonLastName3","TeamMemberList.c_PersonShort1","TeamMemberList.c_PersonShort2","TeamMemberList.c_PersonShort3","TeamMemberList.c_Bib1","TeamMemberList.c_Bib2","TeamMemberList.c_Bib3","TeamMemberList.n_Position1.1","TeamMemberList.n_Position2.1","TeamMemberList.n_Position3.1","TeamMemberList.n_PersonID1.1","TeamMemberList.n_PersonID2.1","TeamMemberList.n_PersonID3.1","TeamMemberList.c_Person1.1","TeamMemberList.c_Person2.1","TeamMemberList.c_Person3.1","TeamMemberList.c_PersonFirstName1.1","TeamMemberList.c_PersonFirstName2.1","TeamMemberList.c_PersonFirstName3.1","TeamMemberList.c_PersonLastName1.1","TeamMemberList.c_PersonLastName2.1","TeamMemberList.c_PersonLastName3.1","TeamMemberList.c_PersonShort1.1","TeamMemberList.c_PersonShort2.1","TeamMemberList.c_PersonShort3.1","TeamMemberList.c_Bib1.1","TeamMemberList.c_Bib2.1","TeamMemberList.c_Bib3.1"
"4","4","33743","33712","Norway","Netherlands","NOR","NED","Norway","Netherlands","2","1","153","1","2221","2201","Norway","Netherlands","NOR","NED","1","2","1","2","1","2","3:38.28","3:39.62","3:38.28","3:39.62","218280","219620","0","1340","FA","FB","TRUE","TRUE","FALSE","FALSE","1","2","3","1716678","1936561","701784","ENGEBRAATEN Hallgeir","KONGSHAUG Peder","PEDERSEN Sverre Lunde","Hallgeir","Peder","Sverre Lunde","Engebråten","Kongshaug","Pedersen","ENGEBRAATEN H","KONGSHAUG P","PEDERSEN SL","1","3","4","1","2","3","761305","170973","1184564","BOSKER Marcel","KRAMER Sven","ROEST Patrick","Marcel","Sven","Patrick","Bosker","Kramer","Roest","BOSKER M","KRAMER S","ROEST P","2","3","4"
"4","4","475665","33735","ROC","United States","ROC","USA","ROC","United States","1","2","23062","5","73035","2209","ROC","United States","ROC","USA","1","2","1","2","1","2","3:36.62","3:37.05","3:36.62","3:37.05","216620","217050","0","430","FA","FB","TRUE","TRUE","FALSE","FALSE","1","2","3","1778799","1223486","582171","ALDOSHKIN Daniil","TROFIMOV Sergey","ZAKHAROV Ruslan","Daniil","Sergey","Ruslan","Aldoshkin","Trofimov","Zakharov","ALDOSHKIN D","TROFIMOV S","ZAKHAROV R","1","3","4","1","2","3","1482135","1736972","919825","CEPURAN Ethan","DAWSON Casey","LEHMAN Emery","Ethan","Casey","Emery","Cepuran","Dawson","Lehman","CEPURAN E","DAWSON C","LEHMAN E","1","2","3"
