"SportId","SportTypeId","Sport","SportShort","Season","Season_2","Edition","EventMatchId","ActiveNavigationMatchId","EventId","EventTypeId","Event","EventShort","EventSort","GenderId","Gender","GenderShort","GenderEventId","GenderEvent","GenderEventShort","DateStartLocal","DateStartLocal_2","DateStartUtc","DateStartUtc_2","DateEndLocal","DateEndLocal_2","DateEndUtc","DateEndUtc_2","VenueGeoId","Venue","LocationGeoId","Location","CountryGeoId","Country","CountryShort","StartList","Started","Finished","HasTableMatchs","Rank1ParticipantTypeId","Rank1Participant","Rank1ParticipantShort","Rank1PersonId","Rank1TeamId","Rank1Nocid","Rank1NocGeoId","Rank1NocGeoId_2","Rank1Noc","Rank1NocShort","Rank1TeamMember1PersonId","Rank1TeamMember1Person","Rank1TeamMember1PersonShort","Rank1TeamMember2PersonId","Rank1TeamMember2Person","Rank1TeamMember2PersonShort","Rank2ParticipantTypeId","Rank2Participant","Rank2ParticipantShort","Rank2PersonId","Rank2TeamId","Rank2Nocid","Rank2NocGeoId","Rank2NocGeoId_2","Rank2Noc","Rank2NocShort","Rank2TeamMember1PersonId","Rank2TeamMember1Person","Rank2TeamMember1PersonShort","Rank2TeamMember2PersonId","Rank2TeamMember2Person","Rank2TeamMember2PersonShort","Rank3ParticipantTypeId","Rank3Participant","Rank3ParticipantShort","Rank3PersonId","Rank3TeamId","Rank3Nocid","Rank3NocGeoId","Rank3NocGeoId_2","Rank3Noc","Rank3NocShort","Rank3TeamMember1PersonId","Rank3TeamMember1Person","Rank3TeamMember1PersonShort","Rank3TeamMember2PersonId","Rank3TeamMember2Person","Rank3TeamMember2PersonShort","RscCode"
216,3,"Nordic Combined","NCB",20212022,"2021/2022","2022",1937874,2412889,12063,1,"Individual Normal Hill / 10km","NH / 10km",10021,1,"Men","M",198,"Men's Individual Normal Hill","Men's Individual Normal Hill","/Date(1644422400000+0000)/","2022-02-09T16:00:00","/Date(1644393600000+0000)/","2022-02-09T08:00:00","/Date(1644435300000+0000)/","2022-02-09T19:35:00","/Date(1644406500000+0000)/","2022-02-09T11:35:00",0,NA,3647,"Beijing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"GEIGER Vinzenz","GEIGER V",1457323,2977,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"GRAABAK Joergen","GRAABAK J",835857,374,153,2221,"2221","Norway","NOR",NA,NA,NA,NA,NA,NA,1,"GREIDERER Lukas","GREIDERER L",1134598,1717,151,2219,"2219","Austria","AUT",NA,NA,NA,NA,NA,NA,"NCBMNH10KM------------FNL-TR01SJ--"
216,3,"Nordic Combined","NCB",20212022,"2021/2022","2022",1937875,2412899,12119,1,"Individual Large Hill / 10km","LH / 10km",10029,1,"Men","M",6007,"Men's Individual Large Hill","Men's Individual Large Hill","/Date(1644940800000+0000)/","2022-02-15T16:00:00","/Date(1644912000000+0000)/","2022-02-15T08:00:00","/Date(1644953700000+0000)/","2022-02-15T19:35:00","/Date(1644924900000+0000)/","2022-02-15T11:35:00",0,NA,3647,"Beijing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"GRAABAK Joergen","GRAABAK J",835857,374,153,2221,"2221","Norway","NOR",NA,NA,NA,NA,NA,NA,1,"OFTEBRO Jens Luraas","OFTEBRO JL",1555403,374,153,2221,"2221","Norway","NOR",NA,NA,NA,NA,NA,NA,1,"WATABE Akito","WATABE A",602685,1330,18,2241,"2241","Japan","JPN",NA,NA,NA,NA,NA,NA,"NCBMLH10KM------------FNL-TR01SJ--"
216,3,"Nordic Combined","NCB",20212022,"2021/2022","2022",1937876,2412909,11061,4,"Team Large Hill","LH / 4 x 5km",10080,1,"Men","M",194,"Men's Team","Men's Team","/Date(1645113600000+0000)/","2022-02-17T16:00:00","/Date(1645084800000+0000)/","2022-02-17T08:00:00","/Date(1645127700000+0000)/","2022-02-17T19:55:00","/Date(1645098900000+0000)/","2022-02-17T11:55:00",0,NA,3647,"Beijing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,4,"Norway","NOR",-1,374,153,2221,"2221","Norway","NOR",NA,NA,NA,NA,NA,NA,4,"Germany","GER",NA,2977,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,4,"Japan","JPN",NA,1330,18,2241,"2241","Japan","JPN",NA,NA,NA,NA,NA,NA,"NCBMLH4X5KM-----------FNL-TR01SJ--"
