"SportId","SportTypeId","Sport","SportShort","Season","Season_2","Edition","EventMatchId","ActiveNavigationMatchId","EventId","EventTypeId","Event","EventShort","EventSort","GenderId","Gender","GenderShort","GenderEventId","GenderEvent","GenderEventShort","DateStartLocal","DateStartLocal_2","DateStartUtc","DateStartUtc_2","DateEndLocal","DateEndLocal_2","DateEndUtc","DateEndUtc_2","VenueGeoId","Venue","LocationGeoId","Location","CountryGeoId","Country","CountryShort","StartList","Started","Finished","HasTableMatchs","Rank1ParticipantTypeId","Rank1Participant","Rank1ParticipantShort","Rank1PersonId","Rank1TeamId","Rank1Nocid","Rank1NocGeoId","Rank1NocGeoId_2","Rank1Noc","Rank1NocShort","Rank1TeamMember1PersonId","Rank1TeamMember1Person","Rank1TeamMember1PersonShort","Rank1TeamMember2PersonId","Rank1TeamMember2Person","Rank1TeamMember2PersonShort","Rank2ParticipantTypeId","Rank2Participant","Rank2ParticipantShort","Rank2PersonId","Rank2TeamId","Rank2Nocid","Rank2NocGeoId","Rank2NocGeoId_2","Rank2Noc","Rank2NocShort","Rank2TeamMember1PersonId","Rank2TeamMember1Person","Rank2TeamMember1PersonShort","Rank2TeamMember2PersonId","Rank2TeamMember2Person","Rank2TeamMember2PersonShort","Rank3ParticipantTypeId","Rank3Participant","Rank3ParticipantShort","Rank3PersonId","Rank3TeamId","Rank3Nocid","Rank3NocGeoId","Rank3NocGeoId_2","Rank3Noc","Rank3NocShort","Rank3TeamMember1PersonId","Rank3TeamMember1Person","Rank3TeamMember1PersonShort","Rank3TeamMember2PersonId","Rank3TeamMember2Person","Rank3TeamMember2PersonShort","RscCode"
307,3,"Skeleton","SKN",20212022,"2021/2022","2022",1937920,2412933,10776,1,"Individual","Individual",10004,1,"Men","M",4345,"Men's Individual","Men's Individual","/Date(1644485400000+0000)/","2022-02-10T09:30:00","/Date(1644456600000+0000)/","2022-02-10T01:30:00","/Date(1644619800000+0000)/","2022-02-11T22:50:00","/Date(1644591000000+0000)/","2022-02-11T14:50:00",73852,"Yanqing Sliding Centre",53887,"Yanqing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"GROTHEER Christopher","GROTHEER C",1013057,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"JUNGK Axel","JUNGK A",1012974,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"YAN Wengang","YAN W",1469883,7878,26,2770,"2770","China","CHN",NA,NA,NA,NA,NA,NA,"SKNMSINGLES-----------FNL-F00304--"
307,3,"Skeleton","SKN",20212022,"2021/2022","2022",1937921,2412961,10776,1,"Individual","Individual",10004,2,"Women","W",942,"Women's Individual","Women's Individual","/Date(1644571800000+0000)/","2022-02-11T09:30:00","/Date(1644543000000+0000)/","2022-02-11T01:30:00","/Date(1644705600000+0000)/","2022-02-12T22:40:00","/Date(1644676800000+0000)/","2022-02-12T14:40:00",73852,"Yanqing Sliding Centre",53887,"Yanqing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"NEISE Hannah","NEISE H",1339635,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"NARRACOTT Jaclyn","NARRACOTT J",1125007,7969,157,2229,"2229","Australia","AUS",NA,NA,NA,NA,NA,NA,1,"BOS Kimberley","BOS K",994801,394,1,2201,"2201","Netherlands","NED",NA,NA,NA,NA,NA,NA,"SKNWSINGLES-----------FNL-F00304--"
