"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantFirstName1","c_ParticipantFirstName2","c_ParticipantLastName1","c_ParticipantLastName2","c_Bib1","c_Bib2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","c_ODF_QualificationMark1","c_ODF_QualificationMark2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","c_ODF_IRM1","c_ODF_IRM2"
"1","1","1027538","1964854","DEKKER Michelle","NADYRSHINA Sofia","DEKKER M","NADYRSHINA S","Michelle","Sofia","Dekker","Nadyrshina","13","4","2","1","1","23062","2201","73035","Netherlands","ROC","NED","ROC","1","2","1","2","1","2","44.41","+0.03","44.41","44.44","44410","44440","0","30","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","480667","458006","DUJMOVITS Julia","KUMMER Patrizia","DUJMOVITS J","KUMMER P","Julia","Patrizia","Dujmovits","Kummer","5","12","1","2","151","149","2219","2213","Austria","Switzerland","AUT","SUI","1","2","1","2","1","2","43.67","+0.20","43.67","43.87","43670","43870","0","200","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","760942","1234621","KROL Aleksandra","SMOLENTSOVA Polina","KROL A","SMOLENTSOVA P","Aleksandra","Polina","Krol","Smolentsova","8","9","1","2","150","23062","2214","73035","Poland","ROC","POL","ROC","1","2","1","2","1","2","43.65","+0.16","43.65","43.82","43650","43820","0","160","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","915831","837077","LEDECKA Ester","OCHNER Nadya","LEDECKA E","OCHNER N","Ester","Nadya","Ledecká","Ochner","1","16","1","2","17","6","2240","2210","Czech Republic","Italy","CZE","ITA","1","2","1","2","1","2","42.22","DNF","42.22","DNF","42220",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DNF"
"1","1","1151039","340582","HOFMEISTER Ramona","TAKEUCHI Tomoka","HOFMEISTER R","TAKEUCHI T","Ramona","Tomoka","Hofmeister","Takeuchi","2","15","1","2","2","18","2206","2241","Germany","Japan","GER","JPN","1","2","1","2","1","2","49.91","DSQ","49.91","DSQ","49910",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DSQ"
"1","1","1252358","834279","ULBING Daniela","FARRELL Megan","ULBING D","FARRELL M","Daniela","Megan","Ulbing","Farrell","7","10","1","2","151","159","2219","2231","Austria","Canada","AUT","CAN","1","2","1","2","1","2","42.96","+0.50","42.96","43.47","42960","43470","0","500","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","1151021","710482","LANGENHORST Carolin","ZOGG Julie","LANGENHORST C","ZOGG J","Carolin","Julie","Langenhorst","Zogg","6","11","1","2","2","149","2206","2213","Germany","Switzerland","GER","SUI","1","2","1","2","1","2","43.97","+0.08","43.97","44.05","43970","44050","0","80","Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA
"1","1","597246","1944936","KOTNIK Gloria","MIKI Tsubaki","KOTNIK G","MIKI T","Gloria","Tsubaki","Kotnik","Miki","14","3","2","1","30","18","2783","2241","Slovenia","Japan","SLO","JPN","1","2","1","2","1","2","44.69","DNF","44.69","DNF","44690",NA,"0",NA,"Q",NA,"TRUE","TRUE","FALSE","FALSE",NA,"DNF"
