"n_ParticipantType1","n_ParticipantType2","n_ParticipantType3","n_ParticipantType4","n_ParticipantID1","n_ParticipantID2","n_ParticipantID3","n_ParticipantID4","c_Participant1","c_Participant2","c_Participant3","c_Participant4","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantShort3","c_ParticipantShort4","c_ParticipantFirstName1","c_ParticipantFirstName2","c_ParticipantFirstName3","c_ParticipantFirstName4","c_ParticipantLastName1","c_ParticipantLastName2","c_ParticipantLastName3","c_ParticipantLastName4","c_Bib1","c_Bib2","c_Bib3","c_Bib4","n_StartOrder1","n_StartOrder2","n_StartOrder3","n_StartOrder4","NOC.n_ID1","NOC.n_ID2","NOC.n_ID3","NOC.n_ID4","NOC.n_GeoID1","NOC.n_GeoID2","NOC.n_GeoID3","NOC.n_GeoID4","NOC.c_Name1","NOC.c_Name2","NOC.c_Name3","NOC.c_Name4","NOC.c_Short1","NOC.c_Short2","NOC.c_Short3","NOC.c_Short4","n_Rank1","n_Rank2","n_Rank3","n_Rank4","n_RankSort1","n_RankSort2","n_RankSort3","n_RankSort4","c_Rank1","c_Rank2","c_Rank3","c_Rank4","c_ODF_QualificationMark1","c_ODF_QualificationMark2","c_ODF_QualificationMark3","c_ODF_QualificationMark4","b_Completed1","b_Completed2","b_Completed3","b_Completed4","b_Upcoming1","b_Upcoming2","b_Upcoming3","b_Upcoming4","c_Result1","c_Result2","c_Result3","c_Result4"
"1","1","1","1","930698","764262","1240890","1027331","MOIOLI Michela","TRESPEUCH Chloe","TIERNEY Meghan","BERGERMANN Zoe","MOIOLI M","TRESPEUCH C","TIERNEY M","BERGERMANN Z","Michela","Chloé","Meghan","Zoe","Moioli","Trespeuch","Tierney","Bergermann","1","8","16","24","1","2","3","4","6","144","5","159","2210","2202","2209","2231","Italy","France","United States","Canada","ITA","FRA","USA","CAN","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.24","+0.91","+1.39"
"1","1","1","1","476735","1724106","1019518","1629603","JACOBELLIS Lindsey","GASKILL Stacy","MCMANIMAN Audrey","SIEGENTHALER Sina","JACOBELLIS L","GASKILL S","MCMANIMAN A","SIEGENTHALER S","Lindsey","Stacy","Audrey","Sina","Jacobellis","Gaskill","McManiman","Siegenthaler","5","4","13","28","2","1","3","4","5","5","159","149","2209","2209","2231","2213","United States","United States","Canada","Switzerland","USA","USA","CAN","SUI","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.49","+0.59","+2.36"
"1","1","1","1","1368671","1629567","1351776","2062401","ODINE Meryeta","PEREIRA DE SOUSA MABILEAU Julia","CARPANO Caterina","PARSHINA Alexandra","ODINE M","PEREIRA DE SOUSA MABILEAU J","CARPANO C","PARSHINA A","Meryeta","Julia","Caterina","Alexandra","Odine","Pereira De Sousa","Carpano","Parshina","3","6","11","19","1","2","3","4","159","144","6","23062","2231","2202","2210","73035","Canada","France","Italy","ROC","CAN","FRA","ITA","ROC","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.16","+1.72","+1.73"
"1","1","1","1","1027333","770782","1027306","720819","CRITCHLOW Tess","BROCKHOFF Belle","BANKES Charlotte","GULINI Faye","CRITCHLOW T","BROCKHOFF B","BANKES C","GULINI F","Tess","Belle","Charlotte","Faye","Critchlow","Brockhoff","Bankes","Gulini","26","18","2","7","4","3","1","2","159","157","211","5","2231","2229","4058","2209","Canada","Australia","Great Britain","United States","CAN","AUS","GBR","USA","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.01","+0.09","+0.17"
