"n_SportID","n_SportTypeID","c_Sport","c_SportShort","n_Season","c_Season","c_Edition","n_EventPhaseID","n_ActiveNavigationPhaseID","n_EventID","n_EventTypeID","c_Event","c_EventShort","n_EventSort","n_GenderID","c_Gender","c_GenderShort","n_GenderEventID","c_GenderEvent","c_GenderEventShort","d_DateStartLocal","c_DateStartLocal","d_DateStartUTC","c_DateStartUTC","d_DateEndLocal","c_DateEndLocal","d_DateEndUTC","c_DateEndUTC","n_VenueGeoID","c_Venue","n_LocationGeoID","c_Location","n_CountryGeoID","c_Country","c_CountryShort","b_StartList","b_Started","b_Finished","b_HasTablePhases","n_Rank1ParticipantTypeID","c_Rank1Participant","c_Rank1ParticipantShort","n_Rank1PersonID","n_Rank1TeamID","n_Rank1NOCID","n_Rank1NOCGeoID","c_Rank1NOCGeoID","c_Rank1NOC","c_Rank1NOCShort","n_Rank1TeamMember1PersonID","c_Rank1TeamMember1Person","c_Rank1TeamMember1PersonShort","n_Rank1TeamMember2PersonID","c_Rank1TeamMember2Person","c_Rank1TeamMember2PersonShort","n_Rank2ParticipantTypeID","c_Rank2Participant","c_Rank2ParticipantShort","n_Rank2PersonID","n_Rank2TeamID","n_Rank2NOCID","n_Rank2NOCGeoID","c_Rank2NOCGeoID","c_Rank2NOC","c_Rank2NOCShort","n_Rank2TeamMember1PersonID","c_Rank2TeamMember1Person","c_Rank2TeamMember1PersonShort","n_Rank2TeamMember2PersonID","c_Rank2TeamMember2Person","c_Rank2TeamMember2PersonShort","n_Rank3ParticipantTypeID","c_Rank3Participant","c_Rank3ParticipantShort","n_Rank3PersonID","n_Rank3TeamID","n_Rank3NOCID","n_Rank3NOCGeoID","c_Rank3NOCGeoID","c_Rank3NOC","c_Rank3NOCShort","n_Rank3TeamMember1PersonID","c_Rank3TeamMember1Person","c_Rank3TeamMember1PersonShort","n_Rank3TeamMember2PersonID","c_Rank3TeamMember2Person","c_Rank3TeamMember2PersonShort","c_RSCCode"
307,3,"Skeleton","SKN",20212022,"2021/2022","2022",1937920,2412933,10776,1,"Individual","Individual",10004,1,"Men","M",4345,"Men's Individual","Men's Individual","/Date(1644485400000+0000)/","2022-02-10T09:30:00","/Date(1644456600000+0000)/","2022-02-10T01:30:00","/Date(1644619800000+0000)/","2022-02-11T22:50:00","/Date(1644591000000+0000)/","2022-02-11T14:50:00",73852,"Yanqing Sliding Centre",53887,"Yanqing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"GROTHEER Christopher","GROTHEER C",1013057,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"JUNGK Axel","JUNGK A",1012974,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"YAN Wengang","YAN W",1469883,7878,26,2770,"2770","China","CHN",NA,NA,NA,NA,NA,NA,"SKNMSINGLES-----------FNL-F00304--"
307,3,"Skeleton","SKN",20212022,"2021/2022","2022",1937921,2412961,10776,1,"Individual","Individual",10004,2,"Women","W",942,"Women's Individual","Women's Individual","/Date(1644571800000+0000)/","2022-02-11T09:30:00","/Date(1644543000000+0000)/","2022-02-11T01:30:00","/Date(1644705600000+0000)/","2022-02-12T22:40:00","/Date(1644676800000+0000)/","2022-02-12T14:40:00",73852,"Yanqing Sliding Centre",53887,"Yanqing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"NEISE Hannah","NEISE H",1339635,2303,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,1,"NARRACOTT Jaclyn","NARRACOTT J",1125007,7969,157,2229,"2229","Australia","AUS",NA,NA,NA,NA,NA,NA,1,"BOS Kimberley","BOS K",994801,394,1,2201,"2201","Netherlands","NED",NA,NA,NA,NA,NA,NA,"SKNWSINGLES-----------FNL-F00304--"
