"n_SportID","n_SportTypeID","c_Sport","c_SportShort","n_Season","c_Season","c_Edition","n_EventMatchID","n_ActiveNavigationMatchID","n_EventID","n_EventTypeID","c_Event","c_EventShort","n_EventSort","n_GenderID","c_Gender","c_GenderShort","n_GenderEventID","c_GenderEvent","c_GenderEventShort","d_DateStartLocal","c_DateStartLocal","d_DateStartUTC","c_DateStartUTC","d_DateEndLocal","c_DateEndLocal","d_DateEndUTC","c_DateEndUTC","n_VenueGeoID","c_Venue","n_LocationGeoID","c_Location","n_CountryGeoID","c_Country","c_CountryShort","b_StartList","b_Started","b_Finished","b_HasTableMatchs","n_Rank1ParticipantTypeID","c_Rank1Participant","c_Rank1ParticipantShort","n_Rank1PersonID","n_Rank1TeamID","n_Rank1NOCID","n_Rank1NOCGeoID","c_Rank1NOCGeoID","c_Rank1NOC","c_Rank1NOCShort","n_Rank1TeamMember1PersonID","c_Rank1TeamMember1Person","c_Rank1TeamMember1PersonShort","n_Rank1TeamMember2PersonID","c_Rank1TeamMember2Person","c_Rank1TeamMember2PersonShort","n_Rank2ParticipantTypeID","c_Rank2Participant","c_Rank2ParticipantShort","n_Rank2PersonID","n_Rank2TeamID","n_Rank2NOCID","n_Rank2NOCGeoID","c_Rank2NOCGeoID","c_Rank2NOC","c_Rank2NOCShort","n_Rank2TeamMember1PersonID","c_Rank2TeamMember1Person","c_Rank2TeamMember1PersonShort","n_Rank2TeamMember2PersonID","c_Rank2TeamMember2Person","c_Rank2TeamMember2PersonShort","n_Rank3ParticipantTypeID","c_Rank3Participant","c_Rank3ParticipantShort","n_Rank3PersonID","n_Rank3TeamID","n_Rank3NOCID","n_Rank3NOCGeoID","c_Rank3NOCGeoID","c_Rank3NOC","c_Rank3NOCShort","n_Rank3TeamMember1PersonID","c_Rank3TeamMember1Person","c_Rank3TeamMember1PersonShort","n_Rank3TeamMember2PersonID","c_Rank3TeamMember2Person","c_Rank3TeamMember2PersonShort","c_RSCCode"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961078,2413168,10123,1,"Aerials","AE",10020,1,"Men","M",375,"Men's Aerials","Men's Aerials","/Date(1644951600000+0000)/","2022-02-15T19:00:00","/Date(1644922800000+0000)/","2022-02-15T11:00:00","/Date(1645042500000+0000)/","2022-02-16T20:15:00","/Date(1645013700000+0000)/","2022-02-16T12:15:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"QI Guangpu","QI G",652529,384,26,2770,"2770","China","CHN",NA,NA,NA,NA,NA,NA,1,"ABRAMENKO Oleksandr","ABRAMENKO O",583183,988,13,2232,"2232","Ukraine","UKR",NA,NA,NA,NA,NA,NA,1,"BUROV Ilya","BUROV I",808957,475658,23062,73035,"73035","ROC","ROC",NA,NA,NA,NA,NA,NA,"FRSMAE----------------QUAL000200--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961079,2413154,10125,1,"Moguls","MO",10030,1,"Men","M",798,"Men's Moguls","Men's Moguls","/Date(1643917500000+0000)/","2022-02-03T19:45:00","/Date(1643888700000+0000)/","2022-02-03T11:45:00","/Date(1644094500000+0000)/","2022-02-05T20:55:00","/Date(1644065700000+0000)/","2022-02-05T12:55:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"WALLBERG Walter","WALLBERG W",1429981,2006,154,2222,"2222","Sweden","SWE",NA,NA,NA,NA,NA,NA,1,"KINGSBURY Mikael","KINGSBURY M",808985,1127,159,2231,"2231","Canada","CAN",NA,NA,NA,NA,NA,NA,1,"HORISHIMA Ikuma","HORISHIMA I",1146796,2001,18,2241,"2241","Japan","JPN",NA,NA,NA,NA,NA,NA,"FRSMMO----------------QUAL000300--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961080,2413187,12089,1,"Ski Cross","SX",10070,1,"Men","M",4849,"Men's Ski Cross","Men's Ski Cross","/Date(1645184700000+0000)/","2022-02-18T11:45:00","/Date(1645155900000+0000)/","2022-02-18T03:45:00","/Date(1645197480000+0000)/","2022-02-18T15:18:00","/Date(1645168680000+0000)/","2022-02-18T07:18:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"REGEZ Ryan","REGEZ R",1219375,784,149,2213,"2213","Switzerland","SUI",NA,NA,NA,NA,NA,NA,1,"FIVA Alex","FIVA A",760864,784,149,2213,"2213","Switzerland","SUI",NA,NA,NA,NA,NA,NA,1,"RIDZIK Sergey","RIDZIK S",1026407,475658,23062,73035,"73035","ROC","ROC",NA,NA,NA,NA,NA,NA,"FRSMSX----------------SFNL000800--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961081,2413234,14041,1,"Halfpipe","HP",10080,1,"Men","M",7609,"Men's Halfpipe","Men's Halfpipe","/Date(1645101000000+0000)/","2022-02-17T12:30:00","/Date(1645072200000+0000)/","2022-02-17T04:30:00","/Date(1645267800000+0000)/","2022-02-19T10:50:00","/Date(1645239000000+0000)/","2022-02-19T02:50:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"PORTEOUS Nico","PORTEOUS N",1445984,6827,158,2230,"2230","New Zealand","NZL",NA,NA,NA,NA,NA,NA,1,"WISE David","WISE D",764441,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,1,"FERREIRA Alex","FERREIRA A",995490,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,"FRSMHP----------------QUAL000300--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961082,2413248,14060,1,"Slopestyle","SS",10090,1,"Men","M",6457,"Men's Slopestyle","Men's Slopestyle","/Date(1644928200000+0000)/","2022-02-15T12:30:00","/Date(1644899400000+0000)/","2022-02-15T04:30:00","/Date(1645008720000+0000)/","2022-02-16T10:52:00","/Date(1644979920000+0000)/","2022-02-16T02:52:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"HALL Alex","HALL A",1372709,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,1,"GOEPPER Nick","GOEPPER N",1021657,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,1,"TJADER Jesper","TJADER J",1019299,2006,154,2222,"2222","Sweden","SWE",NA,NA,NA,NA,NA,NA,"FRSMSS----------------QUAL000300--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961083,2413262,15943,1,"Big Air","BA",10120,1,"Men","M",886,"Men's Big Air","Men's Big Air","/Date(1644240600000+0000)/","2022-02-07T13:30:00","/Date(1644211800000+0000)/","2022-02-07T05:30:00","/Date(1644408480000+0000)/","2022-02-09T12:08:00","/Date(1644379680000+0000)/","2022-02-09T04:08:00",73850,"Big Air Shougang",3647,"Beijing",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"RUUD Birk","RUUD B",1429991,949,153,2221,"2221","Norway","NOR",NA,NA,NA,NA,NA,NA,1,"STEVENSON Colby","STEVENSON C",995493,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,1,"HARLAUT Henrik","HARLAUT H",1092466,2006,154,2222,"2222","Sweden","SWE",NA,NA,NA,NA,NA,NA,"FRSMBA----------------QUAL000300--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961084,2413175,10123,1,"Aerials","AE",10020,2,"Women","W",1187,"Women's Aerials","Women's Aerials","/Date(1644850800000+0000)/","2022-02-14T15:00:00","/Date(1644822000000+0000)/","2022-02-14T07:00:00","/Date(1644869700000+0000)/","2022-02-14T20:15:00","/Date(1644840900000+0000)/","2022-02-14T12:15:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"MENGTAO Xu","MENGTAO X",652530,384,26,2770,"2770","China","CHN",NA,NA,NA,NA,NA,NA,1,"HUSKOVA Hanna","HUSKOVA H",764460,612,103,4387,"4387","Belarus","BLR",NA,NA,NA,NA,NA,NA,1,"NICK Megan","NICK M",1219430,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,"FRSWAE----------------QUAL000200--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961085,2413161,10125,1,"Moguls","MO",10030,2,"Women","W",822,"Women's Moguls","Women's Moguls","/Date(1643911200000+0000)/","2022-02-03T18:00:00","/Date(1643882400000+0000)/","2022-02-03T10:00:00","/Date(1644180900000+0000)/","2022-02-06T20:55:00","/Date(1644152100000+0000)/","2022-02-06T12:55:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"ANTHONY Jakara","ANTHONY J",1214843,1270,157,2229,"2229","Australia","AUS",NA,NA,NA,NA,NA,NA,1,"KAUF Jaelin","KAUF J",1214792,1948,5,2209,"2209","United States","USA",NA,NA,NA,NA,NA,NA,1,"SMIRNOVA Anastasia","SMIRNOVA A",1629604,475658,23062,73035,"73035","ROC","ROC",NA,NA,NA,NA,NA,NA,"FRSWMO----------------QUAL000300--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961086,2413212,12089,1,"Ski Cross","SX",10070,2,"Women","W",2851,"Women's Ski Cross","Women's Ski Cross","/Date(1645097400000+0000)/","2022-02-17T11:30:00","/Date(1645068600000+0000)/","2022-02-17T03:30:00","/Date(1645111200000+0000)/","2022-02-17T15:20:00","/Date(1645082400000+0000)/","2022-02-17T07:20:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"NAESLUND Sandra","NAESLUND S",1021532,2006,154,2222,"2222","Sweden","SWE",NA,NA,NA,NA,NA,NA,1,"THOMPSON Marielle","THOMPSON M",809002,1127,159,2231,"2231","Canada","CAN",NA,NA,NA,NA,NA,NA,1,"MAIER Daniela","MAIER D",1238859,926,2,2206,"2206","Germany","GER",NA,NA,NA,NA,NA,NA,"FRSWSX----------------SFNL000800--"
221,3,"Freestyle Skiing","FRS",20212022,"2021/2022","2022",1961087,2413241,14041,1,"Halfpipe","HP",10080,2,"Women","W",8017,"Women's Halfpipe","Women's Halfpipe","/Date(1645090200000+0000)/","2022-02-17T09:30:00","/Date(1645061400000+0000)/","2022-02-17T01:30:00","/Date(1645181400000+0000)/","2022-02-18T10:50:00","/Date(1645152600000+0000)/","2022-02-18T02:50:00",73856,"Genting Snow Park",25216,"Zhangjiakou",2770,"China","CHN",FALSE,TRUE,TRUE,FALSE,1,"GU Eileen","GU E",1642245,384,26,2770,"2770","China","CHN",NA,NA,NA,NA,NA,NA,1,"SHARPE Cassie","SHARPE C",1021646,1127,159,2231,"2231","Canada","CAN",NA,NA,NA,NA,NA,NA,1,"KARKER Rachael","KARKER R",1219428,1127,159,2231,"2231","Canada","CAN",NA,NA,NA,NA,NA,NA,"FRSWHP----------------QUAL000300--"
