"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
1221476,"CZE","PAUL Tomas","PAUL T","Tomas","Paul","M",5,"24","9","15","16","8","82","94","75","83","81"
1967586,"CZE","PAULOVA Zuzana","PAULOVA Z","Zuzana","Paulova","F",5,"16","6","10","13","3","77","83","73","83","50"
1245715,"CHN","LING Zhi","LING Z","Zhi","Ling","M",5,"24","2","22","16","8","90","100","89","92","84"
2272511,"CHN","FAN Suyuan","FAN S","Suyuan","Fan","F",5,"15","4","11","11","4","60","38","68","66","44"
