"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
1022627,"ITA","MOSANER Amos","MOSANER A","Amos","Mosaner","M",5,"24","7","17","18","6","76","79","75","86","46"
1475582,"ITA","CONSTANTINI Stefania","CONSTANTINI S","Stefania","Constantini","F",5,"15","6","9","12","3","85","88","83","85","83"
1245715,"CHN","LING Zhi","LING Z","Zhi","Ling","M",5,"24","12","12","18","6","67","56","77","71","54"
2272511,"CHN","FAN Suyuan","FAN S","Suyuan","Fan","F",5,"16","12","4","12","4","55","50","69","71","6"
