"n_ParticipantType1","n_ParticipantType2","n_ParticipantType3","n_ParticipantType4","n_ParticipantID1","n_ParticipantID2","n_ParticipantID3","n_ParticipantID4","c_Participant1","c_Participant2","c_Participant3","c_Participant4","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantShort3","c_ParticipantShort4","c_ParticipantFirstName1","c_ParticipantFirstName2","c_ParticipantFirstName3","c_ParticipantFirstName4","c_ParticipantLastName1","c_ParticipantLastName2","c_ParticipantLastName3","c_ParticipantLastName4","c_Bib1","c_Bib2","c_Bib3","c_Bib4","n_StartOrder1","n_StartOrder2","n_StartOrder3","n_StartOrder4","NOC.n_ID1","NOC.n_ID2","NOC.n_ID3","NOC.n_ID4","NOC.n_GeoID1","NOC.n_GeoID2","NOC.n_GeoID3","NOC.n_GeoID4","NOC.c_Name1","NOC.c_Name2","NOC.c_Name3","NOC.c_Name4","NOC.c_Short1","NOC.c_Short2","NOC.c_Short3","NOC.c_Short4","n_Rank1","n_Rank2","n_Rank3","n_Rank4","n_RankSort1","n_RankSort2","n_RankSort3","n_RankSort4","c_Rank1","c_Rank2","c_Rank3","c_Rank4","c_ODF_QualificationMark1","c_ODF_QualificationMark2","c_ODF_QualificationMark3","c_ODF_QualificationMark4","b_Completed1","b_Completed2","b_Completed3","b_Completed4","b_Upcoming1","b_Upcoming2","b_Upcoming3","b_Upcoming4","c_Result1","c_Result2","c_Result3","c_Result4"
"1","1","1","1","1021532","1535361","1469619","1637184","NAESLUND Sandra","HOFFOS Courtney","GANTENBEIN Talina","GRILLET AUBERT Jade","NAESLUND S","HOFFOS C","GANTENBEIN T","GRILLET AUBERT J","Sandra","Courtney","Talina","Jade","Näslund","Hoffos","Gantenbein","Grillet Aubert","1","8","9","16","1","2","3","4","154","159","149","144","2222","2231","2213","2202","Sweden","Canada","Switzerland","France","SWE","CAN","SUI","FRA","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.22","+0.91","+1.07"
"1","1","1","1","809002","1641421","1367411","2268665","THOMPSON Marielle","SCHMIDT Hannah","GALLI Jole","HOLZMANN Johanna","THOMPSON M","SCHMIDT H","GALLI J","HOLZMANN J","Marielle","Hannah","Jole","Johanna","Thompson","Schmidt","Galli","Holzmann","5","4","12","20","2","1","3","4","159","159","6","2","2231","2231","2210","2206","Canada","Canada","Italy","Germany","CAN","CAN","ITA","GER","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.40","+1.35","+1.41"
"1","1","1","1","760760","1238859","760548","997105","KENNEDY-SIM Sami","MAIER Daniela","OFNER Katrin","CHIRTCOVA Anastasiia","KENNEDY-SIM S","MAIER D","OFNER K","CHIRTCOVA A","Sami","Daniela","Katrin","Anastasiia","Kennedy-Sim","Maier","Ofner","Chirtcova","11","3","19","22","2","1","3","4","157","2","151","23062","2229","2206","2219","73035","Australia","Germany","Austria","ROC","AUS","GER","AUT","ROC","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.27","+0.45","+0.45"
"1","1","1","1","762096","809358","828932","1160830","SMITH Fanny","PHELAN Brittany","LIMBACHER Andrea","EDEBO Alexandra","SMITH F","PHELAN B","LIMBACHER A","EDEBO A","Fanny","Brittany","Andrea","Alexandra","Smith","Phelan","Limbacher","Edebo","2","7","18","10","1","2","4","3","149","159","151","154","2213","2231","2219","2222","Switzerland","Canada","Austria","Sweden","SUI","CAN","AUT","SWE","1","2","3","4","1","2","3","4","1","2","3","4","Q","Q",NA,NA,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",NA,"+0.18","+0.36","+31.80"
