"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1139524,"KANAKINA Yulia","KANAKINA Y","Yulia","Kanakina","8", 8,23062,73035,ROC,ROC,11,11,"11","+0.53","1:02.56",62560, 530,"124.1",TRUE,FALSE,1518048008,"456817:48:36",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1720362,"SILVEIRA Nicole","SILVEIRA N","Nicole","Silveira","2", 2,   16, 2235,Brazil,BRA,12,12,"12","+0.55","1:02.58",62580, 550,"122.7",TRUE,FALSE,1518048002,"456817:34:42",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1139502,"CHANNELL Jane","CHANNELL J","Jane","Channell","13",13,  159, 2231,Canada,CAN,13,13,"13","+0.56","1:02.59",62590, 560,"124.4",TRUE,FALSE,1518048013,"456817:59:54",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1, 720042,"FLOCK Janine","FLOCK J","Janine","Flock","6", 6,  151, 2219,Austria,AUT,14,14,"14","+0.61","1:02.64",62640, 610,"124.8",TRUE,FALSE,1518048006,"456817:43:56",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1945989,"LI Yuxi","LI Y","Yuxi","Li","21",21,   26, 2770,China,CHN,14,15,"14","+0.61","1:02.64",62640, 610,"124.9",TRUE,FALSE,1518048021,"456818:19:04",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1475712,"TARARYCHENKOVA Alina","TARARYCHENKOVA A","Alina","Tararychenkova","10",10,23062,73035,ROC,ROC,16,16,"16","+0.71","1:02.74",62740, 710,"123.7",TRUE,FALSE,1518048010,"456817:53:37",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1023342,"MARGAGLIO Valentina","MARGAGLIO V","Valentina","Margaglio","9", 9,    6, 2210,Italy,ITA,17,17,"17","+0.81","1:02.84",62840, 810,"121.8",TRUE,FALSE,1518048009,"456818:26:14",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1014598,"NIKITINA Elena","NIKITINA E","Elena","Nikitina","5", 5,23062,73035,ROC,ROC,18,18,"18","+0.89","1:02.92",62920, 890,"121.9",TRUE,FALSE,1518048005,"456817:41:19",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1730289,"CURTIS Kelly","CURTIS K","Kelly","Curtis","17",17,    5, 2209,United States,USA,19,19,"19","+0.91","1:02.94",62940, 910,"123.6",TRUE,FALSE,1518048017,"456818:09:38",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1353108,"TERAUDA Endija","TERAUDA E","Endija","Terauda","23",23,    9, 2218,Latvia,LAT,20,20,"20","+0.95","1:02.98",62980, 950,"126.0",TRUE,FALSE,1518048023,"456818:23:12",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1, 917734,"DEAS Laura","DEAS L","Laura","Deas","1", 1,  211, 4058,Great Britain,GBR,21,21,"21","+0.96","1:02.99",62990, 960,"123.6",TRUE,FALSE,1518048001,"456817:32:29",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1594488,"KIM Eunji","KIM E","Eunji","Kim","24",24,  106, 4391,South Korea,KOR,22,22,"22","+1.25","1:03.28",63280,1250,"122.0",TRUE,FALSE,1518048024,"456818:25:35",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1495433,"CROWLEY Brogan","CROWLEY B","Brogan","Crowley","20",20,  211, 4058,Great Britain,GBR,23,23,"23","+1.29","1:03.32",63320,1290,"121.3",TRUE,FALSE,1518048020,"456818:16:45",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1177268,"DELKA Kellie","DELKA K","Kellie","Delka","22",22,  277, 9639,Puerto Rico,PUR,24,24,"24","+2.80","1:04.83",64830,2800,"119.4",TRUE,FALSE,1518048022,"456818:21:12",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1018969,"TANNENBAUM Katie","TANNENBAUM K","Katie","Tannenbaum","25",25,  114, 9101,Virgin Islands,ISV,25,25,"25","+4.45","1:06.48",66480,4450,"115.1",TRUE,FALSE,1518048025,"456818:27:13",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
