"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
721971,"SWE","ERIKSSON Oskar","ERIKSSON O","Oskar","Eriksson","M",5,"27","17","10","22","5","78","84","68","84","50"
1245672,"SWE","DE VAL Almida","DE VAL A","Almida","de Val","F",5,"18","9","9","16","2","49","53","44","48","50"
721966,"USA","PLYS Chris","PLYS C","Chris","Plys","M",5,"27","13","14","20","7","76","73","79","76","75"
1149977,"USA","PERSINGER Vicky","PERSINGER V","Vicky","Persinger","F",5,"16","7","9","14","2","81","75","86","79","100"
