"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
1221476,"CZE","PAUL Tomas","PAUL T","Tomas","Paul","M",5,"21","10","11","17","4","68","68","68","81","13"
1967586,"CZE","PAULOVA Zuzana","PAULOVA Z","Zuzana","Paulova","F",5,"13","2","11","12","1","75","88","73","81","0"
1149957,"GBR","DODDS Jennifer","DODDS J","Jennifer","Dodds","F",5,"14","6","8","11","3","59","33","78","57","67"
1366641,"GBR","MOUAT Bruce","MOUAT B","Bruce","Mouat","M",5,"21","14","7","12","9","95","93","100","92","100"
