"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2, 823159,"FRIEDRICH F/MARGIS T","Friedrich/Margis","Friedrich/Margis","4", 1,    2, 2206,Germany,GER, 1, 1,"1","58.99","58.99",58990,   0,"135.9",TRUE,FALSE,1518048001,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","823159","1012833","FRIEDRICH Francesco","MARGIS Thorsten","Francesco","Thorsten","Friedrich","Margis","FRIEDRICH F","MARGIS T","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1239754,"LOCHNER J/BAUER F","Lochner/Bauer","Lochner/Bauer","6", 2,    2, 2206,Germany,GER, 2, 2,"2","+0.33","59.32",59320, 330,"135.9",TRUE,FALSE,1518048002,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1239754","1720339","LOCHNER Johannes","BAUER Florian","Johannes","Florian","Lochner","Bauer","LOCHNER J","BAUER F","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1337470,"HAFER C/SOMMER M","Hafer/Sommer","Hafer/Sommer","9", 4,    2, 2206,Germany,GER, 3, 3,"3","+0.52","59.51",59510, 520,"136.0",TRUE,FALSE,1518048004,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1337470","1458194","HAFER Christoph","SOMMER Matthias","Christoph","Matthias","Hafer","Sommer","HAFER C","SOMMER M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1014143,"RINALDI R/VAIN B","Rinaldi/Vain","Rinaldi/Vain","1", 7,   22, 2249,Monaco,MON, 4, 4,"4","+0.58","59.57",59570, 580,"135.1",TRUE,FALSE,1518048007,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014143","1139113","RINALDI Rudy","VAIN Boris","Rudy","Boris","Rinaldi","Vain","RINALDI R","VAIN B","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1729454,"VOGT M/MICHEL S","Vogt/Michel","Vogt/Michel","11", 6,  149, 2213,Switzerland,SUI, 5, 5,"5","+0.60","59.59",59590, 600,"135.1",TRUE,FALSE,1518048006,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1729454","1748758","VOGT Michael","MICHEL Sandro","Michael","Sandro","Vogt","Michel","VOGT M","MICHEL S","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1014145,"MAIER B/SAMMER M","Maier/Sammer","Maier/Sammer","14", 5,  151, 2219,Austria,AUT, 6, 6,"6","+0.65","59.64",59640, 650,"135.3",TRUE,FALSE,1518048005,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014145","1012853","MAIER Benjamin","SAMMER Markus","Benjamin","Markus","Maier","Sammer","MAIER B","SAMMER M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 654193,"KRIPPS J/STONES C","Kripps/Stones","Kripps/Stones","5",10,  159, 2231,Canada,CAN, 7, 7,"7","+0.72","59.71",59710, 720,"133.9",TRUE,FALSE,1518048010,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","654193","1467428","KRIPPS Justin","STONES Cameron","Justin","Cameron","Kripps","Stones","KRIPPS J","STONES C","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 764863,"SPRING C/EVELYN M","Spring/Evelyn","Spring/Evelyn","15", 8,  159, 2231,Canada,CAN, 8, 8,"8","+0.77","59.76",59760, 770,"134.1",TRUE,FALSE,1518048008,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","764863","2167049","SPRING Chris","EVELYN Mike","Chris","Mike","Spring","Evelyn","SPRING C","EVELYN M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1592029,"GAITIUKEVICH R/LAPTEV A","Gaitiukevich/Laptev","Gaitiukevich/Laptev","7", 3,23062,73035,ROC,ROC, 9, 9,"9","+0.81","59.80",59800, 810,"133.2",TRUE,FALSE,1518048003,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1592029","2160926","GAITIUKEVICH Rostislav","LAPTEV Aleksey","Rostislav","Aleksey","Gaitiukevich","Laptev","GAITIUKEVICH R","LAPTEV A","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1023339,"KIBERMANIS O/MIKNIS M","Kibermanis/Miknis","Kibermanis/Miknis","12", 9,    9, 2218,Latvia,LAT,10,10,"10","+0.83","59.82",59820, 830,"134.0",TRUE,FALSE,1518048009,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1023339","1337495","KIBERMANIS Oskars","MIKNIS Matiss","Oskars","Matiss","Kibermanis","Miknis","KIBERMANIS O","MIKNIS M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
