"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2,1457403,"DEL DUCA F/ABDUL-SABOOR H","Del Duca/Abdul-Saboor","Del Duca/Abdul-Saboor","17",15,    5, 2209,United States,USA,11,11,"11","+0.87","59.86",59860, 870,"134.1",TRUE,FALSE,1518048015,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1457403","1467425","DEL DUCA Frank","ABDUL-SABOOR Hakeem","Frank","Hakeem","Del Duca","Abdul-Saboor","DEL DUCA F","ABDUL-SABOOR H","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 995128,"HEINRICH R/HAUTERVILLE D","Heinrich/Hauterville","Heinrich/Hauterville","13",13,  144, 2202,France,FRA,12,12,"12","+0.93","59.92",59920, 930,"133.9",TRUE,FALSE,1518048013,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","995128","1563682","HEINRICH Romain","HAUTERVILLE Dorian","Romain","Dorian","Heinrich","Hauterville","HEINRICH R","HAUTERVILLE D","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1720351,"SUN K/WU Q","Sun/Wu","Sun/Wu","22",14,   26, 2770,China,CHN,13,13,"13","+1.00","59.99",59990,1000,"133.7",TRUE,FALSE,1518048014,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1720351","1940417","SUN Kaizhi","WU Qingze","Kaizhi","Qingze","Sun","Wu","SUN K","WU Q","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 911732,"South Korea","Won/Kim","Won/Kim","16",16,  106, 4391,South Korea,KOR,14,14,"14","+1.11","1:00.10",60100,1110,"133.6",TRUE,FALSE,1518048016,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","911732","1221460","YUN-JONG Won","KIM Jinsu","Yunjong","Jinsu","Won","Kim","YUN-JONG W","KIM J","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1469894,"TENTEA M/DAROCZI NC","Tentea/Daroczi","Tentea/Daroczi","19",18,  164, 2244,Romania,ROU,15,15,"15","+1.20","1:00.19",60190,1200,"134.2",TRUE,FALSE,1518048018,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1469894","1408208","TENTEA Mihai","DAROCZI Nicolae Ciprian","Mihai","Nicolae Ciprian","Tentea","Daroczi","TENTEA M","DAROCZI NC","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1123833,"DVORAK D/NOSEK J","Dvorak/Nosek","Dvorak/Nosek","24",12,   17, 2240,Czech Republic,CZE,16,16,"16","+1.21","1:00.20",60200,1210,"133.9",TRUE,FALSE,1518048012,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1123833","1337484","DVORAK Dominik","NOSEK Jakub","Dominik","Jakub","Dvorak","Nosek","DVORAK D","NOSEK J","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,2058224,"CIPULIS E/NEMME E","Cipulis/Nemme","Cipulis/Nemme","20",17,    9, 2218,Latvia,LAT,16,17,"16","+1.21","1:00.20",60200,1210,"133.0",TRUE,FALSE,1518048017,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","2058224","1938994","CIPULIS Emils","NEMME Edgars","Emils","Edgars","Cipulis","Nemme","CIPULIS E","NEMME E","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1124999,"HALL B/GLEESON N","Hall/Gleeson","Hall/Gleeson","8",11,  211, 4058,Great Britain,GBR,18,18,"18","+1.23","1:00.22",60220,1230,"134.7",TRUE,FALSE,1518048011,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1124999","1563812","HALL Bradley","GLEESON Nicholas","Bradley","Nicholas","Hall","Gleeson","HALL B","GLEESON N","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1139559,"AUSTIN T/SUNDERLAND D","Austin/Sunderland","Austin/Sunderland","18",20,  159, 2231,Canada,CAN,19,19,"19","+1.30","1:00.29",60290,1300,"133.8",TRUE,FALSE,1518048020,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1139559","1468088","AUSTIN Taylor","SUNDERLAND Daniel","Taylor","Daniel","Austin","Sunderland","AUSTIN T","SUNDERLAND D","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 767857,"DE BRUIN I/FRANJIC J","de Bruin/Franjic","de Bruin/Franjic","3",24,    1, 2201,Netherlands,NED,20,20,"20","+1.36","1:00.35",60350,1360,"132.8",TRUE,FALSE,1518048024,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","767857","2071526","DE BRUIN Ivo","FRANJIC Jelen","Ivo","Jelen","de Bruin","Franjic","DE BRUIN I","FRANJIC J","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1014132,"BAUMGARTNER P/MIRCEA R","Baumgartner/Mircea","Baumgartner/Mircea","26",21,    6, 2210,Italy,ITA,21,21,"21","+1.39","1:00.38",60380,1390,"133.5",TRUE,FALSE,1518048021,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014132","2260343","BAUMGARTNER Patrick","MIRCEA Robert","Patrick","Robert","Baumgartner","Mircea","BAUMGARTNER P","MIRCEA R","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1720336,"LI C/LIU W","Li/Liu","Li/Liu","23",22,   26, 2770,China,CHN,22,22,"22","+1.44","1:00.43",60430,1440,"132.2",TRUE,FALSE,1518048022,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1720336","1720367","LI Chunjian","LIU Wei","Chunjian","Wei","Li","Liu","LI C","LIU W","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 994209,"FRIEDLI S/HAAS A","Friedli/Haas","Friedli/Haas","10",19,  149, 2213,Switzerland,SUI,23,23,"23","+1.48","1:00.47",60470,1480,"132.0",TRUE,FALSE,1518048019,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","994209","2157768","FRIEDLI Simon","HAAS Andreas","Simon","Andreas","Friedli","Haas","FRIEDLI S","HAAS A","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1013412,"South Korea","Suk/Kim","Suk/Kim","21",23,  106, 4391,South Korea,KOR,24,24,"24","+1.53","1:00.52",60520,1530,"132.7",TRUE,FALSE,1518048023,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1013412","2271626","SUK Youngjin","KIM Hyeonggeun","Youngjin","Hyeonggeun","Suk","Kim","SUK Y","KIM H","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1458215,"CHURCH H/VOLKER C","Church/Volker","Church/Volker","28",28,    5, 2209,United States,USA,25,25,"25","+1.54","1:00.53",60530,1540,"133.6",TRUE,FALSE,1518048028,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1458215","2260519","CHURCH Hunter","VOLKER Charles","Hunter","Charles","Church","Volker","CHURCH H","VOLKER C","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1125013,"ANDRIANOV M/ZHAROVTSEV V","Andrianov/Zharovtsev","Andrianov/Zharovtsev","2",26,23062,73035,ROC,ROC,26,26,"26","+1.56","1:00.55",60550,1560,"134.1",TRUE,FALSE,1518048026,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1125013","1551078","ANDRIANOV Maxim","ZHAROVTSEV Vladislav","Maxim","Vladislav","Andrianov","Zharovtsev","ANDRIANOV M","ZHAROVTSEV V","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1014149,"TREICHL M/GLUCK M","Treichl/Glück","Treichl/Glück","25",25,  151, 2219,Austria,AUT,27,27,"27","+1.67","1:00.66",60660,1670,"133.5",TRUE,FALSE,1518048025,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1014149","1468064","TREICHL Markus","GLUCK Markus","Markus","Markus","Treichl","Glück","TREICHL M","GLUCK M","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,2262295,"BROWN A/JOHN S","Brown/John","Brown/John","29",27,   32, 2785,Trinidad & Tobago,TTO,28,28,"28","+1.87","1:00.86",60860,1870,"132.1",TRUE,FALSE,1518048027,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","2262295","2272359","BROWN Axel","JOHN Shakeel","Axel","Shakeel","Brown","John","BROWN A","JOHN S","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2, 429385,"BINDILATTI E/MARTINS ER","Bindilatti/Martins","Bindilatti/Martins","27",29,   16, 2235,Brazil,BRA,29,29,"29","+2.35","1:01.34",61340,2350,"129.5",TRUE,FALSE,1518048029,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","429385","1221453","BINDILATTI Edson","MARTINS Edson Ricardo","Edson","Edson Ricardo","Bindilatti","Martins","BINDILATTI E","MARTINS ER","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
2,1746115,"STEPHENS S/TURGOTT N","Stephens/Turgott","Stephens/Turgott","30",30,  248, 7233,Jamaica,JAM,30,30,"30","+2.55","1:01.54",61540,2550,NA,TRUE,FALSE,1518048030,240,"https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","1","2","1746115","1401252","STEPHENS Shanwayne","TURGOTT Nimroy","Shanwayne","Nimroy","Stephens","Turgott","STEPHENS S","TURGOTT N","240","240","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4","https://stream.nbcolympics.com/two-man-bobsled-heats-3-4"
