"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2,1239754,"LOCHNER J/BAUER F","Lochner/Bauer","Lochner/Bauer","6",19,    2, 2206,Germany,GER, 1, 1,"1","59.27","59.27",59270,   0,"135.2",TRUE,FALSE,1518048019,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1239754","1720339","LOCHNER Johannes","BAUER Florian","Johannes","Florian","Lochner","Bauer","LOCHNER J","BAUER F","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 823159,"FRIEDRICH F/MARGIS T","Friedrich/Margis","Friedrich/Margis","4",20,    2, 2206,Germany,GER, 2, 2,"2","+0.09","59.36",59360,  90,"134.3",TRUE,FALSE,1518048020,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","823159","1012833","FRIEDRICH Francesco","MARGIS Thorsten","Francesco","Thorsten","Friedrich","Margis","FRIEDRICH F","MARGIS T","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1014143,"RINALDI R/VAIN B","Rinaldi/Vain","Rinaldi/Vain","1",12,   22, 2249,Monaco,MON, 3, 3,"3","+0.63","59.90",59900, 630,"134.2",TRUE,FALSE,1518048012,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1014143","1139113","RINALDI Rudy","VAIN Boris","Rudy","Boris","Rinaldi","Vain","RINALDI R","VAIN B","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1729454,"VOGT M/MICHEL S","Vogt/Michel","Vogt/Michel","11",14,  149, 2213,Switzerland,SUI, 3, 4,"3","+0.63","59.90",59900, 630,"134.0",TRUE,FALSE,1518048014,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1729454","1748758","VOGT Michael","MICHEL Sandro","Michael","Sandro","Vogt","Michel","VOGT M","MICHEL S","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1592029,"GAITIUKEVICH R/LAPTEV A","Gaitiukevich/Laptev","Gaitiukevich/Laptev","7",18,23062,73035,ROC,ROC, 5, 5,"5","+0.64","59.91",59910, 640,"132.7",TRUE,FALSE,1518048018,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1592029","2160926","GAITIUKEVICH Rostislav","LAPTEV Aleksey","Rostislav","Aleksey","Gaitiukevich","Laptev","GAITIUKEVICH R","LAPTEV A","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1337470,"HAFER C/SOMMER M","Hafer/Sommer","Hafer/Sommer","9",17,    2, 2206,Germany,GER, 6, 6,"6","+0.66","59.93",59930, 660,"133.9",TRUE,FALSE,1518048017,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1337470","1458194","HAFER Christoph","SOMMER Matthias","Christoph","Matthias","Hafer","Sommer","HAFER C","SOMMER M","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1023339,"KIBERMANIS O/MIKNIS M","Kibermanis/Miknis","Kibermanis/Miknis","12",11,    9, 2218,Latvia,LAT, 7, 7,"7","+0.67","59.94",59940, 670,"133.2",TRUE,FALSE,1518048011,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1023339","1337495","KIBERMANIS Oskars","MIKNIS Matiss","Oskars","Matiss","Kibermanis","Miknis","KIBERMANIS O","MIKNIS M","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1014145,"MAIER B/SAMMER M","Maier/Sammer","Maier/Sammer","14",16,  151, 2219,Austria,AUT, 8, 8,"8","+0.69","59.96",59960, 690,"132.9",TRUE,FALSE,1518048016,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1014145","1012853","MAIER Benjamin","SAMMER Markus","Benjamin","Markus","Maier","Sammer","MAIER B","SAMMER M","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1720351,"SUN K/WU Q","Sun/Wu","Sun/Wu","22", 2,   26, 2770,China,CHN, 9, 9,"9","+0.74","1:00.01",60010, 740,"133.6",TRUE,FALSE,1518048002,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1720351","1940417","SUN Kaizhi","WU Qingze","Kaizhi","Qingze","Sun","Wu","SUN K","WU Q","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 764863,"SPRING C/EVELYN M","Spring/Evelyn","Spring/Evelyn","15",15,  159, 2231,Canada,CAN,10,10,"10","+0.76","1:00.03",60030, 760,"133.0",TRUE,FALSE,1518048015,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","764863","2167049","SPRING Chris","EVELYN Mike","Chris","Mike","Spring","Evelyn","SPRING C","EVELYN M","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1123833,"DVORAK D/NOSEK J","Dvorak/Nosek","Dvorak/Nosek","24", 6,   17, 2240,Czech Republic,CZE,11,11,"11","+0.77","1:00.04",60040, 770,"133.9",TRUE,FALSE,1518048006,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1123833","1337484","DVORAK Dominik","NOSEK Jakub","Dominik","Jakub","Dvorak","Nosek","DVORAK D","NOSEK J","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 995128,"HEINRICH R/HAUTERVILLE D","Heinrich/Hauterville","Heinrich/Hauterville","13", 5,  144, 2202,France,FRA,11,12,"11","+0.77","1:00.04",60040, 770,"133.2",TRUE,FALSE,1518048005,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","995128","1563682","HEINRICH Romain","HAUTERVILLE Dorian","Romain","Dorian","Heinrich","Hauterville","HEINRICH R","HAUTERVILLE D","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1124999,"HALL B/GLEESON N","Hall/Gleeson","Hall/Gleeson","8",10,  211, 4058,Great Britain,GBR,13,13,"13","+0.78","1:00.05",60050, 780,"133.7",TRUE,FALSE,1518048010,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1124999","1563812","HALL Bradley","GLEESON Nicholas","Bradley","Nicholas","Hall","Gleeson","HALL B","GLEESON N","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 654193,"KRIPPS J/STONES C","Kripps/Stones","Kripps/Stones","5",13,  159, 2231,Canada,CAN,14,14,"14","+0.81","1:00.08",60080, 810,"132.7",TRUE,FALSE,1518048013,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","654193","1467428","KRIPPS Justin","STONES Cameron","Justin","Cameron","Kripps","Stones","KRIPPS J","STONES C","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1457403,"DEL DUCA F/ABDUL-SABOOR H","Del Duca/Abdul-Saboor","Del Duca/Abdul-Saboor","17", 8,    5, 2209,United States,USA,15,15,"15","+0.95","1:00.22",60220, 950,"133.1",TRUE,FALSE,1518048008,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1457403","1467425","DEL DUCA Frank","ABDUL-SABOOR Hakeem","Frank","Hakeem","Del Duca","Abdul-Saboor","DEL DUCA F","ABDUL-SABOOR H","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,2058224,"CIPULIS E/NEMME E","Cipulis/Nemme","Cipulis/Nemme","20", 3,    9, 2218,Latvia,LAT,16,16,"16","+0.97","1:00.24",60240, 970,"132.7",TRUE,FALSE,1518048003,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","2058224","1938994","CIPULIS Emils","NEMME Edgars","Emils","Edgars","Cipulis","Nemme","CIPULIS E","NEMME E","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
