"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2, 911732,"South Korea","Won/Kim","Won/Kim","16", 7,  106, 4391,South Korea,KOR,17,17,"17","+1.01","1:00.28",60280,1010,"132.8",TRUE,FALSE,1518048007,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","911732","1221460","YUN-JONG Won","KIM Jinsu","Yunjong","Jinsu","Won","Kim","YUN-JONG W","KIM J","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1720336,"LI C/LIU W","Li/Liu","Li/Liu","23",24,   26, 2770,China,CHN,18,18,"18","+1.09","1:00.36",60360,1090,"132.2",TRUE,FALSE,1518048024,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1720336","1720367","LI Chunjian","LIU Wei","Chunjian","Wei","Li","Liu","LI C","LIU W","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 767857,"DE BRUIN I/FRANJIC J","de Bruin/Franjic","de Bruin/Franjic","3",27,    1, 2201,Netherlands,NED,18,19,"18","+1.09","1:00.36",60360,1090,"132.6",TRUE,FALSE,1518048027,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","767857","2071526","DE BRUIN Ivo","FRANJIC Jelen","Ivo","Jelen","de Bruin","Franjic","DE BRUIN I","FRANJIC J","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 994209,"FRIEDLI S/HAAS A","Friedli/Haas","Friedli/Haas","10", 4,  149, 2213,Switzerland,SUI,20,20,"20","+1.10","1:00.37",60370,1100,"132.8",TRUE,FALSE,1518048004,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","994209","2157768","FRIEDLI Simon","HAAS Andreas","Simon","Andreas","Friedli","Haas","FRIEDLI S","HAAS A","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1139559,"AUSTIN T/SUNDERLAND D","Austin/Sunderland","Austin/Sunderland","18",21,  159, 2231,Canada,CAN,21,21,"21","+1.14","1:00.41",60410,1140,"133.3",TRUE,FALSE,1518048021,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1139559","1468088","AUSTIN Taylor","SUNDERLAND Daniel","Taylor","Daniel","Austin","Sunderland","AUSTIN T","SUNDERLAND D","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1013412,"South Korea","Suk/Kim","Suk/Kim","21",23,  106, 4391,South Korea,KOR,22,22,"22","+1.19","1:00.46",60460,1190,"133.2",TRUE,FALSE,1518048023,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1013412","2271626","SUK Youngjin","KIM Hyeonggeun","Youngjin","Hyeonggeun","Suk","Kim","SUK Y","KIM H","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1469894,"TENTEA M/DAROCZI NC","Tentea/Daroczi","Tentea/Daroczi","19", 9,  164, 2244,Romania,ROU,22,23,"22","+1.19","1:00.46",60460,1190,"133.6",TRUE,FALSE,1518048009,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1469894","1408208","TENTEA Mihai","DAROCZI Nicolae Ciprian","Mihai","Nicolae Ciprian","Tentea","Daroczi","TENTEA M","DAROCZI NC","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1014132,"BAUMGARTNER P/MIRCEA R","Baumgartner/Mircea","Baumgartner/Mircea","26", 1,    6, 2210,Italy,ITA,24,24,"24","+1.20","1:00.47",60470,1200,"133.6",TRUE,FALSE,1518048001,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1014132","2260343","BAUMGARTNER Patrick","MIRCEA Robert","Patrick","Robert","Baumgartner","Mircea","BAUMGARTNER P","MIRCEA R","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1014149,"TREICHL M/GLUCK M","Treichl/Glück","Treichl/Glück","25",26,  151, 2219,Austria,AUT,25,25,"25","+1.25","1:00.52",60520,1250,"132.5",TRUE,FALSE,1518048026,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1014149","1468064","TREICHL Markus","GLUCK Markus","Markus","Markus","Treichl","Glück","TREICHL M","GLUCK M","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1125013,"ANDRIANOV M/ZHAROVTSEV V","Andrianov/Zharovtsev","Andrianov/Zharovtsev","2",22,23062,73035,ROC,ROC,26,26,"26","+1.48","1:00.75",60750,1480,"132.9",TRUE,FALSE,1518048022,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1125013","1551078","ANDRIANOV Maxim","ZHAROVTSEV Vladislav","Maxim","Vladislav","Andrianov","Zharovtsev","ANDRIANOV M","ZHAROVTSEV V","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,2262295,"BROWN A/MARCANO A","Brown/Marcano","Brown/Marcano","29",28,   32, 2785,Trinidad & Tobago,TTO,27,27,"27","+1.62","1:00.89",60890,1620,"131.7",TRUE,FALSE,1518048028,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","2262295","2272362","BROWN Axel","MARCANO Andre","Axel","Andre","Brown","Marcano","BROWN A","MARCANO A","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1746115,"STEPHENS S/TURGOTT N","Stephens/Turgott","Stephens/Turgott","30",30,  248, 7233,Jamaica,JAM,28,28,"28","+2.08","1:01.35",61350,2080,NA,TRUE,FALSE,1518048030,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1746115","1401252","STEPHENS Shanwayne","TURGOTT Nimroy","Shanwayne","Nimroy","Stephens","Turgott","STEPHENS S","TURGOTT N","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2, 429385,"BINDILATTI E/MARTINS ER","Bindilatti/Martins","Bindilatti/Martins","27",29,   16, 2235,Brazil,BRA,29,29,"29","+2.09","1:01.36",61360,2090,"129.6",TRUE,FALSE,1518048029,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","429385","1221453","BINDILATTI Edson","MARTINS Edson Ricardo","Edson","Edson Ricardo","Bindilatti","Martins","BINDILATTI E","MARTINS ER","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
2,1458215,"CHURCH H/VOLKER C","Church/Volker","Church/Volker","28",25,    5, 2209,United States,USA,30,30,"30","+2.13","1:01.40",61400,2130,"131.6",TRUE,FALSE,1518048025,239,"https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","1","2","1458215","2260519","CHURCH Hunter","VOLKER Charles","Hunter","Charles","Church","Volker","CHURCH H","VOLKER C","239","239","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2","https://stream.nbcolympics.com/two-man-bobsled-heats-1-2"
