"Sport.n_ID","Sport.n_TypeID","Sport.c_Name","Sport.c_Short","Sport.c_ParticipatingNOCIDList","DateList.n_DateLocal","DateList.b_LiveWindowDate","c_TimeFirstEventLocal","c_TimeFirstEventUTC","c_TimeLastEventLocal","c_TimeLastEventUTC","b_TimeUnknown","b_Scheduled","b_MatchupComplete","b_MatchupPartial","b_StartList","b_InProgress","b_Finished","b_LiveWindow","b_Delayed","b_Postponed","b_Cancelled","b_Rescheduled","n_EventMatchID","n_MatchID","c_Match","n_MatchNr","n_MatchLevel","b_KnockoutMatch","n_ContainerMatchID","c_ContainerMatch","n_NavigationMatchID","Match","c_ParticipatingNOCIDList","c_ScheduleStatus","c_ODF_ScheduleStatus","c_RSCCode","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","GenderEvent.n_ID","GenderEvent.c_Name","GenderEvent.c_Short","Event.n_ID","Event.n_TypeID","Event.c_Name","Event.c_Short","Event.n_Sort","Gender.n_ID","Gender.c_Name","Gender.c_Short","DateTimes.Start.c_Local","DateTimes.Start.d_Local","DateTimes.Start.n_Local","DateTimes.Start.c_UTC","DateTimes.Start.d_UTC","DateTimes.Start.n_UTC","DateTimes.End.c_Local","DateTimes.End.d_Local","DateTimes.End.n_Local","DateTimes.End.c_UTC","DateTimes.End.d_UTC","DateTimes.End.n_UTC","Venue.n_ID","Venue.c_Name","Venue.c_Short","Location.n_ID","Location.c_Name","Location.c_Short","Country.n_ID","Country.c_Name","Country.c_Short","MedalsToBeAwarded.b_Gold","MedalsToBeAwarded.b_Silver","MedalsToBeAwarded.b_Bronze"
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220210,FALSE,"2022-02-10T15:00:00","2022-02-10T07:00:00","2022-02-10T15:00:00","2022-02-10T07:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937871,1937871,NA,NA,NA,FALSE,1937871,"10km Classic Style",1937871,NA,";2;5;6;7;8;9;13;14;16;17;18;24;26;28;30;33;89;101;106;144;149;150;151;153;154;155;157;159;160;161;164;167;171;173;213;231;23062;","Finished","FINISHED","CCSW10KMIS------------FNL-000100--",NA,NA,203,"https://stream.nbcolympics.com/cross-country-skiing-womens-10km",7541,"Women's 10km Individual","Women's 10km Individual",10095,1,"10km Classic Style","10km C",NA,2,"Women","W","2022-02-10T15:00:00","/Date(1644505200000+0000)/",20220210,"2022-02-10T07:00:00","/Date(1644476400000+0000)/",20220210,"2022-02-10T16:15:00","/Date(1644509700000+0000)/",20220210,"2022-02-10T08:15:00","/Date(1644480900000+0000)/",20220210,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220211,FALSE,"2022-02-11T15:00:00","2022-02-11T07:00:00","2022-02-11T15:00:00","2022-02-11T07:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937870,1937870,NA,NA,NA,FALSE,1937870,"15km Classic Style",1937870,NA,";2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;173;211;213;219;226;3679;23062;","Finished","FINISHED","CCSM15KMIS------------FNL-000100--",NA,NA,204,"https://stream.nbcolympics.com/cross-country-skiing-mens-15km",4902,"Men's 15km Individual","Men's 15km Individual",10099,1,"15km Classic Style","15km C",NA,1,"Men","M","2022-02-11T15:00:00","/Date(1644591600000+0000)/",20220211,"2022-02-11T07:00:00","/Date(1644562800000+0000)/",20220211,"2022-02-11T16:25:00","/Date(1644596700000+0000)/",20220211,"2022-02-11T08:25:00","/Date(1644567900000+0000)/",20220211,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220212,FALSE,"2022-02-12T15:30:00","2022-02-12T07:30:00","2022-02-12T15:30:00","2022-02-12T07:30:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937869,1937869,NA,NA,NA,FALSE,1937869,"4 x 5km Relay",1937869,NA,";2;5;6;8;9;13;17;18;26;144;149;150;153;154;159;160;161;23062;","Finished","FINISHED","CCSW4X5KM-------------FNL-000100--",NA,NA,205,"https://stream.nbcolympics.com/cross-country-skiing-relay-womens",3734,"Women's 4x5km Relay","Women's 4x5km Relay",10111,4,"4 x 5km Relay","4x5km R",NA,2,"Women","W","2022-02-12T15:30:00","/Date(1644679800000+0000)/",20220212,"2022-02-12T07:30:00","/Date(1644651000000+0000)/",20220212,"2022-02-12T16:25:00","/Date(1644683100000+0000)/",20220212,"2022-02-12T08:25:00","/Date(1644654300000+0000)/",20220212,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220213,FALSE,"2022-02-13T15:00:00","2022-02-13T07:00:00","2022-02-13T15:00:00","2022-02-13T07:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937868,1937868,NA,NA,NA,FALSE,1937868,"4 x 10km Relay",1937868,NA,";2;5;6;8;17;18;26;30;144;149;153;154;159;161;23062;","Finished","FINISHED","CCSM4X10KM------------FNL-000100--",NA,NA,206,"https://stream.nbcolympics.com/cross-country-skiing-relay-mens",2310,"Men's 4x10km Relay","Men's 4x10km Relay",10110,4,"4 x 10km Relay","4x10km R",NA,1,"Men","M","2022-02-13T15:00:00","/Date(1644764400000+0000)/",20220213,"2022-02-13T07:00:00","/Date(1644735600000+0000)/",20220213,"2022-02-13T16:35:00","/Date(1644770100000+0000)/",20220213,"2022-02-13T08:35:00","/Date(1644741300000+0000)/",20220213,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220216,FALSE,"2022-02-16T15:15:00","2022-02-16T07:15:00","2022-02-16T15:15:00","2022-02-16T07:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937867,2412695,"Semifinals",1,11,FALSE,1937867,"Team Sprint Classic Style",2412695,NA,";2;5;6;7;8;9;13;16;17;26;30;33;89;103;106;144;149;150;151;153;154;157;159;160;161;171;23062;","Finished","FINISHED","CCSWTEAMSP2-----------SFNL--------",NA,NA,NA,"https://stream.nbcolympics.com/cross-country-skiing-sprint-team",4004,"Women's Team Sprint","Women's Team Sprint",12117,4,"Team Sprint Classic Style","TSP C",NA,2,"Women","W","2022-02-16T15:15:00","/Date(1645024500000+0000)/",20220216,"2022-02-16T07:15:00","/Date(1644995700000+0000)/",20220216,"2022-02-16T16:15:00","/Date(1645028100000+0000)/",20220216,"2022-02-16T08:15:00","/Date(1644999300000+0000)/",20220216,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220216,FALSE,"2022-02-16T16:15:00","2022-02-16T08:15:00","2022-02-16T16:15:00","2022-02-16T08:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937866,2412674,"Semifinals",1,11,FALSE,1937866,"Team Sprint Classic Style",2412674,NA,";2;5;6;7;8;9;13;17;26;30;103;106;144;149;150;151;153;154;157;159;161;164;211;226;23062;","Finished","FINISHED","CCSMTEAMSP2-----------SFNL--------",NA,NA,NA,"https://stream.nbcolympics.com/cross-country-skiing-sprint-team",679,"Men's Team Sprint","Men's Team Sprint",12117,4,"Team Sprint Classic Style","TSP C",NA,1,"Men","M","2022-02-16T16:15:00","/Date(1645028100000+0000)/",20220216,"2022-02-16T08:15:00","/Date(1644999300000+0000)/",20220216,"2022-02-16T17:05:00","/Date(1645031100000+0000)/",20220216,"2022-02-16T09:05:00","/Date(1645002300000+0000)/",20220216,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220216,FALSE,"2022-02-16T17:15:00","2022-02-16T09:15:00","2022-02-16T17:15:00","2022-02-16T09:15:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937867,2412696,"Final",2,2,FALSE,1937867,"Team Sprint Classic Style",2412696,NA,";2;5;144;149;150;151;153;154;161;23062;","Finished","FINISHED","CCSWTEAMSP2-----------FNL---------",NA,NA,207,"https://stream.nbcolympics.com/cross-country-skiing-sprint-team",4004,"Women's Team Sprint","Women's Team Sprint",12117,4,"Team Sprint Classic Style","TSP C",NA,2,"Women","W","2022-02-16T17:15:00","/Date(1645031700000+0000)/",20220216,"2022-02-16T09:15:00","/Date(1645002900000+0000)/",20220216,"2022-02-16T17:45:00","/Date(1645033500000+0000)/",20220216,"2022-02-16T09:45:00","/Date(1645004700000+0000)/",20220216,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220216,FALSE,"2022-02-16T17:45:00","2022-02-16T09:45:00","2022-02-16T17:45:00","2022-02-16T09:45:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937866,2412673,"Final",2,2,FALSE,1937866,"Team Sprint Classic Style",2412673,NA,";5;6;144;149;151;153;154;159;161;23062;","Finished","FINISHED","CCSMTEAMSP2-----------FNL---------",NA,NA,207,"https://stream.nbcolympics.com/cross-country-skiing-sprint-team",679,"Men's Team Sprint","Men's Team Sprint",12117,4,"Team Sprint Classic Style","TSP C",NA,1,"Men","M","2022-02-16T17:45:00","/Date(1645033500000+0000)/",20220216,"2022-02-16T09:45:00","/Date(1645004700000+0000)/",20220216,"2022-02-16T18:15:00","/Date(1645035300000+0000)/",20220216,"2022-02-16T10:15:00","/Date(1645006500000+0000)/",20220216,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220219,FALSE,"2022-02-19T15:00:00","2022-02-19T07:00:00","2022-02-19T15:00:00","2022-02-19T07:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937872,1937872,NA,NA,NA,FALSE,1937872,"50km Freestyle",1937872,NA,";2;5;6;8;9;14;16;17;18;19;26;28;78;89;101;144;145;147;149;150;153;154;155;157;159;160;161;171;211;226;231;23062;","Finished","FINISHED","CCSM50KMMS------------FNL-000100--",NA,NA,208,"https://stream.nbcolympics.com/cross-country-skiing-mens-50km",3342,"Men's 50km Mass Start","Men's 50km Mass Start",10114,1,"50km Freestyle","50km F",NA,1,"Men","M","2022-02-19T15:00:00","/Date(1645282800000+0000)/",20220219,"2022-02-19T07:00:00","/Date(1645254000000+0000)/",20220219,"2022-02-19T17:25:00","/Date(1645291500000+0000)/",20220219,"2022-02-19T09:25:00","/Date(1645262700000+0000)/",20220219,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
220,3,"Cross-Country Skiing","CCS","2;5;6;7;8;9;10;12;13;14;16;17;18;19;24;25;26;28;30;33;78;87;89;90;93;101;103;106;144;145;147;149;150;151;153;154;155;156;157;159;160;161;164;167;171;173;211;213;219;226;231;3679;23062",20220220,FALSE,"2022-02-20T11:00:00","2022-02-20T03:00:00","2022-02-20T11:00:00","2022-02-20T03:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1937873,1937873,NA,NA,NA,FALSE,1937873,"30km Freestyle",1937873,NA,";2;5;6;9;13;17;18;26;30;78;89;103;144;149;150;151;153;154;155;157;159;160;161;171;23062;","Finished","FINISHED","CCSW30KMMS------------FNL-000100--",NA,NA,209,"https://stream.nbcolympics.com/cross-country-skiing-womens-30km",5765,"Women's 30km Mass Start","Women's 30km Mass Start",10109,1,"30km Freestyle","30km F",NA,2,"Women","W","2022-02-20T11:00:00","/Date(1645354800000+0000)/",20220220,"2022-02-20T03:00:00","/Date(1645326000000+0000)/",20220220,"2022-02-20T12:40:00","/Date(1645360800000+0000)/",20220220,"2022-02-20T04:40:00","/Date(1645332000000+0000)/",20220220,73854,"Zhangjiakou Cross-Country Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
