"SportId","SportTypeId","SportName","SportShort","SportParticipatingNocidList","DateListDateLocal","DateListLiveWindowDate","CTimeFirstEventLocal","CTimeFirstEventUtc","CTimeLastEventLocal","CTimeLastEventUtc","BTimeUnknown","BScheduled","BMatchupComplete","BMatchupPartial","BStartList","BInProgress","BFinished","BLiveWindow","BDelayed","BPostponed","BCancelled","BRescheduled","NEventMatchId","NMatchId","CMatch","NMatchNr","NMatchLevel","BKnockoutMatch","NContainerMatchId","CContainerMatch","NNavigationMatchId","Match","CParticipatingNocidList","CScheduleStatus","COdfScheduleStatus","CRscCode","NBdfStartTime","CBdfStartTime","NBdfVideoSessionId","CClientStreamUrl","SportId_2","SportTypeId_2","SportName_2","SportShort_2","GenderEventId","GenderEventName","GenderEventShort","EventId","EventTypeId","EventName","EventShort","EventSort","GenderId","GenderName","GenderShort","DateTimesLocal","DateTimesLocal_2","DateTimesLocal_3","DateTimesUtc","DateTimesUtc_2","DateTimesUtc_3","DateTimesLocal_4","DateTimesLocal_5","DateTimesLocal_6","DateTimesUtc_4","DateTimesUtc_5","DateTimesUtc_6","VenueId","VenueName","VenueShort","LocationId","LocationName","LocationShort","CountryId","CountryName","CountryShort","MedalsToBeAwardedGold","MedalsToBeAwardedSilver","MedalsToBeAwardedBronze"
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220205,FALSE,"2022-02-05T14:20:00","2022-02-05T06:20:00","2022-02-05T14:20:00","2022-02-05T06:20:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941612,2413327,"Qualification Round",1,51,FALSE,1941612,"Individual - Normal Hill",2413327,NA,";2;5;6;8;13;17;18;26;30;33;148;149;150;151;153;159;160;161;164;23062;","Finished","FINISHED","SJPMNH----------------QUAL--------",NA,NA,210,"https://stream.nbcolympics.com/ski-jumping-mens-normal-hill-qualification",215,3,"Ski Jumping","SJP",2779,"Men's Individual Normal Hill","Men's Individual Normal Hill",10055,1,"Individual Normal Hill","Individual - NH",NA,1,"Men","M","2022-02-05T14:20:00","/Date(1644070800000+0000)/",20220205,"2022-02-05T06:20:00","/Date(1644042000000+0000)/",20220205,"2022-02-05T15:25:00","/Date(1644074700000+0000)/",20220205,"2022-02-05T07:25:00","/Date(1644045900000+0000)/",20220205,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220205,FALSE,"2022-02-05T18:45:00","2022-02-05T10:45:00","2022-02-05T18:45:00","2022-02-05T10:45:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941615,2413345,"1st Round",1,31,FALSE,1941615,"Individual - Normal Hill",2413345,NA,";2;5;6;17;18;26;30;144;150;151;153;154;159;161;164;23062;","Finished","FINISHED","SJPWNH----------------FNL-0001SJ--",NA,NA,211,"https://stream.nbcolympics.com/ski-jumping-womens-normal-hill-final",215,3,"Ski Jumping","SJP",2627,"Women's Individual Normal Hill","Women's Individual Normal Hill",10055,1,"Individual Normal Hill","Individual - NH",NA,2,"Women","W","2022-02-05T18:45:00","/Date(1644086700000+0000)/",20220205,"2022-02-05T10:45:00","/Date(1644057900000+0000)/",20220205,"2022-02-05T19:20:00","/Date(1644088800000+0000)/",20220205,"2022-02-05T11:20:00","/Date(1644060000000+0000)/",20220205,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220205,FALSE,"2022-02-05T20:00:00","2022-02-05T12:00:00","2022-02-05T20:00:00","2022-02-05T12:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941615,2413346,"Final Round",2,2,FALSE,1941615,"Individual - Normal Hill",2413346,NA,";2;6;17;18;30;144;151;153;154;159;161;164;23062;","Finished","FINISHED","SJPWNH----------------FNL-0002SJ--",NA,NA,211,"https://stream.nbcolympics.com/ski-jumping-womens-normal-hill-final",215,3,"Ski Jumping","SJP",2627,"Women's Individual Normal Hill","Women's Individual Normal Hill",10055,1,"Individual Normal Hill","Individual - NH",NA,2,"Women","W","2022-02-05T20:00:00","/Date(1644091200000+0000)/",20220205,"2022-02-05T12:00:00","/Date(1644062400000+0000)/",20220205,"2022-02-05T20:40:00","/Date(1644093600000+0000)/",20220205,"2022-02-05T12:40:00","/Date(1644064800000+0000)/",20220205,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220206,FALSE,"2022-02-06T19:00:00","2022-02-06T11:00:00","2022-02-06T19:00:00","2022-02-06T11:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941612,2413329,"1st Round",1,2,FALSE,2413328,"Final",2413329,NA,";2;5;6;8;13;17;18;30;33;148;149;150;151;153;159;160;161;164;23062;","Finished","FINISHED","SJPMNH----------------FNL-0001SJ--",NA,NA,212,"https://stream.nbcolympics.com/ski-jumping-mens-normal-hill-final",215,3,"Ski Jumping","SJP",2779,"Men's Individual Normal Hill","Men's Individual Normal Hill",10055,1,"Individual Normal Hill","Individual - NH",NA,1,"Men","M","2022-02-06T19:00:00","/Date(1644174000000+0000)/",20220206,"2022-02-06T11:00:00","/Date(1644145200000+0000)/",20220206,"2022-02-06T19:44:00","/Date(1644176640000+0000)/",20220206,"2022-02-06T11:44:00","/Date(1644147840000+0000)/",20220206,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220206,FALSE,"2022-02-06T20:07:00","2022-02-06T12:07:00","2022-02-06T20:07:00","2022-02-06T12:07:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941612,2413330,"Final Round",2,2,FALSE,2413328,"Final",2413330,NA,";2;17;18;30;148;149;150;151;153;159;161;23062;","Finished","FINISHED","SJPMNH----------------FNL-0002SJ--",NA,NA,212,"https://stream.nbcolympics.com/ski-jumping-mens-normal-hill-final",215,3,"Ski Jumping","SJP",2779,"Men's Individual Normal Hill","Men's Individual Normal Hill",10055,1,"Individual Normal Hill","Individual - NH",NA,1,"Men","M","2022-02-06T20:07:00","/Date(1644178020000+0000)/",20220206,"2022-02-06T12:07:00","/Date(1644149220000+0000)/",20220206,"2022-02-06T20:38:00","/Date(1644179880000+0000)/",20220206,"2022-02-06T12:38:00","/Date(1644151080000+0000)/",20220206,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220207,FALSE,"2022-02-07T19:45:00","2022-02-07T11:45:00","2022-02-07T19:45:00","2022-02-07T11:45:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941616,2413343,"1st Round",1,9,FALSE,1941616,"Team - Normal Hill",2413343,NA,";2;17;18;26;30;150;151;153;159;23062;","Finished","FINISHED","SJPXNHTEAM4-----------FNL-0001SJ--",NA,NA,23,"https://stream.nbcolympics.com/ski-jumping-mixed-team",215,3,"Ski Jumping","SJP",3737,"Mixed Team","Mixed Team",10060,4,"Team - Normal Hill","Team - NH",NA,4,"Mixed","X","2022-02-07T19:45:00","/Date(1644263100000+0000)/",20220207,"2022-02-07T11:45:00","/Date(1644234300000+0000)/",20220207,"2022-02-07T20:33:00","/Date(1644265980000+0000)/",20220207,"2022-02-07T12:33:00","/Date(1644237180000+0000)/",20220207,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220207,FALSE,"2022-02-07T20:51:00","2022-02-07T12:51:00","2022-02-07T20:51:00","2022-02-07T12:51:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941616,2413344,"Final Round",2,2,FALSE,1941616,"Team - Normal Hill",2413344,NA,";17;18;30;150;151;153;159;23062;","Finished","FINISHED","SJPXNHTEAM4-----------FNL-0002SJ--",NA,NA,23,"https://stream.nbcolympics.com/ski-jumping-mixed-team",215,3,"Ski Jumping","SJP",3737,"Mixed Team","Mixed Team",10060,4,"Team - Normal Hill","Team - NH",NA,4,"Mixed","X","2022-02-07T20:51:00","/Date(1644267060000+0000)/",20220207,"2022-02-07T12:51:00","/Date(1644238260000+0000)/",20220207,"2022-02-07T21:27:00","/Date(1644269220000+0000)/",20220207,"2022-02-07T13:27:00","/Date(1644240420000+0000)/",20220207,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220211,FALSE,"2022-02-11T19:00:00","2022-02-11T11:00:00","2022-02-11T19:00:00","2022-02-11T11:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941613,2413331,"Qualification Round",1,51,FALSE,1941613,"Individual - Large Hill",2413331,NA,";2;5;6;8;13;17;18;26;30;33;148;149;150;151;153;159;160;161;164;23062;","Finished","FINISHED","SJPMLH----------------QUAL--------",NA,NA,22,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-qualification",215,3,"Ski Jumping","SJP",2184,"Men's Individual Large Hill","Men's Individual Large Hill",10054,1,"Individual Large Hill","Individual - LH",NA,1,"Men","M","2022-02-11T19:00:00","/Date(1644606000000+0000)/",20220211,"2022-02-11T11:00:00","/Date(1644577200000+0000)/",20220211,"2022-02-11T20:05:00","/Date(1644609900000+0000)/",20220211,"2022-02-11T12:05:00","/Date(1644581100000+0000)/",20220211,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220212,FALSE,"2022-02-12T19:00:00","2022-02-12T11:00:00","2022-02-12T19:00:00","2022-02-12T11:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941613,2413333,"1st Round",1,2,FALSE,2413332,"Final",2413333,NA,";2;5;6;8;13;17;18;30;33;148;149;150;151;153;159;161;164;23062;","Finished","FINISHED","SJPMLH----------------FNL-0001SJ--",NA,NA,213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final",215,3,"Ski Jumping","SJP",2184,"Men's Individual Large Hill","Men's Individual Large Hill",10054,1,"Individual Large Hill","Individual - LH",NA,1,"Men","M","2022-02-12T19:00:00","/Date(1644692400000+0000)/",20220212,"2022-02-12T11:00:00","/Date(1644663600000+0000)/",20220212,"2022-02-12T19:44:00","/Date(1644695040000+0000)/",20220212,"2022-02-12T11:44:00","/Date(1644666240000+0000)/",20220212,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220212,FALSE,"2022-02-12T20:00:00","2022-02-12T12:00:00","2022-02-12T20:00:00","2022-02-12T12:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941613,2413334,"Final Round",2,2,FALSE,2413332,"Final",2413334,NA,";2;8;18;30;149;150;151;153;161;23062;","Finished","FINISHED","SJPMLH----------------FNL-0002SJ--",NA,NA,213,"https://stream.nbcolympics.com/ski-jumping-mens-large-hill-final",215,3,"Ski Jumping","SJP",2184,"Men's Individual Large Hill","Men's Individual Large Hill",10054,1,"Individual Large Hill","Individual - LH",NA,1,"Men","M","2022-02-12T20:00:00","/Date(1644696000000+0000)/",20220212,"2022-02-12T12:00:00","/Date(1644667200000+0000)/",20220212,"2022-02-12T20:31:00","/Date(1644697860000+0000)/",20220212,"2022-02-12T12:31:00","/Date(1644669060000+0000)/",20220212,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220214,FALSE,"2022-02-14T19:00:00","2022-02-14T11:00:00","2022-02-14T19:00:00","2022-02-14T11:00:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941614,2413341,"1st Round",1,9,FALSE,1941614,"Team - Large Hill",2413341,NA,";2;5;17;18;26;30;149;150;151;153;23062;","Finished","FINISHED","SJPMLHTEAM4-----------FNL-0001SJ--",NA,NA,214,"https://stream.nbcolympics.com/ski-jumping-mens-team",215,3,"Ski Jumping","SJP",187,"Men's Team","Men's Team",10059,4,"Team Large Hill","Team - LH",NA,1,"Men","M","2022-02-14T19:00:00","/Date(1644865200000+0000)/",20220214,"2022-02-14T11:00:00","/Date(1644836400000+0000)/",20220214,"2022-02-14T19:48:00","/Date(1644868080000+0000)/",20220214,"2022-02-14T11:48:00","/Date(1644839280000+0000)/",20220214,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",FALSE,FALSE,FALSE
215,3,"Ski Jumping","SJP","2;5;6;8;13;17;18;26;30;33;144;148;149;150;151;153;154;159;160;161;164;23062",20220214,FALSE,"2022-02-14T20:06:00","2022-02-14T12:06:00","2022-02-14T20:06:00","2022-02-14T12:06:00",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1941614,2413342,"Final Round",2,2,FALSE,1941614,"Team - Large Hill",2413342,NA,";2;18;30;149;150;151;153;23062;","Finished","FINISHED","SJPMLHTEAM4-----------FNL-0002SJ--",NA,NA,214,"https://stream.nbcolympics.com/ski-jumping-mens-team",215,3,"Ski Jumping","SJP",187,"Men's Team","Men's Team",10059,4,"Team Large Hill","Team - LH",NA,1,"Men","M","2022-02-14T20:06:00","/Date(1644869160000+0000)/",20220214,"2022-02-14T12:06:00","/Date(1644840360000+0000)/",20220214,"2022-02-14T20:39:00","/Date(1644871140000+0000)/",20220214,"2022-02-14T12:39:00","/Date(1644842340000+0000)/",20220214,73855,"Zhangjiakou Ski Jump Centre",NA,25216,"Zhangjiakou",NA,2770,"China","CHN",TRUE,TRUE,TRUE
