"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 920385,"KRANJEC Zan","KRANJEC Z","Žan","Kranjec","13",23,  30, 2783,Slovenia,SLO, 1, 1,"1","1:05.83","1:05.83", 65830,    0,TRUE,FALSE,1518048023,"456871:46:17",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1351962,"ODERMATT Marco","ODERMATT M","Marco","Odermatt","4",30, 149, 2213,Switzerland,SUI, 2, 2,"2","+0.59","1:06.42", 66420,  590,TRUE,FALSE,1518048030,"456872:00:47",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1023184,"VERDU Joan","VERDU J","Joan","Verdú","32",18, 155, 2227,Andorra,AND, 3, 3,"3","+0.97","1:06.80", 66800,  970,TRUE,FALSE,1518048018,"456871:35:19",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 764388,"PINTURAULT Alexis","PINTURAULT A","Alexis","Pinturault","6",20, 144, 2202,France,FRA, 4, 4,"4","+1.22","1:07.05", 67050, 1220,TRUE,FALSE,1518048020,"456871:38:49",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1475275,"RADAMUS River","RADAMUS R","River","Radamus","16",22,   5, 2209,United States,USA, 5, 5,"5","+1.33","1:07.16", 67160, 1330,TRUE,FALSE,1518048022,"456871:42:23",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 997065,"CAVIEZEL Gino","CAVIEZEL G","Gino","Caviezel","8",21, 149, 2213,Switzerland,SUI, 6, 6,"6","+1.47","1:07.30", 67300, 1470,TRUE,FALSE,1518048021,"456871:40:37",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1245465,"POPOV Albert","POPOV A","Albert","Popov","53", 4, 148, 2211,Bulgaria,BUL, 7, 7,"7","+1.51","1:07.34", 67340, 1510,TRUE,FALSE,1518048004,"456872:49:24",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 720759,"FORD Tommy","FORD T","Tommy","Ford","20",12,   5, 2209,United States,USA, 7, 8,"7","+1.51","1:07.34", 67340, 1510,TRUE,FALSE,1518048012,"456871:22:32",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1352175,"HAASER Raphael","HAASER R","Raphael","Haaser","25",14, 151, 2219,Austria,AUT, 9, 9,"9","+1.57","1:07.40", 67400, 1570,TRUE,FALSE,1518048014,"456871:32:21",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 918601,"ZUBCIC Filip","ZUBCIC F","Filip","Zubcic","3",16,  89, 4354,Croatia,CRO, 9,10,"9","+1.57","1:07.40", 67400, 1570,TRUE,FALSE,1518048016,"456871:31:47",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1023183,"SCHWARZ Marco","SCHWARZ M","Marco","Schwarz","10",13, 151, 2219,Austria,AUT,11,11,"11","+1.60","1:07.43", 67430, 1600,TRUE,FALSE,1518048013,"456871:24:18",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 769664,"READ Erik","READ E","Erik","Read","18",15, 159, 2231,Canada,CAN,12,12,"12","+1.84","1:07.67", 67670, 1840,TRUE,FALSE,1518048015,"456871:34:35",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 833104,"FAIVRE Mathieu","FAIVRE M","Mathieu","Faivre","5",28, 144, 2202,France,FRA,13,13,"13","+1.85","1:07.68", 67680, 1850,TRUE,FALSE,1518048028,"456871:56:47",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1147293,"FAVROT Thibaut","FAVROT T","Thibaut","Favrot","17",26, 144, 2202,France,FRA,14,14,"14","+2.09","1:07.92", 67920, 2090,TRUE,FALSE,1518048026,"456871:52:43",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1742615,"RAUCHFUSS Julian","RAUCHFUSS J","Julian","Rauchfuss","29", 1,   2, 2206,Germany,GER,15,15,"15","+2.16","1:07.99", 67990, 2160,TRUE,FALSE,1518048001,"456871:05:11",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 766598,"ZAMPA Adam","ZAMPA A","Adam","Žampa","22",10,  14, 2233,Slovakia,SVK,16,16,"16","+2.22","1:08.05", 68050, 2220,TRUE,FALSE,1518048010,"456871:18:23",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1020834,"ZAMPA Andreas","ZAMPA A","Andreas","Žampa","35", 8,  14, 2233,Slovakia,SVK,17,17,"17","+2.33","1:08.16", 68160, 2330,TRUE,FALSE,1518048008,"456871:14:52",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1020845,"KRISTOFFERSEN Henrik","KRISTOFFERSEN H","Henrik","Kristoffersen","1",27, 153, 2221,Norway,NOR,18,18,"18","+2.37","1:08.20", 68200, 2370,TRUE,FALSE,1518048027,"456871:54:44",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 580532,"KRYZL Krystof","KRYZL K","Kryštof","Krýzl","38", 5,  17, 2240,Czech Republic,CZE,19,19,"19","+2.44","1:08.27", 68270, 2440,TRUE,FALSE,1518048005,"456871:09:42",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1, 918460,"MEINERS Maarten","MEINERS M","Maarten","Meiners","33", 9,   1, 2201,Netherlands,NED,20,20,"20","+3.62","1:09.45", 69450, 3620,TRUE,FALSE,1518048009,"456871:16:37",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1351730,"SZOLLOS Barnabas","SZOLLOS B","Barnabas","Szollos","52", 3,  29, 2777,Israel,ISR,21,21,"21","+4.21","1:10.04", 70040, 4210,TRUE,FALSE,1518048003,"456871:06:13",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1475266,"MUHLEN-SCHULTE Louis","MUHLEN-SCHULTE L","Louis","Muhlen-Schulte","43",32, 157, 2229,Australia,AUS,21,22,"21","+4.21","1:10.04", 70040, 4210,TRUE,FALSE,1518048032,NA,6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1475277,"KOLEGA Samuel","KOLEGA S","Samuel","Kolega","49", 7,  89, 4354,Croatia,CRO,23,23,"23","+4.92","1:10.75", 70750, 4920,TRUE,FALSE,1518048007,"456871:13:11",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1005586,"PHILP Trevor","PHILP T","Trevor","Philp","23", 6, 159, 2231,Canada,CAN,24,24,"24","+6.11","1:11.94", 71940, 6110,TRUE,FALSE,1518048006,"456871:11:28",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1087696,"GOWER Jack","GOWER J","Jack","Gower","51",31,  19, 2242,Ireland,IRL,25,25,"25","+6.43","1:12.26", 72260, 6430,TRUE,FALSE,1518048031,"456872:06:48",6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1020882,"ZVEJNIEKS Miks Edgars","ZVEJNIEKS ME","Miks Edgars","Zvejnieks","57",33,   9, 2218,Latvia,LAT,26,26,"26","+7.21","1:13.04", 73040, 7210,TRUE,FALSE,1518048033,NA,6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
1,1360594,"TUKHTAEV Kamiljon","TUKHTAEV K","Kamiljon","Tukhtaev","60",35,  15, 2234,Uzbekistan,UZB,27,27,"27","+8.89","1:14.72", 74720, 8890,TRUE,FALSE,1518048035,NA,6,"https://stream.nbcolympics.com/alpine-skiing-giant-slalom-mens-run-2",NA
