"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","c_ODF_IRM"
1, 920906,"SHIFFRIN Mikaela","SHIFFRIN M","Mikaela","Shiffrin","12",12,    5, 2209,United States,USA,18,18,"18","+2.49","1:34.36", 94360, 2490,TRUE,FALSE,1518048012,"456915:56:27",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1, 836082,"TIPPLER Tamara","TIPPLER T","Tamara","Tippler","20",20,  151, 2219,Austria,AUT,19,19,"19","+2.52","1:34.39", 94390, 2520,TRUE,FALSE,1518048020,"456916:14:24",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1479801,"PLESHKOVA Julia","PLESHKOVA J","Julia","Pleshkova","25",25,23062,73035,ROC,ROC,20,20,"20","+2.61","1:34.48", 94480, 2610,TRUE,FALSE,1518048025,"456916:26:27",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1021116,"WILES Jacqueline","WILES J","Jacqueline","Wiles","30",30,    5, 2209,United States,USA,21,21,"21","+2.73","1:34.60", 94600, 2730,TRUE,FALSE,1518048030,"456916:50:52",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1, 654034,"STUHEC Ilka","STUHEC I","Ilka","Štuhec","14",14,   30, 2783,Slovenia,SLO,22,22,"22","+3.01","1:34.88", 94880, 3010,TRUE,FALSE,1518048014,"456916:00:56",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1, 603440,"FERK SAIONI Marusa","FERK SAIONI M","Maruša","Ferk Saioni","29",29,   30, 2783,Slovenia,SLO,23,23,"23","+3.12","1:34.99", 94990, 3120,TRUE,FALSE,1518048029,"456916:48:53",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1023329,"REMME Roni","REMME R","Roni","Remme","31",31,  159, 2231,Canada,CAN,24,24,"24","+3.49","1:35.36", 95360, 3490,TRUE,FALSE,1518048031,"456916:55:52",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1719741,"ROBINSON Alice","ROBINSON A","Alice","Robinson","23",23,  158, 2230,New Zealand,NZL,25,25,"25","+3.70","1:35.57", 95570, 3700,TRUE,FALSE,1518048023,"456916:22:24",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1020928,"SMALL Greta","SMALL G","Greta","Small","28",28,  157, 2229,Australia,AUS,26,26,"26","+4.66","1:36.53", 96530, 4660,TRUE,FALSE,1518048028,"456916:46:54",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1, 915831,"LEDECKA Ester","LEDECKA E","Ester","Ledecká","5", 5,   17, 2240,Czech Republic,CZE,27,27,"27","+6.31","1:38.18", 98180, 6310,TRUE,FALSE,1518048005,"456915:39:00",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1954968,"NOVA Tereza","NOVA T","Tereza","Nová","33",33,   17, 2240,Czech Republic,CZE,28,28,"28","+7.51","1:39.38", 99380, 7510,TRUE,FALSE,1518048033,"456916:59:23",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1952713,"NOVAKOVA Barbora","NOVAKOVA B","Barbora","Novakova","35",35,   17, 2240,Czech Republic,CZE,29,29,"29","+7.63","1:39.50", 99500, 7630,TRUE,FALSE,1518048035,"456917:03:13",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1, 832877,"IGNJATOVIC Nevena","IGNJATOVIC N","Nevena","Ignjatovic","34",34,  107, 6944,Serbia,SRB,30,30,"30","+8.86","1:40.73",100730, 8860,TRUE,FALSE,1518048034,"456917:01:28",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1632389,"KONG Fanying","KONG F","Fanying","Kong","36",36,   26, 2770,China,CHN,31,31,"31","+12.66","1:44.53",104530,12660,TRUE,FALSE,1518048036,"456917:04:58",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens",NA
1,1954941,"WILKINSON Alix","WILKINSON A","Alix","Wilkinson","21",21,    5, 2209,United States,USA,NA,32,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048021,"456916:18:24",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens","DNF"
1,1198628,"GAUTHIER Tiffany","GAUTHIER T","Tiffany","Gauthier","22",22,  144, 2202,France,FRA,NA,33,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048022,"456916:20:28",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens","DNF"
1,1475256,"MUZAFERIJA Elvedina","MUZAFERIJA E","Elvedina","Muzaferija","24",24,   78, 4324,Bosnia and Herzegovina,BIH,NA,34,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048024,"456916:24:28",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens","DNF"
1,1475243,"CERUTTI Camille","CERUTTI C","Camille","Cerutti","27",27,  144, 2202,France,FRA,NA,35,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048027,"456916:30:26",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens","DNF"
1,1637479,"MORENO BECERRA Cande","MORENO BECERRA C","Cande","Moreno Becerra","32",32,  155, 2227,Andorra,AND,NA,36,NA,"DNF","DNF",NA,NA,TRUE,FALSE,1518048032,"456916:57:54",14,"https://stream.nbcolympics.com/alpine-skiing-downhill-womens","DNF"
