"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","b_Completed","b_Upcoming"
1,1018286,"SUNDLING Jonna","SUNDLING J","Jonna","Sundling","1",1,154,2222,Sweden,SWE,1,1,"1","3:09.68","3:09.68",189680,    0,TRUE,FALSE
1,1240378,"DAHLQVIST Maja","DAHLQVIST M","Maja","Dahlqvist","6",5,154,2222,Sweden,SWE,2,2,"2","+2.88","3:12.56",192560, 2880,TRUE,FALSE
1, 774305,"DIGGINS Jessie","DIGGINS J","Jessica","Diggins","5",4,  5,2209,United States,USA,3,3,"3","+3.16","3:12.84",192840, 3160,TRUE,FALSE
1, 763037,"BRENNAN Rosie","BRENNAN R","Rosie","Brennan","2",6,  5,2209,United States,USA,4,4,"4","+4.49","3:14.17",194170, 4490,TRUE,FALSE
1,1023376,"FAEHNDRICH Nadine","FAEHNDRICH N","Nadine","Fähndrich","3",3,149,2213,Switzerland,SUI,5,5,"5","+7.21","3:16.89",196890, 7210,TRUE,FALSE
1,1356899,"RIBOM Emma","RIBOM E","Emma","Ribom","11",2,154,2222,Sweden,SWE,6,6,"6","+11.11","3:20.79",200790,11110,TRUE,FALSE
