"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
458196,"USA","SHUSTER John","SHUSTER J","John","Shuster","4-S",5,"18","5","13","7","11","81","65","87","93","73"
721966,"USA","PLYS Chris","PLYS C","Chris","Plys","3-V",5,"18","5","13","12","6","75","75","75","79","67"
721969,"USA","HAMILTON Matt","HAMILTON M","Matt","Hamilton","2",5,"18","7","11","13","5","74","71","75","71","80"
931762,"USA","LANDSTEINER John","LANDSTEINER J","John","Landsteiner","1",5,"10","2","8","10","0","80","25","94","80","-"
1221219,"USA","HUFMAN Colin","HUFMAN C","Colin","Hufman","A",5,"8","3","5","8","0","72","67","75","72","-"
337982,"CAN","GUSHUE Brad","GUSHUE B","Brad","Gushue","4-S",5,"18","6","12","8","10","94","96","94","97","93"
603636,"CAN","NICHOLS Mark","NICHOLS M","Mark","Nichols","3-V",5,"18","7","11","6","12","90","79","98","83","94"
723800,"CAN","KENNEDY Marc","KENNEDY M","Marc","Kennedy","A",5,"7","5","2","1","6","100","100","100","100","100"
771068,"CAN","GALLANT Brett","GALLANT B","Brett","Gallant","2",5,"10","1","9","4","6","93","100","92","88","96"
1158314,"CAN","WALKER Geoff","WALKER G","Geoff","Walker","1",5,"18","16","2","18","0","85","83","100","85","-"
