"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1, 649764,"KINDL Wolfgang","KINDL W","Wolfgang","Kindl","1",11,  151, 2219,Austria,AUT, 1, 1,"1","57.430","57.430",57430,   0,"133.3",TRUE,FALSE,1518048011,"456685:10:13",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 649762,"LUDWIG Johannes","LUDWIG J","Johannes","Ludwig","4", 8,    2, 2206,Germany,GER, 2, 2,"2","+0.008","57.438",57438,   8,"131.6",TRUE,FALSE,1518048008,"456686:01:13",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 835618,"FISCHNALLER Dominik","FISCHNALLER D","Dominik","Fischnaller","10", 3,    6, 2210,Italy,ITA, 3, 3,"3","+0.014","57.444",57444,  14,"125.6",TRUE,FALSE,1518048003,"456684:54:11",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 651990,"LOCH Felix","LOCH F","Felix","Loch","2",10,    2, 2206,Germany,GER, 4, 4,"4","+0.070","57.500",57500,  70,"132.0",TRUE,FALSE,1518048010,"456686:00:42",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1470232,"LANGENHAN Max","LANGENHAN M","Max","Langenhan","5", 7,    2, 2206,Germany,GER, 5, 5,"5","+0.106","57.536",57536, 106,"132.3",TRUE,FALSE,1518048007,"456685:02:14",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1240563,"APARJODS Kristers","APARJODS K","Kristers","Aparjods","3", 9,    9, 2218,Latvia,LAT, 6, 6,"6","+0.167","57.597",57597, 167,"131.8",TRUE,FALSE,1518048009,"456685:06:15",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1627659,"BERZINS Gints","BERZINS G","Gints","Berzins","7", 5,    9, 2218,Latvia,LAT, 7, 7,"7","+0.279","57.709",57709, 279,"130.6",TRUE,FALSE,1518048005,"456684:58:19",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1017118,"WEST Tucker","WEST T","Tucker","West","21",15,    5, 2209,United States,USA, 8, 8,"8","+0.401","57.831",57831, 401,"130.9",TRUE,FALSE,1518048015,"456685:18:32",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 599693,"MAZDZER Chris","MAZDZER C","Chris","Mazdzer","18",18,    5, 2209,United States,USA, 9, 9,"9","+0.609","58.039",58039, 609,"130.6",TRUE,FALSE,1518048018,"456685:24:29",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 707950,"PAVLICHENKO Semen","PAVLICHENKO S","Semen","Pavlichenko","8", 4,23062,73035,ROC,ROC,10,10,"10","+0.685","58.115",58115, 685,"131.5",TRUE,FALSE,1518048004,"456684:56:18",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1433602,"FELDERER Leon","FELDERER L","Leon","Felderer","24",12,    6, 2210,Italy,ITA,11,11,"11","+0.781","58.211",58211, 781,"126.6",TRUE,FALSE,1518048012,"456685:12:29",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 835619,"GLEIRSCHER David","GLEIRSCHER D","David","Gleirscher","11", 2,  151, 2219,Austria,AUT,12,12,"12","+0.810","58.240",58240, 810,"129.7",TRUE,FALSE,1518048002,"456684:52:18",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1017072,"GORBATSEVICH Aleksandr","GORBATSEVICH A","Aleksandr","Gorbatsevich","16",20,23062,73035,ROC,ROC,13,13,"13","+0.909","58.339",58339, 909,"123.3",TRUE,FALSE,1518048020,"456685:28:35",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1240582,"GLEIRSCHER Nico","GLEIRSCHER N","Nico","Gleirscher","6", 6,  151, 2219,Austria,AUT,14,14,"14","+0.921","58.351",58351, 921,"125.5",TRUE,FALSE,1518048006,"456686:00:26",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 656628,"CRETU Valentin","CRETU V","Valentin","Cretu","17",19,  164, 2244,Romania,ROU,15,15,"15","+0.932","58.362",58362, 932,"129.9",TRUE,FALSE,1518048019,"456685:26:30",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1132687,"REPILOV Roman","REPILOV R","Roman","Repilov","12", 1,23062,73035,ROC,ROC,16,16,"16","+1.249","58.679",58679,1249,"132.5",TRUE,FALSE,1518048001,"456684:50:09",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 759640,"MANDZIY Andriy","MANDZIY A","Andriy","Mandziy","13",23,   13, 2232,Ukraine,UKR,17,17,"17","+1.276","58.706",58706,1276,"120.0",TRUE,FALSE,1518048023,"456685:34:39",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1017080,"DUKACH Anton","DUKACH A","Anton","Dukach","20",16,   13, 2232,Ukraine,UKR,18,18,"18","+1.296","58.726",58726,1296,"129.7",TRUE,FALSE,1518048016,"456685:20:37",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1, 428167,"NINIS Jozef","NINIS J","Jozef","Ninis","15",21,   14, 2233,Slovakia,SVK,19,19,"19","+1.334","58.764",58764,1334,"130.9",TRUE,FALSE,1518048021,"456685:30:34",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1240587,"KOHALA Svante","KOHALA S","Svante","Kohala","34",25,  154, 2222,Sweden,SWE,20,20,"20","+1.349","58.779",58779,1349,"129.0",TRUE,FALSE,1518048025,"456685:38:32",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
1,1627660,"FAN Duoyao","FAN D","Duoyao","Fan","25",34,   26, 2770,China,CHN,21,21,"21","+1.453","58.883",58883,1453,"128.0",TRUE,FALSE,1518048034,"456685:56:48",21,"https://stream.nbcolympics.com/mens-singles-luge-run-1-2"
