"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL","n_Position1","n_Position2","n_PersonID1","n_PersonID2","c_Person1","c_Person2","c_PersonFirstName1","c_PersonFirstName2","c_PersonLastName1","c_PersonLastName2","c_PersonShort1","c_PersonShort2","n_BDF_VideoSessionID1","n_BDF_VideoSessionID2","c_ClientStreamURL1","c_ClientStreamURL2"
2, 59846,"WENDL T/ARLT T","Wendl/Arlt","Wendl/Arlt","5",17,    2, 2206,Germany,GER, 1, 1,"1","58.299","58.299",58299,   0,"120.8",TRUE,FALSE,1518048017,231,"https://stream.nbcolympics.com/doubles-luge","1","2","656643","656644","WENDL Tobias","ARLT Tobias","Tobias","Tobias","Wendl","Arlt","WENDL T","ARLT T","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2, 59851,"EGGERT T/BENECKEN S","Eggert/Benecken","Eggert/Benecken","2",16,    2, 2206,Germany,GER, 2, 2,"2","+0.054","58.353",58353,  54,"125.3",TRUE,FALSE,1518048016,231,"https://stream.nbcolympics.com/doubles-luge","1","2","717982","767932","EGGERT Toni","BENECKEN Sascha","Toni","Sascha","Eggert","Benecken","EGGERT T","BENECKEN S","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2, 63289,"STEU T/KOLLER L","Steu/Koller","Steu/Koller","11",15,  151, 2219,Austria,AUT, 3, 3,"3","+0.340","58.639",58639, 340,"126.2",TRUE,FALSE,1518048015,231,"https://stream.nbcolympics.com/doubles-luge","1","2","1017101","1017085","STEU Thomas","KOLLER Lorenz","Thomas","Lorenz","Steu","Koller","STEU T","KOLLER L","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2, 48713,"SICS A/SICS J","Sics/Sics","Sics/Sics","1",12,    9, 2218,Latvia,LAT, 4, 4,"4","+0.435","58.734",58734, 435,"133.0",TRUE,FALSE,1518048012,231,"https://stream.nbcolympics.com/doubles-luge","1","2","577007","344117","SICS Andris","SICS Juris","Andris","Juris","Sics","Sics","SICS A","SICS J","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2,433097,"BOTS M/PLUME R","Bots/Plume","Bots/Plume","3",13,    9, 2218,Latvia,LAT, 5, 5,"5","+0.492","58.791",58791, 492,"126.9",TRUE,FALSE,1518048013,231,"https://stream.nbcolympics.com/doubles-luge","1","2","1594449","1594453","BOTS Martins","PLUME Roberts","Martins","Roberts","Bots","Plume","BOTS M","PLUME R","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2, 61692,"DENISEV A/ANTONOV V","Denisev/Antonov","Denisev/Antonov","8", 9,23062,73035,ROC,ROC, 6, 6,"6","+0.654","58.953",58953, 654,"125.4",TRUE,FALSE,1518048009,231,"https://stream.nbcolympics.com/doubles-luge","1","2","767983","767984","DENISEV Aleksandr","ANTONOV Vladislav","Aleksandr","Vladislav","Denisev","Antonov","DENISEV A","ANTONOV V","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2,449039,"RIEDER E/KAINZWALDNER S","Rieder/Kainzwaldner","Rieder/Kainzwaldner","4",14,    6, 2210,Italy,ITA, 7, 7,"7","+0.696","58.995",58995, 696,"126.0",TRUE,FALSE,1518048014,231,"https://stream.nbcolympics.com/doubles-luge","1","2","923254","1017105","RIEDER Emanuel","KAINZWALDNER Simon","Emanuel","Simon","Rieder","Kainzwaldner","RIEDER E","KAINZWALDNER S","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2, 48720,"WALKER T/SNITH J","Walker/Snith","Walker/Snith","10",11,  159, 2231,Canada,CAN, 8, 8,"8","+0.724","59.023",59023, 724,"119.7",TRUE,FALSE,1518048011,231,"https://stream.nbcolympics.com/doubles-luge","1","2","767649","767965","WALKER Tristan","SNITH Justin","Tristan","Justin","Walker","Snith","WALKER T","SNITH J","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2,155507,"CHMIELEWSKI W/KOWALEWSKI J","Chmielewski/Kowalewski","Chmielewski/Kowalewski","7",10,  150, 2214,Poland,POL, 9, 9,"9","+0.774","59.073",59073, 774,"124.2",TRUE,FALSE,1518048010,231,"https://stream.nbcolympics.com/doubles-luge","1","2","1240580","824764","CHMIELEWSKI Wojciech","KOWALEWSKI Jakub","Wojciech","Jakub","Chmielewski","Kowalewski","CHMIELEWSKI W","KOWALEWSKI J","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
2,476376,"DI GREGORIO Z/HOLLANDER S","Di Gregorio/Hollander","Di Gregorio/Hollander","15", 6,    5, 2209,United States,USA,10,10,"10","+0.827","59.126",59126, 827,"130.0",TRUE,FALSE,1518048006,231,"https://stream.nbcolympics.com/doubles-luge","1","2","1769470","1433626","DI GREGORIO Zachary","HOLLANDER Sean","Zachary","Sean","Di Gregorio","Hollander","DI GREGORIO Z","HOLLANDER S","231","231","https://stream.nbcolympics.com/doubles-luge","https://stream.nbcolympics.com/doubles-luge"
