"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1, 655668,"GEISENBERGER Natalie","GEISENBERGER N","Natalie","Geisenberger","1",11,    2, 2206,Germany,GER, 1, 1,"1","58.423","58.423",58423,   0,"126.5",TRUE,FALSE,1518048011,"456733:51:27",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1240565,"EGLE Madeleine","EGLE M","Madeleine","Egle","2",10,  151, 2219,Austria,AUT, 2, 2,"2","+0.070","58.493",58493,  70,"118.9",TRUE,FALSE,1518048010,"456733:49:25",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1593834,"BERREITER Anna","BERREITER A","Anna","Berreiter","3", 9,    2, 2206,Germany,GER, 3, 3,"3","+0.085","58.508",58508,  85,"126.2",TRUE,FALSE,1518048009,"456733:47:24",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1, 759541,"IVANOVA Tatyana","IVANOVA T","Tatyana","Ivanova","6", 6,23062,73035,ROC,ROC, 4, 4,"4","+0.260","58.683",58683, 260,"127.7",TRUE,FALSE,1518048006,"456733:40:21",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1593832,"PROCK Hannah","PROCK H","Hannah","Prock","12", 1,  151, 2219,Austria,AUT, 5, 5,"5","+0.309","58.732",58732, 309,"121.2",TRUE,FALSE,1518048001,"456733:30:20",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1, 823623,"TIRUMA Eliza","TIRUMA E","Eliza","Tiruma","9", 4,    9, 2218,Latvia,LAT, 6, 6,"6","+0.426","58.849",58849, 426,"128.1",TRUE,FALSE,1518048004,"456733:36:11",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1124906,"APARJODE Kendija","APARJODE K","Kendija","Aparjode","28",31,    9, 2218,Latvia,LAT, 7, 7,"7","+0.597","59.020",59020, 597,"126.1",TRUE,FALSE,1518048031,"456734:32:03",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1474748,"FARQUHARSON Ashley","FARQUHARSON A","Ashley","Farquharson","24",12,    5, 2209,United States,USA, 8, 8,"8","+0.601","59.024",59024, 601,"125.7",TRUE,FALSE,1518048012,"456733:53:26",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1731288,"HOFER Verena","HOFER V","Verena","Hofer","19",17,    6, 2210,Italy,ITA, 9, 9,"9","+0.614","59.037",59037, 614,"125.2",TRUE,FALSE,1518048017,"456734:03:36",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
1,1023092,"VOTTER Andrea","VOTTER A","Andrea","Vötter","8", 5,    6, 2210,Italy,ITA,10,10,"10","+0.622","59.045",59045, 622,"118.2",TRUE,FALSE,1518048005,"456733:38:21",229,"https://stream.nbcolympics.com/womens-singles-luge-run-1-2"
