"Event","MatchID"
"Men's 10,000m",1969398
"Men's 1000m",1969392
"Men's 1500m",1969394
"Men's 5000m",1969396
"Men's 500m",1969390
"Men's Mass Start",1969400
"Men's Team Pursuit",1969402
"Women's 1000m",1969393
"Women's 1500m",1969395
"Women's 3000m",1969397
"Women's 5000m",1969399
"Women's 500m",1969391
"Women's Mass Start",1969401
"Women's Team Pursuit",1969403
