"n_ParticipantType1","n_ParticipantType2","n_ParticipantID1","n_ParticipantID2","c_Participant1","c_Participant2","c_ParticipantShort1","c_ParticipantShort2","c_ParticipantLastName1","c_ParticipantLastName2","n_StartOrder1","n_StartOrder2","NOC.n_ID1","NOC.n_ID2","NOC.n_GeoID1","NOC.n_GeoID2","NOC.c_Name1","NOC.c_Name2","NOC.c_Short1","NOC.c_Short2","n_Rank1","n_Rank2","n_RankSort1","n_RankSort2","c_Rank1","c_Rank2","c_Result1","c_Result2","c_ResultAbs1","c_ResultAbs2","n_TimeAbs1","n_TimeAbs2","n_TimeRel1","n_TimeRel2","b_Completed1","b_Completed2","b_Upcoming1","b_Upcoming2","TeamMemberList.n_Position1","TeamMemberList.n_Position2","TeamMemberList.n_Position3","TeamMemberList.n_Position4","TeamMemberList.n_PersonID1","TeamMemberList.n_PersonID2","TeamMemberList.n_PersonID3","TeamMemberList.n_PersonID4","TeamMemberList.c_Person1","TeamMemberList.c_Person2","TeamMemberList.c_Person3","TeamMemberList.c_Person4","TeamMemberList.c_PersonFirstName1","TeamMemberList.c_PersonFirstName2","TeamMemberList.c_PersonFirstName3","TeamMemberList.c_PersonFirstName4","TeamMemberList.c_PersonLastName1","TeamMemberList.c_PersonLastName2","TeamMemberList.c_PersonLastName3","TeamMemberList.c_PersonLastName4","TeamMemberList.c_PersonShort1","TeamMemberList.c_PersonShort2","TeamMemberList.c_PersonShort3","TeamMemberList.c_PersonShort4","TeamMemberList.c_Bib1","TeamMemberList.c_Bib2","TeamMemberList.c_Bib3","TeamMemberList.c_Bib4","TeamMemberList.n_Position1.1","TeamMemberList.n_Position2.1","TeamMemberList.n_Position3.1","TeamMemberList.n_Position4.1","TeamMemberList.n_PersonID1.1","TeamMemberList.n_PersonID2.1","TeamMemberList.n_PersonID3.1","TeamMemberList.n_PersonID4.1","TeamMemberList.c_Person1.1","TeamMemberList.c_Person2.1","TeamMemberList.c_Person3.1","TeamMemberList.c_Person4.1","TeamMemberList.c_PersonFirstName1.1","TeamMemberList.c_PersonFirstName2.1","TeamMemberList.c_PersonFirstName3.1","TeamMemberList.c_PersonFirstName4.1","TeamMemberList.c_PersonLastName1.1","TeamMemberList.c_PersonLastName2.1","TeamMemberList.c_PersonLastName3.1","TeamMemberList.c_PersonLastName4.1","TeamMemberList.c_PersonShort1.1","TeamMemberList.c_PersonShort2.1","TeamMemberList.c_PersonShort3.1","TeamMemberList.c_PersonShort4.1","TeamMemberList.c_Bib1.1","TeamMemberList.c_Bib2.1","TeamMemberList.c_Bib3.1","TeamMemberList.c_Bib4.1","n_ParticipantType3","n_ParticipantType4","n_ParticipantID3","n_ParticipantID4","c_Participant3","c_Participant4","c_ParticipantShort3","c_ParticipantShort4","c_ParticipantLastName3","c_ParticipantLastName4","n_StartOrder3","n_StartOrder4","NOC.n_ID3","NOC.n_ID4","NOC.n_GeoID3","NOC.n_GeoID4","NOC.c_Name3","NOC.c_Name4","NOC.c_Short3","NOC.c_Short4","n_Rank3","n_Rank4","n_RankSort3","n_RankSort4","c_Rank3","c_Rank4","c_Result3","c_Result4","c_ResultAbs3","c_ResultAbs4","n_TimeAbs3","n_TimeAbs4","n_TimeRel3","n_TimeRel4","b_Completed3","b_Completed4","b_Upcoming3","b_Upcoming4","TeamMemberList.n_Position1.2","TeamMemberList.n_Position2.2","TeamMemberList.n_Position3.2","TeamMemberList.n_Position4.2","TeamMemberList.n_PersonID1.2","TeamMemberList.n_PersonID2.2","TeamMemberList.n_PersonID3.2","TeamMemberList.n_PersonID4.2","TeamMemberList.c_Person1.2","TeamMemberList.c_Person2.2","TeamMemberList.c_Person3.2","TeamMemberList.c_Person4.2","TeamMemberList.c_PersonFirstName1.2","TeamMemberList.c_PersonFirstName2.2","TeamMemberList.c_PersonFirstName3.2","TeamMemberList.c_PersonFirstName4.2","TeamMemberList.c_PersonLastName1.2","TeamMemberList.c_PersonLastName2.2","TeamMemberList.c_PersonLastName3.2","TeamMemberList.c_PersonLastName4.2","TeamMemberList.c_PersonShort1.2","TeamMemberList.c_PersonShort2.2","TeamMemberList.c_PersonShort3.2","TeamMemberList.c_PersonShort4.2","TeamMemberList.c_Bib1.2","TeamMemberList.c_Bib2.2","TeamMemberList.c_Bib3.2","TeamMemberList.c_Bib4.2","TeamMemberList.n_Position1.3","TeamMemberList.n_Position2.3","TeamMemberList.n_Position3.3","TeamMemberList.n_Position4.3","TeamMemberList.n_PersonID1.3","TeamMemberList.n_PersonID2.3","TeamMemberList.n_PersonID3.3","TeamMemberList.n_PersonID4.3","TeamMemberList.c_Person1.3","TeamMemberList.c_Person2.3","TeamMemberList.c_Person3.3","TeamMemberList.c_Person4.3","TeamMemberList.c_PersonFirstName1.3","TeamMemberList.c_PersonFirstName2.3","TeamMemberList.c_PersonFirstName3.3","TeamMemberList.c_PersonFirstName4.3","TeamMemberList.c_PersonLastName1.3","TeamMemberList.c_PersonLastName2.3","TeamMemberList.c_PersonLastName3.3","TeamMemberList.c_PersonLastName4.3","TeamMemberList.c_PersonShort1.3","TeamMemberList.c_PersonShort2.3","TeamMemberList.c_PersonShort3.3","TeamMemberList.c_PersonShort4.3","TeamMemberList.c_Bib1.3","TeamMemberList.c_Bib2.3","TeamMemberList.c_Bib3.3","TeamMemberList.c_Bib4.3","c_ODF_IRM1","c_ODF_IRM2","c_ODF_IRM3","c_ODF_IRM4"
"4","4","823","2377","Netherlands","Kazakhstan","NED","KAZ","Netherlands","Kazakhstan","2","1","1","160","2201","2236","Netherlands","Kazakhstan","NED","KAZ","1","2","1","2","1","2","2:36.966","+7.182","2:36.966","2:44.148","156966","164148","0","7182","TRUE","TRUE","FALSE","FALSE","1","2","3","4","1023491","1247268","703443","1944620","SCHULTING Suzanne","POUTSMA Selma","KNEGT Sjinkie","VAN 'T WOUT Jens","Suzanne","Selma","Sjinkie","Jens","Schulting","Poutsma","Knegt","van 't Wout","SCHULTING S","POUTSMA S","KNEGT S","VAN 'T WOUT J","1","4","14","122","1","2","3","4","1776935","1247256","1624857","1019063","KHAN Yana","TIKHONOVA Olga","GALIAKHMETOV Adil","NIKISHA Denis","Yana","Olga","Adil","Denis","Khan","Tikhonova","Galiakhmetov","Nikisha","KHAN Y","TIKHONOVA O","GALIAKHMETOV A","NIKISHA D","30","72","15","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","4","706","1881","China","Italy","CHN","ITA","China","Italy","4","2","26","6","2770","2210","China","Italy","CHN","ITA","1","2","1","2","1","2","2:37.348","+0.016","2:37.348","2:37.364","157348","157364","0","16","TRUE","TRUE","FALSE","FALSE","1","2","3","4","1023168","833257","833344","1247238","CHUNYU Qu","KEXIN Fan","DAJING Wu","ZIWEI Ren","Chunyu","Kexin","Dajing","Ziwei","Qu","Fan","Wu","Ren","CHUNYU Q","KEXIN F","DAJING W","ZIWEI R","41","43","48","54","1","2","3","4","341941","713748","1624860","833380","FONTANA Arianna","VALCEPINA Martina","SIGHEL Pietro","CASSINELLI Andrea","Arianna","Martina","Pietro","Andrea","Fontana","Valcepina","Sighel","Cassinelli","FONTANA A","VALCEPINA M","SIGHEL P","CASSINELLI A","3","13","7","92","4","4","954","886","Hungary","Canada","HUN","CAN","Hungary","Canada","3","1","28","159","2776","2231","Hungary","Canada","HUN","CAN","3",NA,"3","4","3",NA,"+3.552","PEN","2:40.900","PEN","160900",NA,"3552",NA,"TRUE","TRUE","FALSE","FALSE","1","2","3","4","1247248","833331","1146451","921624","JASZAPATI Petra","KONYA Zsofia","LIU Shaoang","LIU Shaolin Sandor","Petra","Zsofia","Shaoang","Sandor","Jászapáti","Konya","Liu","Liu Shaolin","JASZAPATI P","KONYA Z","LIU S","LIU SS","10","27","1","2","1","2","3","4","2067951","1146431","1473872","2049440","BRUNELLE Florence","BOUTIN Kim","DUBOIS Steven","PIERRE-GILLES Jordan","Florence","Kim","Steven","Jordan","Brunelle","Boutin","Dubois","Pierre-Gilles","BRUNELLE F","BOUTIN K","DUBOIS S","PIERRE-GILLES J","14","35","16","67",NA,NA,NA,"PEN"
