"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"23","Sanni","Hakala","FIN","F",0,0,0,0,0,0,0,"9:11",0,0,0
"10","Elisa","Holopainen","FIN","F",0,0,0,0,0,2,0,"16:21",0,0,0.2
"33","Michelle","Karvinen","FIN","F",0,1,1,0,1,1,2,"21:44",0,0,0.7
"27","Julia","Liikala","FIN","F",0,0,0,0,0,0,0,"11:27",0,0,0
"16","Petra","Nieminen","FIN","F",0,1,0,1,1,3,2,"18:21",2,1,0.77
"61","Tanja","Niskanen","FIN","F",0,0,0,0,0,0,2,"14:48",3,6,-0.63
"28","Jenniina","Nylund","FIN","F",0,0,0,0,0,0,0,"18:54",2,2,0
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,0,0,"8:18",0,0,0
"77","Susanna","Tapani","FIN","F",2,0,0,0,2,3,0,"20:32",6,15,1.31
"40","Noora","Tulus","FIN","F",0,0,0,0,0,0,0,"18:36",5,11,-0.66
"12","Sanni","Vanhanen","FIN","F",0,0,0,0,0,0,0,"8:14",3,5,-0.22
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"13:15",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,0,0,0,0,1,0,"29:25",0,0,0.1
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,0,0,"11:11",0,0,0
"9","Nelli","Laitinen","FIN","D",0,1,1,0,1,1,0,"18:34",0,0,1
"7","Sanni","Rantala","FIN","D",0,0,0,0,0,1,2,"9:51",0,0,-0.2
"88","Ronja","Savolainen","FIN","D",0,0,0,0,0,0,0,"23:59",0,0,0
"15","Minnamari","Tuominen","FIN","D",0,0,0,0,0,0,0,"17:47",0,0,0
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,0,0,"13:41",0,0,0
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"59:06",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"20","Hannah","Brandt","USA","F",0,0,0,0,0,2,2,"18:12",12,7,0.45
"24","Dani","Cameranesi","USA","F",0,0,0,0,0,3,0,"16:23",0,0,0.3
"25","Alex","Carpenter","USA","F",2,0,0,0,2,2,0,"13:52",2,0,2.42
"18","Jesse","Compher","USA","F",0,1,0,1,1,4,0,"11:41",3,3,1.06
"26","Kendall","Coyne Schofield","USA","F",2,0,0,0,2,7,0,"18:56",2,0,2.92
"14","Brianna","Decker","USA","F",0,0,0,0,0,0,0,"2:54",4,0,0.44
"28","Amanda","Kessel","USA","F",1,1,0,1,2,3,0,"14:01",0,0,1.96
"21","Hilary","Knight","USA","F",0,1,0,1,1,8,0,"18:20",0,0,1.46
"37","Abbey","Murphy","USA","F",0,0,0,0,0,2,0,"10:51",0,0,0.2
"12","Kelly","Pannek","USA","F",0,1,1,0,1,2,0,"16:49",7,7,1.1
"11","Abby","Roque","USA","F",0,1,1,0,1,4,0,"15:46",10,4,1.96
"16","Hayley","Scamurra","USA","F",0,0,0,0,0,1,2,"12:45",0,0,-0.2
"13","Grace","Zumwinkle","USA","F",0,0,0,0,0,4,0,"12:05",0,0,0.4
"3","Cayla","Barnes","USA","D",0,1,1,0,1,0,0,"21:23",0,0,0.9
"9","Megan","Bozek","USA","D",0,0,0,0,0,2,0,"16:10",0,0,0.2
"19","Jincy","Dunne","USA","D",0,1,0,1,1,0,0,"14:05",0,0,0.66
"15","Savannah","Harmon","USA","D",0,2,2,0,2,2,0,"21:29",0,0,2
"4","Caroline","Harvey","USA","D",0,0,0,0,0,0,0,"5:35",0,0,0
"5","Megan","Keller","USA","D",0,0,0,0,0,4,0,"22:31",0,0,0.4
"2","Lee","Stecklein","USA","D",0,0,0,0,0,2,0,"20:00",0,0,0.2
"29","Nicole","Hensley","USA","G",0,0,0,0,0,0,0,"0:00",0,0,0
"35","Madeline","Rooney","USA","G",0,0,0,0,0,0,2,"60:00",0,0,-0.3
