"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"23","Sanni","Hakala","FIN","F",0,0,0,0,0,1,0,"12:04",0,0,0.1
"10","Elisa","Holopainen","FIN","F",0,0,0,0,0,3,0,"17:06",0,0,0.3
"33","Michelle","Karvinen","FIN","F",1,0,0,0,1,3,0,"18:24",0,0,1.3
"27","Julia","Liikala","FIN","F",0,0,0,0,0,0,0,"6:05",0,0,0
"16","Petra","Nieminen","FIN","F",0,1,1,0,1,6,0,"18:35",1,2,1.39
"61","Tanja","Niskanen","FIN","F",0,1,1,0,1,1,0,"11:34",4,4,1
"28","Jenniina","Nylund","FIN","F",1,0,0,0,1,2,0,"9:29",0,0,1.2
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,0,2,"13:05",0,0,-0.3
"77","Susanna","Tapani","FIN","F",1,0,0,0,1,5,0,"20:07",11,3,2.38
"40","Noora","Tulus","FIN","F",0,2,0,2,2,0,2,"16:34",7,2,1.57
"24","Viivi","Vainikka","FIN","F",0,0,0,0,0,2,2,"15:39",3,0,0.23
"12","Sanni","Vanhanen","FIN","F",0,1,1,0,1,0,0,"11:31",4,4,0.9
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"3:06",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,1,1,0,1,2,0,"24:56",0,0,1.1
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,0,0,"11:27",0,0,0
"9","Nelli","Laitinen","FIN","D",0,1,1,0,1,1,0,"17:02",0,0,1
"7","Sanni","Rantala","FIN","D",1,1,0,1,2,1,0,"14:43",0,0,1.76
"88","Ronja","Savolainen","FIN","D",0,0,0,0,0,0,0,"23:37",0,0,0
"15","Minnamari","Tuominen","FIN","D",1,0,0,0,1,3,0,"15:05",0,0,1.3
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,0,0,"12:11",0,0,0
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"10","Lyudmila","Belyakova","ROC","F",0,0,0,0,0,0,0,"10:32",0,1,-0.11
"42","Oxana","Bratisheva","ROC","F",0,0,0,0,0,2,0,"18:29",2,11,-0.79
"26","Yekaterina","Dobrodeyeva","ROC","F",0,0,0,0,0,2,0,"15:03",0,2,-0.02
"79","Landysh","Falyakhova","ROC","F",0,0,0,0,0,1,2,"13:49",0,0,-0.2
"17","Fanuza","Kadirova","ROC","F",0,0,0,0,0,0,0,"16:16",0,0,0
"27","Veronika","Korzhakova","ROC","F",0,0,0,0,0,1,0,"16:20",5,8,-0.23
"87","Polina","Luchnikova","ROC","F",0,0,0,0,0,1,0,"16:49",0,0,0.1
"15","Valeria","Pavlova","ROC","F",0,0,0,0,0,3,2,"15:10",0,1,-0.11
"97","Anna","Shokhina","ROC","F",0,0,0,0,0,1,2,"21:00",0,0,-0.2
"29","Alexandra","Vafina","ROC","F",0,0,0,0,0,1,0,"16:15",7,5,0.32
"22","Maria","Batalova","ROC","D",0,0,0,0,0,1,0,"11:10",1,2,-0.01
"2","Angelina","Goncharenko","ROC","D",0,0,0,0,0,2,2,"20:10",0,0,-0.1
"12","Maria","Pechnikova","ROC","D",0,0,0,0,0,0,0,"6:02",0,0,0
"13","Nina","Pirogova","ROC","D",0,0,0,0,0,1,0,"20:12",0,0,0.1
"19","Yelena","Provorova","ROC","D",0,0,0,0,0,1,0,"16:55",0,0,0.1
"72","Anna","Savonina","ROC","D",0,0,0,0,0,1,2,"20:00",0,0,-0.2
"70","Anna","Shibanova","ROC","D",0,0,0,0,0,0,0,"19:29",0,0,0
"4","Iuliia","Smirnova","ROC","D",0,0,0,0,0,1,2,"18:06",0,0,-0.2
"30","Valeria","Merkusheva","ROC","G",0,0,0,0,0,0,0,"29:23",0,0,0
"69","Maria","Sorokina","ROC","G",0,0,0,0,0,0,0,"30:37",0,0,0
