"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"11","Sergei","Andronov","ROC","F",0,0,0,0,0,2,0,"14:13",8,7,0.31
"76","Andrei","Chibisov","ROC","F",0,0,0,0,0,3,2,"9:35",0,0,0
"25","Mikhail","Grigorenko","ROC","F",0,0,0,0,0,1,0,"15:45",0,0,0.1
"81","Arseny","Gritsyuk","ROC","F",0,0,0,0,0,3,0,"13:31",0,0,0.3
"97","Nikita","Gusev","ROC","F",0,0,0,0,0,2,0,"12:13",0,0,0.2
"15","Pavel","Karnaukhov","ROC","F",0,1,1,0,1,4,0,"18:49",8,8,1.3
"24","Artur","Kayumov","ROC","F",0,0,0,0,0,1,0,"7:08",0,0,0.1
"16","Sergei","Plotnikov","ROC","F",0,0,0,0,0,1,0,"16:37",0,0,0.1
"94","Kirill","Semyonov","ROC","F",0,0,0,0,0,2,0,"19:10",1,1,0.2
"87","Vadim","Shipachyov","ROC","F",0,0,0,0,0,3,0,"17:17",4,7,-0.03
"58","Anton","Slepyshev","ROC","F",1,0,0,0,1,5,0,"17:41",0,0,1.5
"55","Vladimir","Tkachyov","ROC","F",0,0,0,0,0,0,2,"17:34",9,6,0.03
"10","Dmitry","Voronkov","ROC","F",0,0,0,0,0,3,0,"17:00",0,0,0.3
"89","Nikita","Nesterov","ROC","D",0,0,0,0,0,4,0,"20:17",0,0,0.4
"57","Alexander","Nikishin","ROC","D",0,0,0,0,0,1,0,"19:45",0,0,0.1
"43","Damir","Sharipzyanov","ROC","D",0,0,0,0,0,1,0,"9:47",0,0,0.1
"7","Sergei","Telegin","ROC","D",0,0,0,0,0,1,0,"11:37",0,0,0.1
"27","Vyacheslav","Voynov","ROC","D",0,0,0,0,0,3,0,"24:20",0,0,0.3
"44","Yegor","Yakovlev","ROC","D",0,1,0,1,1,0,0,"20:57",0,0,0.66
"4","Alexander","Yelesin","ROC","D",0,0,0,0,0,0,0,"21:28",0,0,0
"82","Timur","Bilyalov","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"28","Ivan","Fedotov","ROC","G",0,0,0,0,0,0,0,"70:00",0,0,0
"86","Mathias","Bromé","SWE","F",0,0,0,0,0,0,0,"19:11",0,0,0
"95","Jacob","de la Rose","SWE","F",0,0,0,0,0,1,0,"16:06",7,3,0.54
"18","Dennis","Everberg","SWE","F",0,0,0,0,0,2,2,"15:12",0,0,-0.1
"12","Max","Friberg","SWE","F",0,0,0,0,0,3,0,"16:35",0,2,0.08
"29","Pontus","Holmberg","SWE","F",0,0,0,0,0,3,0,"17:53",0,0,0.3
"59","Linus","Johansson","SWE","F",0,0,0,0,0,1,0,"12:14",0,0,0.1
"48","Carl","Klingberg","SWE","F",0,0,0,0,0,0,0,"15:42",0,0,0
"16","Marcus","Krüger","SWE","F",0,0,0,0,0,0,0,"12:10",8,5,0.33
"58","Anton","Lander","SWE","F",1,0,0,0,1,2,0,"21:00",10,10,1.2
"42","Joakim","Nordström","SWE","F",0,0,0,0,0,2,0,"16:20",0,0,0.2
"8","Fredrik","Olofsson","SWE","F",0,0,0,0,0,2,0,"8:58",0,0,0.2
"15","Gustav","Rydahl","SWE","F",0,0,0,0,0,0,0,"4:11",0,0,0
"23","Lucas","Wallmark","SWE","F",0,0,0,0,0,2,2,"19:11",4,10,-0.76
"32","Lukas","Bengtsson","SWE","D",0,0,0,0,0,2,0,"20:50",0,0,0.2
"5","Oscar","Fantenberg","SWE","D",0,0,0,0,0,4,0,"17:01",0,0,0.4
"2","Christian","Folin","SWE","D",0,0,0,0,0,0,0,"16:27",0,0,0
"52","Philip","Holm","SWE","D",0,0,0,0,0,1,0,"15:48",0,0,0.1
"81","Theodor","Lennström","SWE","D",0,0,0,0,0,4,0,"16:56",0,0,0.4
"64","Jonathan","Pudas","SWE","D",0,1,0,1,1,1,0,"17:45",0,0,0.76
"7","Henrik","Tömmernes","SWE","D",0,1,1,0,1,5,0,"24:28",0,0,1.4
"35","Magnus","Hellberg","SWE","G",0,0,0,0,0,0,0,"0:00",0,0,0
"31","Lars","Johansson","SWE","G",0,0,0,0,0,0,0,"70:00",0,0,0
