"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"42","Mikkel","Aagaard","DEN","F",0,0,0,0,0,1,0,"7:27",0,0,0.1
"50","Mathias","Bau","DEN","F",0,0,0,0,0,0,0,"7:05",0,0,0
"89","Mikkel","Bødker","DEN","F",0,0,0,0,0,0,0,"19:55",0,0,0
"33","Julian","Jakobsen","DEN","F",0,0,0,0,0,0,0,"12:46",8,4,0.44
"40","Jesper","Jensen","DEN","F",0,0,0,0,0,0,2,"7:49",3,4,-0.41
"17","Nicklas","Jensen","DEN","F",0,0,0,0,0,4,2,"18:37",0,0,0.1
"29","Morten","Madsen","DEN","F",0,0,0,0,0,0,0,"9:23",0,0,0
"72","Nicolai","Meyer","DEN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"51","Frans","Nielsen","DEN","F",0,0,0,0,0,1,0,"21:37",9,14,-0.45
"38","Morten","Poulsen","DEN","F",0,0,0,0,0,2,0,"11:56",0,0,0.2
"93","Peter","Regin","DEN","F",0,0,0,0,0,0,0,"16:08",7,5,0.22
"63","Patrick","Russell","DEN","F",0,0,0,0,0,1,0,"21:28",0,0,0.1
"9","Frederik","Storm","DEN","F",0,0,0,0,0,2,0,"18:54",0,0,0.2
"41","Jesper","Jensen Aabo","DEN","D",0,0,0,0,0,0,2,"21:14",0,0,-0.3
"48","Nicholas","Jensen","DEN","D",0,0,0,0,0,1,2,"18:24",0,0,-0.2
"28","Emil","Kristensen","DEN","D",0,0,0,0,0,0,0,"0:51",0,0,0
"47","Oliver","Larsen","DEN","D",0,0,0,0,0,0,0,"14:14",0,0,0
"15","Matias","Lassen","DEN","D",0,0,0,0,0,0,0,"20:29",0,0,0
"22","Markus","Lauridsen","DEN","D",0,0,0,0,0,3,0,"22:28",0,0,0.3
"25","Oliver","Lauridsen","DEN","D",0,0,0,0,0,1,2,"18:34",0,0,-0.2
"32","Sebastian","Dahm","DEN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"1","Frederik","Dichow","DEN","G",0,0,0,0,0,0,0,"58:14",0,0,0
"11","Sergei","Andronov","ROC","F",0,0,0,0,0,0,0,"10:23",3,5,-0.22
"76","Andrei","Chibisov","ROC","F",0,0,0,0,0,0,0,"16:18",0,0,0
"22","Stanislav","Galiyev","ROC","F",0,0,0,0,0,3,0,"12:15",0,0,0.3
"25","Mikhail","Grigorenko","ROC","F",0,0,0,0,0,1,0,"15:09",4,2,0.32
"81","Arseny","Gritsyuk","ROC","F",0,0,0,0,0,2,0,"13:37",0,0,0.2
"97","Nikita","Gusev","ROC","F",0,0,0,0,0,3,0,"19:13",0,0,0.3
"15","Pavel","Karnaukhov","ROC","F",1,0,0,0,1,2,2,"12:39",6,11,0.35
"24","Artur","Kayumov","ROC","F",0,0,0,0,0,0,0,"0:33",0,0,0
"94","Kirill","Semyonov","ROC","F",1,0,0,0,1,2,0,"16:08",4,0,1.64
"87","Vadim","Shipachyov","ROC","F",0,0,0,0,0,5,0,"20:49",2,4,0.28
"58","Anton","Slepyshev","ROC","F",0,1,1,0,1,3,0,"18:15",0,0,1.2
"55","Vladimir","Tkachyov","ROC","F",0,0,0,0,0,1,0,"16:38",8,5,0.43
"10","Dmitry","Voronkov","ROC","F",0,1,0,1,1,1,0,"14:56",0,0,0.76
"89","Nikita","Nesterov","ROC","D",0,0,0,0,0,2,0,"21:53",0,0,0.2
"57","Alexander","Nikishin","ROC","D",0,0,0,0,0,1,0,"18:56",0,0,0.1
"43","Damir","Sharipzyanov","ROC","D",0,0,0,0,0,0,0,"7:08",0,0,0
"7","Sergei","Telegin","ROC","D",0,0,0,0,0,2,0,"9:01",0,0,0.2
"27","Vyacheslav","Voynov","ROC","D",0,0,0,0,0,2,0,"18:36",0,0,0.2
"44","Yegor","Yakovlev","ROC","D",0,0,0,0,0,2,0,"18:16",0,0,0.2
"4","Alexander","Yelesin","ROC","D",0,0,0,0,0,1,0,"15:42",0,0,0.1
"82","Timur","Bilyalov","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"28","Ivan","Fedotov","ROC","G",0,0,0,0,0,0,0,"60:00",0,0,0
