"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"23","Sanni","Hakala","FIN","F",1,0,0,0,1,3,4,"11:32",0,0,0.7
"10","Elisa","Holopainen","FIN","F",0,1,0,1,1,3,0,"13:39",0,0,0.96
"33","Michelle","Karvinen","FIN","F",1,2,2,0,3,4,0,"18:14",0,0,3.2
"27","Julia","Liikala","FIN","F",0,0,0,0,0,2,0,"10:58",0,0,0.2
"16","Petra","Nieminen","FIN","F",3,2,1,1,5,6,0,"19:08",0,0,5.16
"61","Tanja","Niskanen","FIN","F",0,1,1,0,1,2,0,"11:05",9,4,1.65
"28","Jenniina","Nylund","FIN","F",0,0,0,0,0,0,0,"14:05",3,0,0.33
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,2,0,"12:35",0,0,0.2
"77","Susanna","Tapani","FIN","F",1,2,1,1,3,7,0,"21:06",12,10,3.48
"40","Noora","Tulus","FIN","F",0,1,1,0,1,4,0,"16:09",6,6,1.3
"24","Viivi","Vainikka","FIN","F",1,0,0,0,1,4,0,"12:30",4,1,1.73
"12","Sanni","Vanhanen","FIN","F",0,0,0,0,0,0,0,"8:33",2,4,-0.22
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"4:05",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,2,0,2,2,8,0,"28:12",0,0,2.12
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,1,0,"8:15",0,0,0.1
"9","Nelli","Laitinen","FIN","D",0,3,1,2,3,0,0,"14:06",0,0,2.22
"7","Sanni","Rantala","FIN","D",0,0,0,0,0,1,2,"13:41",0,0,-0.2
"88","Ronja","Savolainen","FIN","D",0,0,0,0,0,1,0,"23:30",0,0,0.1
"15","Minnamari","Tuominen","FIN","D",0,0,0,0,0,1,2,"17:28",0,0,-0.2
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,0,0,"12:02",0,0,0
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"13","Moeko","Fujimoto","JPN","F",0,0,0,0,0,0,0,"0:28",0,0,0
"27","Remi","Koyama","JPN","F",0,0,0,0,0,2,0,"15:30",0,0,0.2
"21","Hanae","Kubo","JPN","F",0,0,0,0,0,1,0,"11:38",0,0,0.1
"11","Mei","Miura","JPN","F",0,0,0,0,0,2,0,"11:40",0,0,0.2
"12","Chiho","Osawa","JPN","F",0,0,0,0,0,2,0,"19:47",0,0,0.2
"19","Chika","Otaki","JPN","F",0,0,0,0,0,0,0,"1:03",0,0,0
"16","Akane","Shiga","JPN","F",1,0,0,0,1,6,0,"21:20",0,0,1.6
"22","Miho","Shishiuchi","JPN","F",0,0,0,0,0,0,0,"1:46",0,0,0
"18","Suzuka","Taka","JPN","F",0,0,0,0,0,1,0,"19:51",5,10,-0.45
"14","Haruka","Toko","JPN","F",0,1,1,0,1,5,0,"22:32",11,14,1.07
"15","Rui","Ukita","JPN","F",0,0,0,0,0,3,2,"21:50",0,0,0
"23","Hikaru","Yamashita","JPN","F",0,0,0,0,0,1,0,"10:23",0,0,0.1
"10","Haruna","Yoneyama","JPN","F",0,0,0,0,0,2,0,"17:07",9,12,-0.13
"8","Akane","Hosoyamada","JPN","D",0,0,0,0,0,0,0,"24:49",0,0,0
"7","Yukiko","Kawashima","JPN","D",0,0,0,0,0,0,2,"10:46",0,0,-0.3
"2","Shiori","Koike","JPN","D",0,0,0,0,0,0,0,"22:16",0,0,0
"3","Aoi","Shiga","JPN","D",0,0,0,0,0,0,0,"24:39",0,0,0
"6","Sena","Suzuki","JPN","D",0,0,0,0,0,0,0,"10:36",0,0,0
"4","Ayaka","Toko","JPN","D",0,0,0,0,0,0,0,"22:49",0,0,0
"28","Shiori","Yamashita","JPN","D",0,0,0,0,0,0,0,"2:52",0,0,0
"1","Nana","Fujimoto","JPN","G",0,0,0,0,0,0,0,"52:29",0,0,0
"30","Akane","Konishi","JPN","G",0,0,0,0,0,0,0,"7:31",0,0,0
