"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"23","Sanni","Hakala","FIN","F",0,0,0,0,0,2,0,"12:03",0,0,0.2
"10","Elisa","Holopainen","FIN","F",0,2,1,1,2,4,0,"17:30",0,0,1.96
"33","Michelle","Karvinen","FIN","F",1,0,0,0,1,3,0,"24:17",0,0,1.3
"27","Julia","Liikala","FIN","F",0,0,0,0,0,0,0,"3:28",0,0,0
"16","Petra","Nieminen","FIN","F",0,1,1,0,1,4,0,"22:53",1,2,1.19
"61","Tanja","Niskanen","FIN","F",0,0,0,0,0,1,2,"11:00",8,0,0.68
"28","Jenniina","Nylund","FIN","F",0,0,0,0,0,4,0,"10:44",1,0,0.51
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,0,0,"3:27",0,0,0
"77","Susanna","Tapani","FIN","F",1,0,0,0,1,4,0,"25:36",14,13,1.51
"40","Noora","Tulus","FIN","F",0,1,1,0,1,2,0,"19:11",9,3,1.76
"24","Viivi","Vainikka","FIN","F",1,0,0,0,1,5,0,"16:33",3,3,1.5
"12","Sanni","Vanhanen","FIN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"3:19",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,1,0,1,1,4,2,"28:26",0,0,0.76
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,0,0,"9:25",0,0,0
"9","Nelli","Laitinen","FIN","D",1,0,0,0,1,5,2,"17:44",0,0,1.2
"7","Sanni","Rantala","FIN","D",0,0,0,0,0,2,0,"11:55",0,0,0.2
"88","Ronja","Savolainen","FIN","D",0,1,0,1,1,3,0,"27:06",0,0,0.96
"15","Minnamari","Tuominen","FIN","D",0,0,0,0,0,3,0,"19:15",0,0,0.3
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,1,0,"5:40",0,0,0.1
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"21","Rahel","Enzler","SUI","F",0,0,0,0,0,2,0,"8:48",0,0,0.2
"71","Lena-Marie","Lutz","SUI","F",0,0,0,0,0,2,2,"14:40",0,0,-0.1
"98","Keely","Moy","SUI","F",0,0,0,0,0,0,4,"8:43",0,0,-0.6
"25","Alina","Müller","SUI","F",0,0,0,0,0,2,0,"25:51",14,14,0.2
"8","Kaleigh","Quennec","SUI","F",0,0,0,0,0,0,0,"0:00",0,0,0
"14","Evelina","Raselli","SUI","F",0,0,0,0,0,1,0,"21:06",7,14,-0.67
"26","Dominique","Rüegg","SUI","F",0,0,0,0,0,1,0,"17:19",0,0,0.1
"24","Noemi","Ryhner","SUI","F",0,0,0,0,0,0,0,"10:52",0,0,0
"88","Phoebe","Staenz","SUI","F",0,0,0,0,0,0,0,"23:35",0,1,-0.11
"7","Lara","Stalder","SUI","F",0,0,0,0,0,2,0,"24:14",0,0,0.2
"15","Laura","Zimmermann","SUI","F",0,0,0,0,0,1,2,"7:32",0,0,-0.2
"23","Nicole","Bullo","SUI","D",0,0,0,0,0,0,0,"14:50",0,0,0
"17","Lara","Christen","SUI","D",0,0,0,0,0,0,0,"28:38",0,0,0
"3","Sarah","Forster","SUI","D",0,0,0,0,0,0,0,"7:13",0,0,0
"4","Nadine","Hofstetter","SUI","D",0,0,0,0,0,0,0,"0:00",0,0,0
"22","Sinja","Leemann","SUI","D",0,0,0,0,0,0,0,"21:57",0,0,0
"28","Alina","Marti","SUI","D",0,0,0,0,0,2,0,"10:57",0,7,-0.57
"9","Shannon","Sigrist","SUI","D",0,0,0,0,0,0,0,"13:18",0,0,0
"16","Nicole","Vallario","SUI","D",0,0,0,0,0,2,0,"17:36",0,0,0.2
"18","Stefanie","Wetli","SUI","D",0,0,0,0,0,0,0,"13:15",0,0,0
"20","Andrea","Brändli","SUI","G",0,0,0,0,0,0,0,"60:00",0,0,0
"29","Saskia","Maurer","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
