"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"86","Mathias","Bromé","SWE","F",0,0,0,0,0,2,0,"15:09",0,0,0.2
"95","Jacob","de la Rose","SWE","F",0,0,0,0,0,3,0,"15:46",6,8,0.08
"18","Dennis","Everberg","SWE","F",0,0,0,0,0,1,0,"14:36",0,0,0.1
"12","Max","Friberg","SWE","F",0,0,0,0,0,1,0,"16:08",1,2,-0.01
"29","Pontus","Holmberg","SWE","F",0,1,1,0,1,1,0,"10:31",0,0,1
"59","Linus","Johansson","SWE","F",0,0,0,0,0,1,0,"11:52",0,0,0.1
"48","Carl","Klingberg","SWE","F",0,0,0,0,0,4,0,"16:46",0,0,0.4
"16","Marcus","Krüger","SWE","F",0,0,0,0,0,0,0,"15:11",9,3,0.66
"58","Anton","Lander","SWE","F",1,0,0,0,1,2,2,"17:21",10,12,0.68
"42","Joakim","Nordström","SWE","F",0,0,0,0,0,0,2,"14:30",0,0,-0.3
"8","Fredrik","Olofsson","SWE","F",0,0,0,0,0,0,0,"10:22",0,0,0
"23","Lucas","Wallmark","SWE","F",1,0,0,0,1,1,0,"14:15",4,1,1.43
"32","Lukas","Bengtsson","SWE","D",0,0,0,0,0,1,0,"17:37",0,0,0.1
"5","Oscar","Fantenberg","SWE","D",0,0,0,0,0,0,0,"15:47",0,0,0
"2","Christian","Folin","SWE","D",0,0,0,0,0,3,2,"17:07",0,0,0
"52","Philip","Holm","SWE","D",0,0,0,0,0,1,0,"16:47",0,0,0.1
"33","Linus","Hultström","SWE","D",0,0,0,0,0,0,0,"0:00",0,0,0
"81","Theodor","Lennström","SWE","D",0,0,0,0,0,1,0,"11:58",0,0,0.1
"64","Jonathan","Pudas","SWE","D",0,0,0,0,0,2,0,"16:50",0,0,0.2
"7","Henrik","Tömmernes","SWE","D",0,0,0,0,0,2,0,"22:26",0,0,0.2
"35","Magnus","Hellberg","SWE","G",0,0,0,0,0,0,0,"0:00",0,0,0
"31","Lars","Johansson","SWE","G",0,0,0,0,0,0,0,"60:00",0,0,0
"27","Adam","Cracknell","CAN","F",0,0,0,0,0,1,0,"10:20",2,3,-0.01
"51","David","Desharnais","CAN","F",0,0,0,0,0,0,0,"11:34",0,2,-0.22
"39","Landon","Ferraro","CAN","F",0,0,0,0,0,2,0,"11:21",0,0,0.2
"96","Joshua","Ho-Sang","CAN","F",0,0,0,0,0,0,0,"9:03",0,0,0
"13","Kent","Johnson","CAN","F",0,0,0,0,0,0,0,"11:42",0,0,0
"9","Corban","Knight","CAN","F",0,0,0,0,0,1,0,"16:43",3,1,0.32
"11","Jack","McBain","CAN","F",0,0,0,0,0,1,2,"15:31",0,0,-0.2
"32","Mason","McTavish","CAN","F",0,0,0,0,0,0,0,"14:11",0,0,0
"19","Eric","O'Dell","CAN","F",0,0,0,0,0,2,0,"16:52",7,9,-0.02
"12","Eric","Staal","CAN","F",0,0,0,0,0,0,0,"18:32",12,7,0.55
"15","Adam","Tambellini","CAN","F",0,0,0,0,0,3,0,"15:23",1,5,-0.14
"91","Jordan","Weal","CAN","F",0,0,0,0,0,2,2,"16:32",1,3,-0.32
"26","Daniel","Winnik","CAN","F",0,0,0,0,0,1,0,"11:25",0,0,0.1
"44","Mark","Barberio","CAN","D",0,0,0,0,0,5,0,"18:29",0,0,0.5
"60","Jason","Demers","CAN","D",0,0,0,0,0,0,0,"14:33",0,0,0
"5","Morgan","Ellis","CAN","D",0,0,0,0,0,0,0,"5:07",0,0,0
"56","Maxim","Noreau","CAN","D",0,0,0,0,0,3,0,"18:45",0,0,0.3
"22","Owen","Power","CAN","D",0,0,0,0,0,1,0,"24:54",0,0,0.1
"37","Mat","Robinson","CAN","D",0,0,0,0,0,0,0,"17:59",0,0,0
"23","Tyler","Wotherspoon","CAN","D",0,0,0,0,0,0,0,"15:47",0,0,0
"80","Edward","Pasquale","CAN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"90","Matt","Tomkins","CAN","G",0,0,0,0,0,0,0,"58:06",0,0,0
