"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"10","Andres","Ambühl","SUI","F",0,0,0,0,0,1,0,"13:18",0,0,0.1
"85","Sven","Andrighetto","SUI","F",0,0,0,0,0,1,0,"14:35",0,0,0.1
"88","Christoph","Bertschy","SUI","F",0,0,0,0,0,3,2,"13:36",7,6,0.11
"71","Enzo","Corvi","SUI","F",1,2,1,1,3,3,0,"14:53",9,5,3.3
"92","Gaëtan","Haas","SUI","F",0,0,0,0,0,1,0,"18:32",6,10,-0.34
"61","Fabrice","Herzog","SUI","F",1,0,0,0,1,1,0,"13:40",0,0,1.1
"15","Gregory","Hofmann","SUI","F",0,0,0,0,0,1,0,"17:08",0,0,0.1
"70","Denis","Hollenstein","SUI","F",0,0,0,0,0,2,0,"9:10",0,0,0.2
"62","Denis","Malgin","SUI","F",0,0,0,0,0,2,4,"17:06",4,5,-0.51
"82","Simon","Moser","SUI","F",0,0,0,0,0,1,2,"15:36",0,0,-0.2
"87","Killian","Mottet","SUI","F",0,0,0,0,0,1,0,"5:47",0,0,0.1
"79","Calvin","Thürkauf","SUI","F",0,1,0,1,1,2,0,"11:29",4,1,1.19
"83","Joël","Vermin","SUI","F",0,0,0,0,0,0,2,"6:54",0,1,-0.41
"2","Santeri","Alatalo","SUI","D",0,0,0,0,0,4,2,"14:04",0,0,0.1
"16","Raphael","Diaz","SUI","D",0,0,0,0,0,2,0,"21:00",0,0,0.2
"38","Lukas","Frick","SUI","D",0,0,0,0,0,0,0,"16:29",0,0,0
"55","Romain","Loeffel","SUI","D",1,0,0,0,1,4,0,"13:35",0,0,1.4
"25","Mirco","Müller","SUI","D",0,0,0,0,0,0,0,"16:30",0,0,0
"65","Ramon","Untersander","SUI","D",0,2,1,1,2,2,0,"17:57",0,0,1.76
"6","Yannick","Weber","SUI","D",0,1,1,0,1,0,0,"16:11",0,0,0.9
"20","Reto","Berra","SUI","G",0,0,0,0,0,0,0,"57:39",0,0,0
"63","Leonardo","Genoni","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
"42","Mikkel","Aagaard","DEN","F",0,0,0,0,0,0,2,"12:26",0,0,-0.3
"50","Mathias","Bau","DEN","F",0,0,0,0,0,2,0,"13:27",0,0,0.2
"89","Mikkel","Bødker","DEN","F",1,0,0,0,1,3,0,"19:14",0,0,1.3
"33","Julian","Jakobsen","DEN","F",0,1,0,1,1,3,0,"10:00",6,1,1.51
"40","Jesper","Jensen","DEN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"17","Nicklas","Jensen","DEN","F",0,1,0,1,1,2,0,"16:01",0,0,0.86
"29","Morten","Madsen","DEN","F",0,0,0,0,0,0,0,"12:04",4,6,-0.22
"72","Nicolai","Meyer","DEN","F",1,0,0,0,1,2,0,"10:09",0,0,1.2
"51","Frans","Nielsen","DEN","F",0,0,0,0,0,3,0,"19:58",8,14,-0.36
"38","Morten","Poulsen","DEN","F",0,0,0,0,0,0,0,"10:11",0,0,0
"93","Peter","Regin","DEN","F",1,0,0,0,1,3,0,"17:00",10,9,1.41
"63","Patrick","Russell","DEN","F",0,3,2,1,3,5,0,"22:38",0,0,2.96
"9","Frederik","Storm","DEN","F",2,1,1,0,3,3,2,"18:40",0,0,2.9
"41","Jesper","Jensen Aabo","DEN","D",0,0,0,0,0,0,0,"11:28",0,0,0
"48","Nicholas","Jensen","DEN","D",0,2,2,0,2,1,0,"24:14",0,0,1.9
"28","Emil","Kristensen","DEN","D",0,0,0,0,0,0,0,"6:57",0,0,0
"47","Oliver","Larsen","DEN","D",0,0,0,0,0,0,2,"12:26",0,0,-0.3
"15","Matias","Lassen","DEN","D",0,0,0,0,0,0,0,"18:23",0,0,0
"22","Markus","Lauridsen","DEN","D",0,0,0,0,0,2,0,"23:28",0,0,0.2
"25","Oliver","Lauridsen","DEN","D",0,1,0,1,1,1,0,"15:45",0,0,0.76
"32","Sebastian","Dahm","DEN","G",0,0,0,0,0,0,0,"60:00",0,0,0
"1","Frederik","Dichow","DEN","G",0,0,0,0,0,0,0,"0:00",0,0,0
