"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"15","Miro","Aaltonen","FIN","F",0,0,0,0,0,2,2,"12:09",0,0,-0.1
"12","Marko","Anttila","FIN","F",0,0,0,0,0,1,0,"12:13",0,0,0.1
"24","Hannes","Björninen","FIN","F",0,0,0,0,0,0,0,"16:36",8,11,-0.33
"51","Valtteri","Filppula","FIN","F",0,0,0,0,0,3,0,"16:31",12,2,1.4
"60","Markus","Granlund","FIN","F",0,0,0,0,0,1,25,"5:57",0,0,-3.65
"70","Teemu","Hartikainen","FIN","F",1,2,1,1,3,3,0,"20:57",0,0,2.86
"71","Leo","Komarov","FIN","F",0,0,0,0,0,1,0,"11:45",0,0,0.1
"80","Saku","Mäenalanen","FIN","F",0,0,0,0,0,1,2,"15:06",0,0,-0.2
"65","Sakari","Manninen","FIN","F",0,2,1,1,2,1,0,"18:19",1,4,1.33
"28","Joonas","Nättinen","FIN","F",0,0,0,0,0,1,0,"10:50",4,2,0.32
"81","Iiro","Pakarinen","FIN","F",2,0,0,0,2,6,0,"17:01",1,4,2.27
"82","Harri","Pesonen","FIN","F",1,0,0,0,1,1,2,"16:37",0,0,0.8
"3","Niklas","Friman","FIN","D",0,0,0,0,0,1,0,"16:35",0,0,0.1
"38","Juuso","Hietanen","FIN","D",0,0,0,0,0,1,4,"13:48",0,0,-0.5
"13","Valtteri","Kemiläinen","FIN","D",0,0,0,0,0,0,0,"11:49",0,0,0
"4","Mikko","Lehtonen","FIN","D",0,1,1,0,1,1,0,"23:26",0,0,1
"40","Petteri","Lindbohm","FIN","D",0,0,0,0,0,1,0,"17:48",0,0,0.1
"55","Atte","Ohtamaa","FIN","D",0,0,0,0,0,0,0,"0:00",0,0,0
"2","Ville","Pokka","FIN","D",0,0,0,0,0,1,0,"17:15",0,0,0.1
"42","Sami","Vatanen","FIN","D",0,1,0,1,1,1,2,"15:52",0,0,0.46
"45","Juho","Olkinuora","FIN","G",0,0,0,0,0,0,0,"62:01",0,0,0
"35","Frans","Tuohimaa","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
"86","Mathias","Bromé","SWE","F",0,1,0,1,1,0,0,"16:05",0,0,0.66
"95","Jacob","de la Rose","SWE","F",0,0,0,0,0,0,4,"14:08",8,4,-0.16
"18","Dennis","Everberg","SWE","F",0,0,0,0,0,1,0,"19:37",0,0,0.1
"12","Max","Friberg","SWE","F",0,0,0,0,0,1,0,"14:22",0,0,0.1
"29","Pontus","Holmberg","SWE","F",0,0,0,0,0,1,0,"5:52",0,0,0.1
"59","Linus","Johansson","SWE","F",0,0,0,0,0,1,2,"13:35",0,0,-0.2
"48","Carl","Klingberg","SWE","F",0,1,0,1,1,2,0,"15:42",0,0,0.86
"16","Marcus","Krüger","SWE","F",0,0,0,0,0,4,0,"17:21",10,6,0.84
"58","Anton","Lander","SWE","F",1,0,0,0,1,2,0,"18:20",3,10,0.43
"42","Joakim","Nordström","SWE","F",0,0,0,0,0,4,0,"17:41",0,0,0.4
"8","Fredrik","Olofsson","SWE","F",0,0,0,0,0,2,0,"11:55",0,2,-0.02
"15","Gustav","Rydahl","SWE","F",0,0,0,0,0,0,0,"0:00",0,0,0
"23","Lucas","Wallmark","SWE","F",1,0,0,0,1,3,0,"13:04",2,4,1.08
"32","Lukas","Bengtsson","SWE","D",1,0,0,0,1,2,0,"17:31",0,0,1.2
"5","Oscar","Fantenberg","SWE","D",0,0,0,0,0,1,0,"17:13",0,0,0.1
"2","Christian","Folin","SWE","D",0,0,0,0,0,0,0,"19:17",0,0,0
"52","Philip","Holm","SWE","D",0,0,0,0,0,0,0,"7:30",0,0,0
"81","Theodor","Lennström","SWE","D",0,0,0,0,0,2,0,"18:49",0,0,0.2
"64","Jonathan","Pudas","SWE","D",0,2,1,1,2,4,0,"19:11",0,0,1.96
"7","Henrik","Tömmernes","SWE","D",0,2,2,0,2,0,2,"20:49",0,0,1.5
"35","Magnus","Hellberg","SWE","G",0,0,0,0,0,0,0,"62:01",0,0,0
"31","Lars","Johansson","SWE","G",0,0,0,0,0,0,0,"0:00",0,0,0
