"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"21","Polina","Bolgareva","ROC","F",3,0,0,0,3,5,0,"13:28",0,0,3.5
"42","Oxana","Bratisheva","ROC","F",0,1,0,1,1,0,2,"15:32",5,2,0.69
"59","Yelena","Dergachyova","ROC","F",0,0,0,0,0,0,4,"16:19",7,12,-1.15
"26","Yekaterina","Dobrodeyeva","ROC","F",1,0,0,0,1,1,0,"15:20",0,0,1.1
"79","Landysh","Falyakhova","ROC","F",0,0,0,0,0,4,0,"13:24",0,0,0.4
"17","Fanuza","Kadirova","ROC","F",0,2,2,0,2,4,0,"10:31",0,0,2.2
"27","Veronika","Korzhakova","ROC","F",0,0,0,0,0,0,0,"11:36",5,4,0.11
"73","Viktoria","Kulishova","ROC","F",0,0,0,0,0,2,0,"13:07",0,1,0.09
"87","Polina","Luchnikova","ROC","F",0,0,0,0,0,0,0,"10:44",0,1,-0.11
"15","Valeria","Pavlova","ROC","F",0,1,0,1,1,3,0,"17:58",0,2,0.74
"97","Anna","Shokhina","ROC","F",0,0,0,0,0,1,0,"19:27",0,0,0.1
"29","Alexandra","Vafina","ROC","F",0,2,2,0,2,1,0,"13:56",2,11,0.91
"12","Maria","Pechnikova","ROC","D",0,1,1,0,1,2,0,"20:54",0,0,1.1
"13","Nina","Pirogova","ROC","D",0,0,0,0,0,3,2,"21:31",0,0,0
"19","Yelena","Provorova","ROC","D",0,0,0,0,0,0,0,"17:19",0,0,0
"72","Anna","Savonina","ROC","D",0,0,0,0,0,1,0,"20:55",0,0,0.1
"70","Anna","Shibanova","ROC","D",1,0,0,0,1,3,2,"19:07",0,0,1
"4","Iuliia","Smirnova","ROC","D",0,0,0,0,0,1,0,"19:04",0,0,0.1
"23","Daria","Gredzen","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"69","Maria","Sorokina","ROC","G",0,0,0,0,0,0,0,"60:00",0,0,0
"21","Rahel","Enzler","SUI","F",0,0,0,0,0,0,0,"8:26",0,0,0
"71","Lena-Marie","Lutz","SUI","F",0,0,0,0,0,0,0,"9:00",0,0,0
"98","Keely","Moy","SUI","F",0,0,0,0,0,3,0,"18:46",0,0,0.3
"25","Alina","Müller","SUI","F",1,1,0,1,2,7,2,"22:13",13,6,2.83
"8","Kaleigh","Quennec","SUI","F",0,0,0,0,0,0,0,"6:09",0,0,0
"14","Evelina","Raselli","SUI","F",0,0,0,0,0,1,0,"16:51",12,6,0.76
"12","Lisa","Rüedi","SUI","F",0,0,0,0,0,0,0,"11:37",6,3,0.33
"26","Dominique","Rüegg","SUI","F",0,0,0,0,0,3,0,"16:24",0,0,0.3
"24","Noemi","Ryhner","SUI","F",0,1,1,0,1,1,0,"15:12",0,0,1
"88","Phoebe","Staenz","SUI","F",0,0,0,0,0,6,2,"20:15",2,2,0.3
"7","Lara","Stalder","SUI","F",1,0,0,0,1,5,0,"19:07",0,0,1.5
"15","Laura","Zimmermann","SUI","F",0,0,0,0,0,1,0,"12:11",0,0,0.1
"23","Nicole","Bullo","SUI","D",0,0,0,0,0,0,0,"17:34",0,0,0
"17","Lara","Christen","SUI","D",0,1,1,0,1,1,0,"22:14",0,0,1
"3","Sarah","Forster","SUI","D",0,0,0,0,0,0,0,"12:28",0,0,0
"22","Sinja","Leemann","SUI","D",0,0,0,0,0,0,0,"15:29",0,0,0
"28","Alina","Marti","SUI","D",0,0,0,0,0,0,0,"7:00",0,2,-0.22
"9","Shannon","Sigrist","SUI","D",0,0,0,0,0,1,0,"13:54",0,0,0.1
"16","Nicole","Vallario","SUI","D",0,0,0,0,0,1,2,"14:42",0,0,-0.2
"18","Stefanie","Wetli","SUI","D",0,0,0,0,0,0,0,"14:00",0,0,0
"20","Andrea","Brändli","SUI","G",0,0,0,0,0,0,0,"60:00",0,0,0
"29","Saskia","Maurer","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
